case_id,mode,rho0,G0_nm,defect_weight,defect_large_pore_factor,matrix_connected_fraction,stress_scale,tau_defect_over_matrix,peak_T_C,hold_h,fast_rate_C_min,both_paths_attained,max_ratio,median_ratio,meaningful_span,meaningful,strong,tail_only,classification,numerical_censored,trajectory_gate_passed
L078,disabled_local_mixture,0.65,225.0,0.1,8.0,0.5,0.5,30.0,1400.0,8.0,20.0,False,0.9926237044912793,0.9921939988880077,0.0,False,False,False,negligible,False,False
L078,disabled_local_mixture,0.65,225.0,0.1,8.0,0.5,0.5,30.0,1400.0,8.0,100.0,False,0.9924567324618623,0.9917017675016204,0.0,False,False,False,negligible,False,False
L079,matrix_only,0.7,225.0,0.2,8.0,0.5,0.5,30.0,1400.0,8.0,20.0,False,0.9950669739042272,0.9941981748031142,0.0,False,False,False,negligible,False,False
L079,matrix_only,0.7,225.0,0.2,8.0,0.5,0.5,30.0,1400.0,8.0,100.0,False,0.9939415954559918,0.9933112569015281,0.0,False,False,False,negligible,False,False
L080,static_defect_mixture,0.75,225.0,0.02,12.0,0.7,0.5,30.0,1450.0,8.0,20.0,False,0.9810617886313271,0.9771078791513852,0.0,False,False,False,numerical_censored,True,False
L080,static_defect_mixture,0.75,225.0,0.02,12.0,0.7,0.5,30.0,1450.0,8.0,100.0,False,0.9796232684603868,0.975815631538345,0.0,False,False,False,numerical_censored,True,False
L081,evolving_defect_memory,0.65,75.0,0.05,12.0,0.7,0.5,30.0,1450.0,8.0,20.0,False,0.8410650989240854,0.7809774683659926,0.0,False,False,False,numerical_censored,True,False
L081,evolving_defect_memory,0.65,75.0,0.05,12.0,0.7,0.5,30.0,1450.0,8.0,100.0,False,0.8415148973280725,0.7823681427848583,0.0,False,False,False,numerical_censored,True,False
L082,evolving_defect_memory_with_matrix_densification,0.7,75.0,0.1,12.0,0.7,0.5,30.0,1450.0,8.0,20.0,False,0.7688739795127171,0.6896731570835866,0.0,False,False,False,numerical_censored,True,False
L082,evolving_defect_memory_with_matrix_densification,0.7,75.0,0.1,12.0,0.7,0.5,30.0,1450.0,8.0,100.0,False,0.7702623791604019,0.6863062992451713,0.0,False,False,False,numerical_censored,True,False
L083,stress_retention_high,0.75,75.0,0.2,12.0,0.7,0.5,30.0,1450.0,8.0,20.0,False,0.6841013762707343,0.6044171155245864,0.0,False,False,False,numerical_censored,True,False
L083,stress_retention_high,0.75,75.0,0.2,12.0,0.7,0.5,30.0,1450.0,8.0,100.0,False,0.6872026121669368,0.601786383106234,0.0,False,False,False,numerical_censored,True,False
L084,disabled_local_mixture,0.65,150.0,0.02,4.0,0.7,1.0,1.0,1450.0,20.0,20.0,True,0.992701332637973,0.9851239380435521,0.0,False,False,False,negligible,False,False
L084,disabled_local_mixture,0.65,150.0,0.02,4.0,0.7,1.0,1.0,1450.0,20.0,100.0,True,0.9914562735204245,0.9836274141839867,0.0,False,False,False,negligible,False,False
L085,matrix_only,0.7,150.0,0.05,4.0,0.9,1.0,1.0,1450.0,20.0,20.0,True,0.9882890457974378,0.9847445911649022,0.0,False,False,False,negligible,False,False
L085,matrix_only,0.7,150.0,0.05,4.0,0.9,1.0,1.0,1450.0,20.0,100.0,True,0.9862936940213699,0.9827024359070311,0.0,False,False,False,negligible,False,False
L086,static_defect_mixture,0.75,150.0,0.1,4.0,0.9,1.0,1.0,1450.0,20.0,20.0,False,0.9483766932105595,0.9248868804725001,0.0,False,False,False,numerical_censored,True,False
L086,static_defect_mixture,0.75,150.0,0.1,4.0,0.9,1.0,1.0,1450.0,20.0,100.0,False,0.9462240022524928,0.924954873630681,0.0,False,False,False,numerical_censored,True,False
L087,evolving_defect_memory,0.65,225.0,0.2,4.0,0.9,1.0,1.0,1450.0,20.0,20.0,False,1.757512384680666,0.901712266395574,0.0,False,False,False,numerical_censored,True,False
L087,evolving_defect_memory,0.65,225.0,0.2,4.0,0.9,1.0,1.0,1450.0,20.0,100.0,False,1.6386463055839413,0.9054786968519967,0.0,False,False,False,numerical_censored,True,False
L088,evolving_defect_memory_with_matrix_densification,0.7,225.0,0.02,8.0,0.9,1.0,1.0,1500.0,20.0,20.0,False,0.9716960122533673,0.9604115641288885,0.0,False,False,False,numerical_censored,True,False
L088,evolving_defect_memory_with_matrix_densification,0.7,225.0,0.02,8.0,0.9,1.0,1.0,1500.0,20.0,100.0,False,0.9702444613414414,0.9599656365256835,0.0,False,False,False,numerical_censored,True,False
L089,stress_retention_high,0.75,225.0,0.05,8.0,0.9,1.0,1.0,1500.0,20.0,20.0,False,0.9623035331175154,0.9383615408100415,0.0,False,False,False,numerical_censored,True,False
L089,stress_retention_high,0.75,225.0,0.05,8.0,0.9,1.0,1.0,1500.0,20.0,100.0,False,0.9597760351048071,0.9381455843541728,0.0,False,False,False,numerical_censored,True,False
L090,disabled_local_mixture,0.65,75.0,0.1,8.0,0.5,2.0,1.0,1500.0,20.0,20.0,True,1.0209599026580012,0.923636960403222,0.0,False,False,False,negligible,False,False
L090,disabled_local_mixture,0.65,75.0,0.1,8.0,0.5,2.0,1.0,1500.0,20.0,100.0,True,1.0197681712111215,0.9174391767872385,0.0,False,False,False,negligible,False,False
L091,matrix_only,0.7,75.0,0.2,8.0,0.5,2.0,3.0,1500.0,20.0,20.0,True,0.9866494078568581,0.9651051128472834,0.0,False,False,False,negligible,False,False
L091,matrix_only,0.7,75.0,0.2,8.0,0.5,2.0,3.0,1500.0,20.0,100.0,True,0.9804997582865351,0.9582654929131402,0.0,False,False,False,negligible,False,False
L092,static_defect_mixture,0.75,75.0,0.02,12.0,0.5,2.0,3.0,1500.0,20.0,20.0,False,0.9814510506023782,0.9549151766938986,0.0,False,False,False,numerical_censored,True,False
L092,static_defect_mixture,0.75,75.0,0.02,12.0,0.5,2.0,3.0,1500.0,20.0,100.0,False,0.8437962984364241,0.8327995932785743,0.0,False,False,False,numerical_censored,True,False
L093,evolving_defect_memory,0.65,150.0,0.05,12.0,0.5,2.0,3.0,1500.0,20.0,20.0,False,0.9897101799974071,0.9785960278746989,0.0,False,False,False,numerical_censored,True,False
L093,evolving_defect_memory,0.65,150.0,0.05,12.0,0.5,2.0,3.0,1500.0,20.0,100.0,False,0.7671089481570177,0.7319444341977097,0.0,False,False,False,numerical_censored,True,False
L094,evolving_defect_memory_with_matrix_densification,0.7,150.0,0.1,12.0,0.5,2.0,3.0,1500.0,20.0,20.0,False,0.997295107488032,0.9775821817256198,0.0,False,False,False,numerical_censored,True,False
L094,evolving_defect_memory_with_matrix_densification,0.7,150.0,0.1,12.0,0.5,2.0,3.0,1500.0,20.0,100.0,False,0.6598617457745368,0.593650952727619,0.0,False,False,False,numerical_censored,True,False
L095,stress_retention_high,0.75,150.0,0.2,12.0,0.7,2.0,3.0,1500.0,20.0,20.0,False,1.0194797447596033,0.9761254685268712,0.0,False,False,False,numerical_censored,True,False
L095,stress_retention_high,0.75,150.0,0.2,12.0,0.7,2.0,3.0,1500.0,20.0,100.0,False,0.629655065487485,0.5236557296262623,0.0,False,False,False,numerical_censored,True,False
