case_id,fast_rate_C_min,rho,G_mean_reference_nm,G50_reference_nm,G90_reference_nm,G_mean_fast_nm,G50_fast_nm,G90_fast_nm
L082,100.0,0.92,141.2548052608904,132.80599749870294,132.80599749870294,201.38695150185097,126.16724372260148,126.16724372260148
L083,20.0,0.85,102.18209456733514,79.72271005411088,192.01963262023224,149.3668893408225,82.31218672943544,417.58569978637064
L083,20.0,0.88,112.02810216078255,92.03021954592012,192.01963262023224,198.90311290333594,93.29721913499965,621.3266879766811
L083,20.0,0.9,128.4799334889724,112.59500870615744,192.01963262023224,213.4072776942109,111.42742512359335,621.3266879766811
L083,100.0,0.85,102.18209456733514,79.72271005411088,192.01963262023224,148.69282036796574,82.80877392908454,412.22900612349036
L083,100.0,0.88,112.02810216078255,92.03021954592012,192.01963262023224,197.7168325790233,93.77999378674036,613.464187748155
L083,100.0,0.9,128.4799334889724,112.59500870615744,192.01963262023224,216.368799531216,111.74244925651291,634.8742006300283
L084,20.0,0.85,146.2284512507717,141.67429121409907,141.67429121409907,149.01271866707503,143.21249023654403,143.21249023654403
L084,20.0,0.88,152.85705559362444,146.90309178241444,146.90309178241444,155.32873047709043,148.1891044513617,148.1891044513617
L084,20.0,0.9,160.9291254480621,153.6744800468882,153.6744800468882,163.08562933164288,154.67241356324948,154.67241356324948
L084,20.0,0.92,176.75083244187027,167.60721157651096,167.60721157651096,178.30874863172494,168.02626309132617,168.02626309132617
L084,100.0,0.85,146.2284512507717,141.67429121409907,141.67429121409907,149.27056902034184,143.4090268076128,143.4090268076128
L084,100.0,0.88,152.85705559362444,146.90309178241444,146.90309178241444,155.58295508096683,148.38196955869108,148.38196955869108
L084,100.0,0.9,160.9291254480621,153.6744800468882,153.6744800468882,163.32418507869357,154.85022204805477,154.85022204805477
L084,100.0,0.92,176.75083244187027,167.60721157651096,167.60721157651096,178.50019959242485,168.15841768861281,168.15841768861281
L085,20.0,0.85,152.8373099082824,152.8373099082824,152.8373099082824,155.37440341266074,155.37440341266074,155.37440341266074
L085,20.0,0.88,156.48716001913363,156.48716001913363,156.48716001913363,159.00597485401804,159.00597485401804,159.00597485401804
L085,20.0,0.9,161.43875215077298,161.43875215077298,161.43875215077298,163.65807418569375,163.65807418569375,163.65807418569375
L085,20.0,0.92,170.9373110672566,170.9373110672566,170.9373110672566,172.9665622546677,172.9665622546677,172.9665622546677
L085,100.0,0.85,152.8373099082824,152.8373099082824,152.8373099082824,155.71872472709555,155.71872472709555,155.71872472709555
L085,100.0,0.88,156.48716001913363,156.48716001913363,156.48716001913363,159.34060686576868,159.34060686576868,159.34060686576868
L085,100.0,0.9,161.43875215077298,161.43875215077298,161.43875215077298,163.98662001102656,163.98662001102656,163.98662001102656
L085,100.0,0.92,170.9373110672566,170.9373110672566,170.9373110672566,173.31467448315496,173.31467448315496,173.31467448315496
L086,20.0,0.85,147.13047986263155,138.4783109584795,138.4783109584795,155.13928264574665,141.56972697610183,141.56972697610183
L086,20.0,0.88,152.6814606087947,144.64606734310522,144.64606734310522,164.38947545117628,147.50973277756768,147.50973277756768
L086,20.0,0.9,160.93004414055855,153.81116015617616,153.81116015617616,175.87947243050832,155.52936905106773,155.52936905106773
L086,20.0,0.92,179.0183895822106,173.9093217580118,173.9093217580118,198.9307131768219,172.85023295860978,172.85023295860978
L086,100.0,0.85,147.13047986263155,138.4783109584795,138.4783109584795,155.4922296542747,142.0046478776503,142.0046478776503
L086,100.0,0.88,152.6814606087947,144.64606734310522,144.64606734310522,164.46357916345536,147.95890647765071,147.95890647765071
L086,100.0,0.9,160.93004414055855,153.81116015617616,153.81116015617616,175.65379574430338,155.98120686739654,155.98120686739654
L086,100.0,0.92,179.0183895822106,173.9093217580118,173.9093217580118,198.5364190418179,173.54828081875786,173.54828081875786
L087,20.0,0.85,237.51770602156665,212.5221325257023,337.5000000050238,262.6694253720761,211.49066251342148,467.3844768066944
L087,20.0,0.88,260.3836562179115,241.1045702711334,337.5000000050238,290.03999834978225,224.8956845053255,550.6172537276092
L087,20.0,0.9,370.90292889845045,379.25366112180706,379.25366112180706,336.1177784826332,253.63165932223322,666.0622551242332
L087,100.0,0.85,237.51770602156665,212.5221325257023,337.5000000050238,261.91561210493876,211.6233804637721,463.0845386696055
L087,100.0,0.88,260.3836562179115,241.1045702711334,337.5000000050238,288.27827229786254,224.8614424569985,541.9455916613185
L087,100.0,0.9,370.90292889845045,379.25366112180706,379.25366112180706,333.17551374019865,253.32603880717997,652.5734134722732
L088,20.0,0.85,207.39364859676382,204.73841693547328,204.73841693547328,213.4347017806701,208.06774218694008,208.06774218694008
L088,20.0,0.88,210.5920865012121,208.00212908286946,208.00212908286946,218.98291350805127,212.24491287398422,212.24491287398422
L088,20.0,0.9,215.75557464719722,213.2709945379563,213.2709945379563,225.83919194565013,217.73875023449315,217.73875023449315
L088,20.0,0.92,228.54281640369373,226.3192004119324,226.3192004119324,239.98616145922168,229.67594752018536,229.67594752018536
L088,100.0,0.85,207.39364859676382,204.73841693547328,204.73841693547328,213.7540144367589,208.50999401974863,208.50999401974863
L088,100.0,0.88,210.5920865012121,208.00212908286946,208.00212908286946,219.0173628943778,212.59430695439855,212.59430695439855
L088,100.0,0.9,215.75557464719722,213.2709945379563,213.2709945379563,225.84862937435562,218.19832455451578,218.19832455451578
L088,100.0,0.92,228.54281640369373,226.3192004119324,226.3192004119324,239.60184869669914,230.01016248423795,230.01016248423795
L089,20.0,0.85,210.82370855746723,204.15653532364973,204.15653532364973,219.08233868213563,207.92994621178065,207.92994621178065
L089,20.0,0.88,214.04113447950465,207.54329945211018,207.54329945211018,227.1352057869978,212.6996058342844,212.6996058342844
L089,20.0,0.9,219.28357960949097,213.06166274683264,213.06166274683264,236.75738647262074,218.94719177725742,218.94719177725742
L089,20.0,0.92,232.428886965469,226.89882838470422,226.89882838470422,255.22320632914173,231.9964746875619,231.9964746875619
L089,100.0,0.85,210.82370855746723,204.15653532364973,204.15653532364973,219.65927554593023,208.52663350178554,208.52663350178554
L089,100.0,0.88,214.04113447950465,207.54329945211018,207.54329945211018,227.18661625850672,213.23306252825833,213.23306252825833
L089,100.0,0.9,219.28357960949097,213.06166274683264,213.06166274683264,236.2870816228228,219.40321495334797,219.40321495334797
L089,100.0,0.92,232.428886965469,226.89882838470422,226.89882838470422,254.0280331033527,232.3747467329541,232.3747467329541
L090,20.0,0.85,131.91936885390558,82.65837052288781,82.65837052288781,151.3695072733819,84.94857792075086,84.94857792075086
L090,20.0,0.88,167.0854268888441,93.65543347968328,93.65543347968328,182.15852632050365,94.19394051751716,94.19394051751716
L090,20.0,0.9,208.50239538334534,109.93314534168576,109.93314534168576,218.7243129017866,107.81588800640264,107.81588800640264
L090,20.0,0.92,298.01041459285244,155.44312184949735,155.44312184949735,294.15140014783526,143.75016360916672,143.75016360916672
L090,100.0,0.85,131.91936885390558,82.65837052288781,82.65837052288781,152.72544307244212,85.49618463650674,85.49618463650674
L090,100.0,0.88,167.0854268888441,93.65543347968328,93.65543347968328,183.51512358976197,94.71303991599125,94.71303991599125
L090,100.0,0.9,208.50239538334534,109.93314534168576,109.93314534168576,219.8041208650369,108.18664889680123,108.18664889680123
L090,100.0,0.92,298.01041459285244,155.44312184949735,155.44312184949735,294.7877791779146,143.78586696278924,143.78586696278924
L091,20.0,0.85,85.44575402606827,85.44575402606827,85.44575402606827,89.7511723540214,89.7511723540214,89.7511723540214
L091,20.0,0.88,91.93483152899483,91.93483152899483,91.93483152899483,95.47854932795403,95.47854932795403,95.47854932795403
L091,20.0,0.9,99.17571303876288,99.17571303876288,99.17571303876288,102.04858478632029,102.04858478632029,102.04858478632029
L091,20.0,0.92,112.7368383215372,112.7368383215372,112.7368383215372,114.37239922200924,114.37239922200924,114.37239922200924
L091,100.0,0.85,85.44575402606827,85.44575402606827,85.44575402606827,90.44842803808365,90.44842803808365,90.44842803808365
L091,100.0,0.88,91.93483152899483,91.93483152899483,91.93483152899483,96.170240547228,96.170240547228,96.170240547228
L091,100.0,0.9,99.17571303876288,99.17571303876288,99.17571303876288,102.74533610294266,102.74533610294266,102.74533610294266
L091,100.0,0.92,112.7368383215372,112.7368383215372,112.7368383215372,115.093180483422,115.093180483422,115.093180483422
L092,20.0,0.85,77.93338148817149,77.22794029405256,77.22794029405256,83.24976062332914,82.65281696258074,82.65281696258074
L092,20.0,0.88,84.88174879277976,84.31811101304058,84.31811101304058,89.1902697494698,88.71456096884674,88.71456096884674
L092,20.0,0.9,92.17219230054543,91.75733908218922,91.75733908218922,95.57518970999979,95.22978541836713,95.22978541836713
L092,20.0,0.92,105.08310331247317,104.93173807395222,104.93173807395222,107.1517916865979,107.04264457816114,107.04264457816114
L092,100.0,0.85,77.93338148817149,77.22794029405256,77.22794029405256,92.36042114973013,83.38450134183647,83.38450134183647
L092,100.0,0.88,84.88174879277976,84.31811101304058,84.31811101304058,101.70899457850136,89.37384533782966,89.37384533782966
L092,100.0,0.9,92.17219230054543,91.75733908218922,91.75733908218922,111.16098727433736,95.77037180994728,95.77037180994728
L092,100.0,0.92,105.08310331247317,104.93173807395222,104.93173807395222,126.91883426355312,107.19581549054841,107.19581549054841
L093,20.0,0.85,151.7765796506724,147.92271542176044,147.92271542176044,155.68330642568364,152.0350593954563,152.0350593954563
L093,20.0,0.88,161.28325689963518,157.92974410487915,157.92974410487915,164.84396068434359,161.67785335194043,161.67785335194043
L093,20.0,0.9,174.7316064749183,172.08590155254558,172.08590155254558,177.80712073587057,175.32328498512675,175.32328498512675
L093,100.0,0.85,151.7765796506724,147.92271542176044,147.92271542176044,197.85531118534888,152.22957397640712,152.22957397640712
L093,100.0,0.88,161.28325689963518,157.92974410487915,157.92974410487915,220.88028553926938,161.14730307104537,161.14730307104537
L093,100.0,0.9,174.7316064749183,172.08590155254558,172.08590155254558,246.63269014695132,173.06749535795436,173.06749535795436
L094,20.0,0.85,155.6565835958009,147.95175955088988,147.95175955088988,160.10007141479448,152.88896823866054,152.88896823866054
L094,20.0,0.88,166.01108175078696,159.45675750087443,159.45675750087443,169.99245815920753,163.88050906578613,163.88050906578613
L094,20.0,0.9,181.7015491085889,176.89061012065432,176.89061012065432,184.98271544425302,180.53635049361446,180.53635049361446
L094,20.0,0.92,228.49085370870776,228.87872634300862,228.87872634300862,229.44794189814118,229.9421576646013,229.9421576646013
L094,100.0,0.85,155.6565835958009,147.95175955088988,147.95175955088988,235.89272236579387,152.988974046575,152.988974046575
L094,100.0,0.88,166.01108175078696,159.45675750087443,159.45675750087443,275.0877473562063,162.61876268572323,162.61876268572323
L094,100.0,0.9,181.7015491085889,176.89061012065432,176.89061012065432,317.6602584175757,175.77672264472116,175.77672264472116
L094,100.0,0.92,228.49085370870776,228.87872634300862,228.87872634300862,396.28757715278016,207.27184136094556,207.27184136094556
L095,20.0,0.85,160.21050603886871,144.01313254858587,225.00000000000003,165.39818855742797,150.49773569678496,225.00000000000003
L095,20.0,0.88,172.50497328207285,159.38121660259102,225.00000000000003,177.03892274446335,165.04865343057918,225.00000000000003
L095,20.0,0.9,194.4401954776005,186.80024434700056,225.00000000000003,197.7844879468155,190.98060993351933,225.00000000000003
L095,20.0,0.92,298.5969892183513,316.99623652293917,316.99623652293917,294.4455277375712,311.8069096719639,311.8069096719639
L095,100.0,0.85,160.21050603886871,144.01313254858587,225.00000000000003,254.4417012111738,150.8228995491287,668.9169078593542
L095,100.0,0.88,172.50497328207285,159.38121660259102,225.00000000000003,323.52377909536733,163.34719831383202,964.2301022215088
L095,100.0,0.9,194.4401954776005,186.80024434700056,225.00000000000003,403.05206732330566,181.4687992735479,1289.3851395223369
L095,100.0,0.92,298.5969892183513,316.99623652293917,316.99623652293917,557.3855768416036,228.68841854638043,1872.1742100224963
