model_style,G0_nm,rho0,heating_rate_C_min,t_h,T_C,rho,G_nm,rho_dot,dGdt_nm_s,connected_coverage,activity,E_G
density,300.0,0.7,0.2,58.0,721.0,0.6999999999999991,300.00000000000006,1.320959067982885e-19,7.84626425316391e-19,0.8150679109563985,0.007197248276039374,50.50654776042596
density,300.0,0.7,0.2,58.5,727.0,0.6999999999999995,300.00000000000006,2.3496896906809177e-19,1.3889345815185283e-18,0.8145180862867445,0.008007134629446609,50.75162764551104
density,300.0,0.7,0.2,59.0,733.0,0.7,300.00000000000006,4.153115492531624e-19,2.4443664734513054e-18,0.8139386099520557,0.008895624181026855,50.97167962082969
density,300.0,0.7,0.2,59.5,739.0,0.700000000000001,300.00000000000006,7.295188524635263e-19,4.2773008021688904e-18,0.8133286780125897,0.009868951854657164,51.16676751205638
density,300.0,0.7,0.2,60.0,745.0,0.7000000000000026,300.00000000000006,1.2736587112645933e-18,7.442930102010496e-18,0.8126875325805576,0.01093370152048735,51.33698800432966
density,300.0,0.7,0.2,60.55,751.6,0.700000000000006,300.00000000000006,2.3349569732409157e-18,1.3602835608765564e-17,0.8119453811987574,0.012218808606346672,51.49566694060741
density,300.0,0.7,0.2,61.05,757.6,0.7000000000000114,300.00000000000006,4.02634362575667e-18,2.340256207943469e-17,0.811236463624764,0.013498549275426383,51.61413881144994
density,300.0,0.7,0.2,61.55,763.6,0.7000000000000207,300.00000000000006,6.903307118020355e-18,4.00514646651857e-17,0.81049434905806,0.014892374988180454,51.708274658698855
density,300.0,0.7,0.2,62.05,769.6,0.7000000000000368,300.00000000000006,1.1769728856585338e-17,6.819298369811596e-17,0.809718539912419,0.016408323570454453,51.778327702907376
density,300.0,0.7,0.2,62.55,775.6,0.7000000000000637,300.00000000000006,1.9956555393926456e-17,1.1552365653253387e-16,0.8089086198793746,0.018054781377904824,51.82459418150719
density,300.0,0.7,0.2,63.05,781.6,0.7000000000001096,300.0000000000003,3.365580594584655e-17,1.9473954124789884e-16,0.8080642608373676,0.01984047532349533,51.84741485492926
density,300.0,0.7,0.2,63.6,788.2,0.7000000000001971,300.0000000000009,5.943962741370534e-17,3.4394017843385664e-16,0.8070954135362359,0.021976374528501156,51.845900369343916
density,300.0,0.7,0.2,64.1,794.2,0.7000000000003335,300.0000000000017,9.914430342596494e-17,5.739643510113843e-16,0.8061780949049057,0.024084317450270565,51.8207985833325
density,300.0,0.7,0.2,64.6,800.2,0.70000000000056,300.000000000003,1.6453035792929876e-16,9.533643775944193e-16,0.8052259522004639,0.02636057275937188,51.77360150934123
density,300.0,0.7,0.2,65.1,806.2,0.700000000000935,300.0000000000052,2.716753597988637e-16,1.576305154967031e-15,0.8042390867209668,0.02881510687168451,51.70484133914392
density,300.0,0.7,0.2,65.6,812.2,0.7000000000015529,300.00000000000875,4.46393945062154e-16,2.594554522355858e-15,0.8032177192789082,0.03145812987179592,51.61509706762176
density,300.0,0.7,0.2,66.1,818.2,0.7000000000025659,300.00000000001467,7.299391555770782e-16,4.2516604952134524e-15,0.8021621950133897,0.03430006360011516,51.50499361829332
density,300.0,0.7,0.2,66.65,824.8000000000001,0.7000000000044324,300.00000000002547,1.2468912305196302e-15,7.283077924284087e-15,0.8009622364151359,0.03766858423077224,51.36116529917198
density,300.0,0.7,0.2,67.15,830.8000000000001,0.7000000000072482,300.00000000004195,2.0188320067627453e-15,1.1826659694010377e-14,0.7998366821717731,0.04096288134139935,51.21053769185772
density,300.0,0.7,0.2,67.65,836.8000000000001,0.700000000011797,300.0000000000686,3.2536919867337008e-15,1.9123704720979592e-14,0.7986788722537842,0.044489318099994915,51.04176258010733
density,300.0,0.7,0.2,68.15,842.8000000000001,0.7000000000191118,300.00000000011175,5.2202132222620885e-15,3.079430639732604e-14,0.7974896972580249,0.04825874698289948,50.855633715951484
density,300.0,0.7,0.2,68.65,848.8000000000001,0.700000000030822,300.00000000018105,8.338063558586046e-15,4.9383454361371435e-14,0.7962701853003159,0.05228199239826405,50.652978814984635
density,300.0,0.7,0.2,69.2,855.4000000000001,0.7000000000518729,300.00000000030593,1.3886055375443407e-14,8.263542358591188e-14,0.794895078060153,0.05701352678682098,50.41199562928682
density,300.0,0.7,0.2,69.7,861.4000000000001,0.7000000000828834,300.0000000004908,2.1977760476056422e-14,1.3140019784042579e-13,0.793615814743097,0.061604534044808486,50.17745978460951
density,300.0,0.7,0.2,70.2,867.4000000000001,0.7000000001318625,300.0000000007844,3.463673787569685e-14,2.0811537921974629e-13,0.7923102683418827,0.06648203044323607,49.92913739337095
density,300.0,0.7,0.2,70.7,873.4000000000001,0.7000000002088944,300.00000000124845,5.4358082935094405e-14,3.283289119853347e-13,0.7909800182907331,0.07165601788378985,49.667952730658605
density,300.0,0.7,0.2,71.2,879.4000000000001,0.7000000003295421,300.00000000197906,8.495488177417959e-14,5.159742126241634e-13,0.7896267699815553,0.0771361013763234,49.394841658465566
density,300.0,0.7,0.2,71.7,885.4000000000001,0.7000000005177229,300.0000000031252,1.3223059581395194e-13,8.077494550517404e-13,0.788252349262653,0.08293140413339187,49.11074652728525
density,300.0,0.7,0.2,72.25,892.0,0.7000000008469418,300.0000000051428,2.1412072289312538e-13,1.3166752678764818e-12,0.7867183506739713,0.08968050491415142,48.78668145156109
density,300.0,0.7,0.2,72.75,898.0,0.700000001319285,300.00000000805613,3.304692496476867e-13,2.04487388078731e-12,0.7853059085909946,0.09616481993957815,48.48258654406475
density,300.0,0.7,0.2,73.25,904.0,0.7000000020468875,300.0000000125724,5.080253342162429e-13,3.1639254837355172e-12,0.7838786436102756,0.102988613827745,48.17041395403488
density,300.0,0.7,0.2,73.75,910.0,0.7000000031632932,300.00000001954766,7.779286178565846e-13,4.877185489445681e-12,0.7824387968217388,0.11015809688398315,47.85107842980702
density,300.0,0.7,0.2,74.25,916.0000000000001,0.7000000048696079,300.0000000302806,1.1866190196454146e-12,7.490418666890174e-12,0.7809886868505758,0.11767853592442337,47.52547511170719
density,300.0,0.7,0.2,74.75,922.0000000000001,0.7000000074675037,300.000000046735,1.8030849212822394e-12,1.1461627203230294e-11,0.7795306990734109,0.1255541648385023,47.1944748226052
density,300.0,0.7,0.2,75.3,928.6,0.7000000118990644,300.0000000750138,2.844360217163474e-12,1.82232871855655e-11,0.7779207281328333,0.1346312827202975,46.825145028626125
density,300.0,0.7,0.2,75.8,934.6,0.7000000181023451,300.00000011489703,4.287830471985077e-12,2.767204385850334e-11,0.7764541936356831,0.14326151188710007,46.485512550707384
density,300.0,0.7,0.2,76.3,940.6,0.7000000274367904,300.0000001753535,6.439730004728186e-12,4.1868100671007144e-11,0.7749874758488753,0.1522525839910801,46.14298168738048
density,300.0,0.7,0.2,76.8,946.6,0.700000041430697,300.00000026666504,9.63577612384262e-12,6.311880750966904e-11,0.7735231119292714,0.16160364815789233,45.798280318896786
density,300.0,0.7,0.2,77.3,952.6,0.7000000623325227,300.00000040408366,1.4364996060486196e-11,9.481409046664106e-11,0.772063645291313,0.17131243898347687,45.452092645098496
density,300.0,0.7,0.2,77.85,959.2,0.7000000972784871,300.00000063569456,2.219367563691415e-11,1.477269594195865e-10,0.770466916597741,0.18240078597925996,45.07032928412032
density,300.0,0.7,0.2,78.35,965.2,0.7000001452427576,300.0000009561498,3.2833470127159966e-11,2.2024534748870727e-10,0.7690259731123105,0.19284686270050647,44.723038111153514
density,300.0,0.7,0.2,78.85,971.2,0.7000002160773415,300.000001433091,4.8398143612618514e-11,3.2719078077754305e-10,0.7675977229796892,0.20363417023278377,44.376076607782736
density,300.0,0.7,0.2,79.35,977.2,0.7000003203090801,300.0000021404015,7.108359890931831e-11,4.843315036593113e-10,0.7661846126253284,0.21475423862914367,44.029925090199036
density,300.0,0.7,0.2,79.85,983.2,0.7000004731308203,300.00000318560893,1.0402581598511189e-10,7.143810966142e-10,0.7647890364601392,0.22619705111362204,43.68500968856517
density,300.0,0.7,0.2,80.35,989.2,0.7000006963861629,300.0000047246115,1.5168531983030677e-10,1.0499264124412625e-09,0.7634133262749148,0.23795105951994636,43.341701024491584
density,300.0,0.7,0.2,80.9,995.8000000000001,0.7000010610285163,300.000007259322,2.2872286678728466e-10,1.5969929337131574e-09,0.761925683378263,0.2512242820942589,42.966290111890316
density,300.0,0.7,0.2,81.4,1001.8000000000001,0.7000015501086317,300.000010687212,3.30979690353248e-10,2.329349801192515e-09,0.760598942276959,0.2635875910454314,42.62730766859955
density,300.0,0.7,0.2,81.9,1007.8000000000001,0.7000022566023845,300.00001567830503,4.772007191780519e-10,3.385145609469885e-09,0.759298779717732,0.2762169768893049,42.29071353227046
density,300.0,0.7,0.2,82.4,1013.8000000000001,0.7000032734071795,300.00002291878894,6.854758811968186e-10,4.901317259846441e-09,0.7580271514350694,0.28909508939614875,41.95663515888491
density,300.0,0.7,0.2,82.9,1019.8000000000001,0.7000047313764631,300.00003338337467,9.80961563776897e-10,7.0699711881918815e-09,0.7567858841679215,0.30220335268416776,41.625134536954135
density,300.0,0.7,0.2,83.4,1025.8000000000002,0.7000068140193858,300.000048450578,1.398462648464796e-09,1.0159259804199337e-08,0.7555766536357219,0.31552206458087606,41.296203698063294
density,300.0,0.7,0.2,83.95,1032.4,0.7000101349659185,300.0000726786151,2.0562966268263943e-09,1.5069141565171742e-08,0.7542852813038883,0.3303909591609076,40.937244821064155
density,300.0,0.7,0.2,84.45,1038.4,0.7000144832934898,300.00010466584814,2.9071127691406404e-09,2.1474083593864124e-08,0.7531479336168846,0.34408309699235073,40.61333426432289
density,300.0,0.7,0.2,84.95,1044.4,0.700020618616513,300.00015015870633,4.092857802036569e-09,3.047441200070522e-08,0.7520464835686579,0.35791865805887735,40.29144041108289
density,300.0,0.7,0.2,85.45,1050.4,0.7000292386385898,300.00021458650275,5.7373000773488576e-09,4.306081727420097e-08,0.7509815554831537,0.37187451501087504,39.97117015665733
density,300.0,0.7,0.2,85.95,1056.4,0.7000412960995562,300.0003054297316,8.006037205649752e-09,6.057233145924967e-08,0.7499533259512362,0.3859270055532682,39.65199207483952
density,300.0,0.7,0.2,86.5,1063.0,0.7000600849409804,300.00044819538635,1.1486790472617918e-08,8.76826152573886e-08,0.7488641618707638,0.40146759627205575,39.30131737056608
density,300.0,0.7,0.2,87.0,1069.0,0.7000841077561926,300.0006322834318,1.586401683606814e-08,1.2208778253486822e-07,0.7479108030240673,0.4156442148731901,38.98191106891649
density,300.0,0.7,0.2,87.5,1075.0,0.7001172004255533,300.00088796441514,2.179105105182654e-08,1.6909506733539548e-07,0.7469902212341972,0.42984180800057464,38.66070588717552
density,300.0,0.7,0.2,88.0,1081.0,0.7001625336081297,300.00124115189425,2.975996513189424e-08,2.3288760643403203e-07,0.7460989409615618,0.44403549513876084,38.33620265548278
density,300.0,0.7,0.2,88.5,1087.0,0.7002242650768369,300.00172621243,4.039194923290515e-08,3.188309449519549e-07,0.7452318846778743,0.4582002421367397,38.006519401002336
density,300.0,0.7,0.2,89.0,1093.0,0.7003077894396964,300.0023882860743,5.4458482119881505e-08,4.337130860925516e-07,0.7443819650063306,0.47231087108748177,37.66931462822537
density,300.0,0.7,0.2,89.55,1099.6000000000001,0.7004331464637195,300.00339152702924,7.50265269155955e-08,6.036599851978697e-07,0.7434553355155183,0.48773981484184276,37.286242389902284
density,300.0,0.7,0.2,90.05,1105.6000000000001,0.7005871583238972,300.0046364048039,9.958497764153383e-08,8.091397474480514e-07,0.7426066293298157,0.5016541091428526,36.92310889800527
density,300.0,0.7,0.2,90.55,1111.6000000000001,0.7007907928751484,300.00629902403364,1.3109181030304416e-07,1.0762689972607951e-06,0.741734880292633,0.515435094443588,36.541393407662326
density,300.0,0.7,0.2,91.05,1117.6000000000001,0.7010577503443155,300.00850218596855,1.7105030065168085e-07,1.4200925244395688e-06,0.7408192746645356,0.5290567313634129,36.13605706235384
density,300.0,0.7,0.2,91.55,1123.6000000000001,0.7014045621626562,300.01139772836865,2.2111168989178658e-07,1.8580851149092738e-06,0.7398341906374973,0.5424926938237599,35.701285482691965
density,300.0,0.7,0.2,92.05,1129.6000000000001,0.7018508226921224,300.0151709544472,2.830290135023997e-07,2.4102112006340382e-06,0.7387486959130442,0.5557163813361083,35.2305216441835
density,300.0,0.7,0.2,92.6,1136.2,0.7024838697972173,300.0206029530084,3.6696824062346853e-07,3.1762866367377884e-06,0.7373947688427374,0.5699852469213716,34.66249914067394
density,300.0,0.7,0.2,93.1,1142.2,0.703216977219048,300.02699699753083,4.5956135801460467e-07,4.044356562508605e-06,0.7359720120404151,0.5826757273310322,34.09215088980811
density,300.0,0.7,0.2,93.6,1148.2,0.7041304384476479,300.0351050177357,5.693283080708742e-07,5.104812143940704e-06,0.7343156804115467,0.5950705994707967,33.462245795738475
density,300.0,0.7,0.2,94.1,1154.2,0.7052563292621465,300.0452980337856,6.976573563524163e-07,6.388789521565331e-06,0.7323703980149603,0.6071432146249793,32.76501889843691
density,300.0,0.7,0.2,94.6,1160.2,0.7066289968448707,300.0580059881315,8.456436309145473e-07,7.93112021700694e-06,0.7300748516960742,0.6188673530497386,31.993228538469968
density,300.0,0.7,0.2,95.15,1166.8000000000002,0.7084670077999395,300.07548396212104,1.0320087171842165e-06,9.973397594439779e-06,0.7270649533714953,0.6313308584485571,31.050653734573856
density,300.0,0.7,0.2,95.65,1172.8000000000002,0.7104764237699064,300.0951793554098,1.2232283256379485e-06,1.2194139835710321e-05,0.7238087183310986,0.6422406638560898,30.10338807989852
density,300.0,0.7,0.2,96.15,1178.8000000000002,0.7128468187237129,300.11918957159054,1.4351108718331179e-06,1.4817706631957016e-05,0.719975816917289,0.6527249626283026,29.066867262106786
density,300.0,0.7,0.2,96.65,1184.8000000000002,0.71561502191466,300.1482906419447,1.6671287284581704e-06,1.790921965408374e-05,0.715481401037961,0.6627603934542486,27.940125130616643
density,300.0,0.7,0.2,97.15,1190.8000000000002,0.7188165666495245,300.18338651238935,1.9183262961027858e-06,2.154765898463802e-05,0.7102342826318268,0.6723241303589863,26.724466189595987
density,300.0,0.7,0.2,97.65,1196.8000000000002,0.7224849168956976,300.2255371142905,2.1873156028665777e-06,2.5829902605035695e-05,0.7041361358804152,0.6813936156070216,25.423557020345136
density,300.0,0.7,0.2,98.2,1203.4,0.727095690038182,300.2815522635138,2.5015553592580315e-06,3.142801677896369e-05,0.6963176261178877,0.6907721438281723,23.90131492019277
density,300.0,0.7,0.2,98.7,1209.4,0.731839567993434,300.34288062880523,2.8014004847006835e-06,3.748887288393024e-05,0.6880729303831336,0.6987293318194088,22.443477934771302
density,300.0,0.7,0.2,99.2,1215.4,0.7371322029924384,300.41599720572884,3.111836325857552e-06,4.4674513078999554e-05,0.6786104762948482,0.7061197385063704,20.92569898457286
density,300.0,0.7,0.2,99.7,1221.4,0.7429900268377349,300.5031184785649,3.429514401245035e-06,5.3233391006393025e-05,0.6677824905713828,0.7129174085490704,19.35964914047115
density,300.0,0.7,0.2,100.2,1227.4,0.7494229880664354,300.60696503830803,3.7505102133045045e-06,6.348868239864035e-05,0.6554186772301681,0.7190942248488076,17.757960158750894
density,300.0,0.7,0.2,100.7,1233.4,0.7564334359595588,300.7309186931963,4.0702049336560164e-06,7.586834267424594e-05,0.641317939749922,0.7246194319227299,16.133691943470673
density,300.0,0.7,0.2,101.25,1240.0,0.7648035826871811,300.89561477965526,4.413575967711646e-06,9.263299886740807e-05,0.6235088092663423,0.7299043644585986,14.336420826472446
density,300.0,0.7,0.2,101.75,1246.0,0.7729909851626309,301.07711146514276,4.709776647950416e-06,0.00011159558118280222,0.604900134531705,0.733949193751471,12.706649616243228
density,300.0,0.7,0.2,102.25,1252.0,0.7816914519250299,301.29632427709413,4.97838654133243e-06,0.00013520728314395317,0.5836015498292701,0.737234484019847,11.093851831465482
density,300.0,0.7,0.2,102.75,1258.0,0.7908410360573667,301.56270275030374,5.200315768752893e-06,0.00016486810871390169,0.5591744525930004,0.7397348017081437,9.511974696704419
density,300.0,0.7,0.2,103.25,1264.0,0.8003353169553228,301.8885400435112,5.349417826167079e-06,0.0002024110598941251,0.5311663322864313,0.7414493256250895,7.978456999676952
density,300.0,0.7,0.2,103.8,1270.6000000000001,0.8109920065722124,302.33503648977745,5.3963021453219496e-06,0.00025591568323348287,0.49581126407481907,0.7424808479787848,6.375112245572292
density,300.0,0.7,0.2,104.3,1276.6000000000001,0.8206539417712619,302.8449336251851,5.308428463213756e-06,0.00031987817238705483,0.4595181872474609,0.7427591783640446,5.025759193255515
density,300.0,0.7,0.2,104.8,1282.6000000000001,0.8300475507836578,303.4855490401523,5.083453644408711e-06,0.0004043217868841116,0.4199006785969,0.7426017019599972,3.8156606206722454
density,300.0,0.7,0.2,105.3,1288.6000000000001,0.8389253823549346,304.29978637852594,4.723854382126961e-06,0.0005171019454044936,0.37844428945205455,0.7422777797680422,2.779853938163131
density,300.0,0.7,0.2,105.8,1294.6000000000001,0.8470605857725739,305.3463944137619,4.252906426293445e-06,0.0006680843729899567,0.33739621000406916,0.7421214071497999,1.943780898864615
density,300.0,0.7,0.2,106.3,1300.6000000000001,0.8542860680913553,306.7027741434018,3.715079689302622e-06,0.0008678254284053436,0.29918820355422665,0.7424832400004271,1.3129659601777872
density,300.0,0.7,0.2,106.85,1307.2,0.8610959439420856,308.66624595524706,3.112620686968789e-06,0.0011532326874801348,0.2626065630229215,0.7438330372370701,0.8331024197975209
density,300.0,0.7,0.2,107.35,1313.2,0.8662813930371853,310.99333388229496,2.6089209957802784e-06,0.0014736964368865194,0.23511025458467194,0.7461210395472081,0.5505591368785425
density,300.0,0.7,0.2,107.85,1319.2,0.870616663017493,313.9403581936455,2.1783094380765948e-06,0.0018456341778481029,0.21287645225322843,0.7494659302801974,0.3705280566724784
