figure_id,panel_id,candidate_id,evidence_level,model_layer,source_file,source_table,source_branch_or_commit,units_reference,human_readable_label_reference,derivation_notes,T1_C,T2_C,rho_switch,G0_nm,rho1,G1_nm,first_step_growth_fraction,closed_fraction_at_switch,accommodation_at_switch,candidate_parameters_frozen,target_density,time_budget_h,growth_tolerance,classification,final_density,final_grain_size_nm,growth_fraction,target_attained,numerical_censor,closed_fraction_final,closed_shrinkage_integral,open_shrinkage_integral
Figure 5,T2_diagnostics,693168,exact,candidate_693168_audit,results/publication_style_sintering_figures_693168/source_tables/T2_diagnostic_curves.csv,publication-style exact T2 diagnostics,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,"Final density, growth, pore state, and open/closed integrated shrinkage versus T2.",1400,1220,0.88,100,0.8800000102226334,117.06676548485184,0.1370693265721414,0.6494175043485234,0.16740033400964,True,0.98,500.0,0.2,GRAIN_GROWTH_FAILURE,0.9800000001222596,146.42085043439607,0.2507465276585487,True,False,0.9999960548753366,0.0988267934936315,0.0011731964059944
Figure 5,T2_diagnostics,693168,exact,candidate_693168_audit,results/publication_style_sintering_figures_693168/source_tables/T2_diagnostic_curves.csv,publication-style exact T2 diagnostics,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,"Final density, growth, pore state, and open/closed integrated shrinkage versus T2.",1400,1230,0.88,100,0.8800000102226334,117.06676548485184,0.1370693265721414,0.6494175043485234,0.16740033400964,True,0.98,500.0,0.2,GRAIN_GROWTH_FAILURE,0.9800000004593462,153.29958534248377,0.3095056031279892,True,False,0.9999980584043352,0.0987095246283022,0.0012904656084105
Figure 5,T2_diagnostics,693168,exact,candidate_693168_audit,results/publication_style_sintering_figures_693168/source_tables/T2_diagnostic_curves.csv,publication-style exact T2 diagnostics,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,"Final density, growth, pore state, and open/closed integrated shrinkage versus T2.",1400,1240,0.88,100,0.8800000102226334,117.06676548485184,0.1370693265721414,0.6494175043485234,0.16740033400964,True,0.98,500.0,0.2,GRAIN_GROWTH_FAILURE,0.9800000004527564,162.4580899462433,0.387738776871434,True,False,0.9999990406373016,0.0985809903271553,0.0014189999029676
Figure 5,T2_diagnostics,693168,exact,candidate_693168_audit,results/publication_style_sintering_figures_693168/source_tables/T2_diagnostic_curves.csv,publication-style exact T2 diagnostics,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,"Final density, growth, pore state, and open/closed integrated shrinkage versus T2.",1400,1250,0.88,100,0.8800000102226334,117.06676548485184,0.1370693265721414,0.6494175043485234,0.16740033400964,True,0.98,500.0,0.2,GRAIN_GROWTH_FAILURE,0.9800000008063235,173.74516688592038,0.4841545007784691,True,False,0.9999995639979704,0.0984412488490104,0.0015587417346797
Figure 5,T2_diagnostics,693168,exact,candidate_693168_audit,results/publication_style_sintering_figures_693168/source_tables/T2_diagnostic_curves.csv,publication-style exact T2 diagnostics,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,"Final density, growth, pore state, and open/closed integrated shrinkage versus T2.",1400,1260,0.88,100,0.8800000102226334,117.06676548485184,0.1370693265721414,0.6494175043485234,0.16740033400964,True,0.98,500.0,0.2,GRAIN_GROWTH_FAILURE,0.9800000002476112,186.7966238925794,0.5956417956789832,True,False,0.999999779036263,0.0982617578108998,0.0017382322140779
Figure 5,T2_diagnostics,693168,exact,candidate_693168_audit,results/publication_style_sintering_figures_693168/source_tables/T2_diagnostic_curves.csv,publication-style exact T2 diagnostics,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,"Final density, growth, pore state, and open/closed integrated shrinkage versus T2.",1400,1270,0.88,100,0.8800000102226334,117.06676548485184,0.1370693265721414,0.6494175043485234,0.16740033400964,True,0.98,500.0,0.2,GRAIN_GROWTH_FAILURE,0.9800000014616156,203.97569857725165,0.7423877539663093,True,False,0.9999999152269232,0.0980612349413254,0.0019387562976568
Figure 5,T2_diagnostics,693168,exact,candidate_693168_audit,results/publication_style_sintering_figures_693168/source_tables/T2_diagnostic_curves.csv,publication-style exact T2 diagnostics,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,"Final density, growth, pore state, and open/closed integrated shrinkage versus T2.",1400,1280,0.88,100,0.8800000102226334,117.06676548485184,0.1370693265721414,0.6494175043485234,0.16740033400964,True,0.98,500.0,0.2,GRAIN_GROWTH_FAILURE,0.9800000007863212,223.7714534612471,0.9114857452024044,True,False,0.9999999670905512,0.0978379101657452,0.0021620803979425
Figure 5,T2_diagnostics,693168,exact,candidate_693168_audit,results/publication_style_sintering_figures_693168/source_tables/T2_diagnostic_curves.csv,publication-style exact T2 diagnostics,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,"Final density, growth, pore state, and open/closed integrated shrinkage versus T2.",1400,1290,0.88,100,0.8800000102226334,117.06676548485184,0.1370693265721414,0.6494175043485234,0.16740033400964,True,0.98,500.0,0.2,GRAIN_GROWTH_FAILURE,0.9800000013746306,247.9739310835506,1.1182265526558677,True,False,0.999999989277547,0.0975862487832579,0.0024137423687392
Figure 5,T2_diagnostics,693168,exact,candidate_693168_audit,results/publication_style_sintering_figures_693168/source_tables/T2_diagnostic_curves.csv,publication-style exact T2 diagnostics,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,"Final density, growth, pore state, and open/closed integrated shrinkage versus T2.",1400,1300,0.88,100,0.8800000102226334,117.06676548485184,0.1370693265721414,0.6494175043485234,0.16740033400964,True,0.98,500.0,0.2,GRAIN_GROWTH_FAILURE,0.9800000013048544,277.550484336726,1.370873434379123,True,False,0.9999999972212308,0.0972991241245887,0.0027008669576323
Figure 5,T2_diagnostics,693168,exact,candidate_693168_audit,results/publication_style_sintering_figures_693168/source_tables/T2_diagnostic_curves.csv,publication-style exact T2 diagnostics,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,"Final density, growth, pore state, and open/closed integrated shrinkage versus T2.",1400,1310,0.88,100,0.8800000102226334,117.06676548485184,0.1370693265721414,0.6494175043485234,0.16740033400964,True,0.98,500.0,0.2,GRAIN_GROWTH_FAILURE,0.9800000015958716,313.74641812899364,1.6800639517933185,True,False,0.9999999994665796,0.0969678719641098,0.0030321194091282
Figure 5,T2_diagnostics,693168,exact,candidate_693168_audit,results/publication_style_sintering_figures_693168/source_tables/T2_diagnostic_curves.csv,publication-style exact T2 diagnostics,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,"Final density, growth, pore state, and open/closed integrated shrinkage versus T2.",1400,1320,0.88,100,0.8800000102226334,117.06676548485184,0.1370693265721414,0.6494175043485234,0.16740033400964,True,0.98,500.0,0.2,GRAIN_GROWTH_FAILURE,0.9800000008599452,358.14764093215507,2.059345147607231,True,False,0.9999999999264472,0.0965825946269373,0.0034173960103745
Figure 5,T2_diagnostics,693168,exact,candidate_693168_audit,results/publication_style_sintering_figures_693168/source_tables/T2_diagnostic_curves.csv,publication-style exact T2 diagnostics,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,"Final density, growth, pore state, and open/closed integrated shrinkage versus T2.",1400,1330,0.88,100,0.8800000102226334,117.06676548485184,0.1370693265721414,0.6494175043485234,0.16740033400964,True,0.98,500.0,0.2,GRAIN_GROWTH_FAILURE,0.9800000033896192,412.8128388041424,2.5263025940317743,True,False,0.9999999999930602,0.0961280855113672,0.0038719076556186
Figure 5,T2_diagnostics,693168,exact,candidate_693168_audit,results/publication_style_sintering_figures_693168/source_tables/T2_diagnostic_curves.csv,publication-style exact T2 diagnostics,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,"Final density, growth, pore state, and open/closed integrated shrinkage versus T2.",1400,1340,0.88,100,0.8800000102226334,117.06676548485184,0.1370693265721414,0.6494175043485234,0.16740033400964,True,0.98,500.0,0.2,GRAIN_GROWTH_FAILURE,0.9800000008777284,480.4081279656473,3.1037106131356387,True,False,0.9999999999994352,0.095588113759277,0.0044118768958178
Figure 5,T2_diagnostics,693168,exact,candidate_693168_audit,results/publication_style_sintering_figures_693168/source_tables/T2_diagnostic_curves.csv,publication-style exact T2 diagnostics,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,"Final density, growth, pore state, and open/closed integrated shrinkage versus T2.",1400,1350,0.88,100,0.8800000102226334,117.06676548485184,0.1370693265721414,0.6494175043485234,0.16740033400964,True,0.98,500.0,0.2,GRAIN_GROWTH_FAILURE,0.9800000049278648,564.2773890538061,3.820133081466425,True,False,0.9999999999999192,0.0952761807886324,0.004723813916599
