case,t_s,rho,rho_dot_open_sinv,rho_dot_closed_sinv,bin_crossing_rate,isolation_rate,closure_rate
rate50_thermal,1020.0,0.48403413289223896,1.1541356002579262e-08,1.748099146313773e-27,3.331592435373019e-13,1.1359437741858391e-18,8.78424810867324e-20
rate50_thermal,1050.0,0.4840350271468359,2.980848656590997e-08,5.0648560363214714e-27,1.628523878939817e-21,2.7552550679466423e-18,2.1306387470791193e-19
rate50_thermal,1080.0,0.48403718990797995,7.209203813409782e-08,1.3828864400448202e-26,0.0,6.4353339509900136e-18,4.976451228299737e-19
rate50_thermal,1110.0,0.4840422373570089,1.6824830096477322e-07,3.6372926176980535e-26,0.0,1.4508330227621515e-17,1.1219349404703665e-18
rate50_thermal,1140.0,0.4840536272058531,3.7966162813739587e-07,9.25099272320376e-26,8.068402148550386e-22,3.1641518538076566e-17,2.446871948611224e-18
rate50_thermal,1170.0,0.4840785184510815,8.297081742821601e-07,2.287131199259799e-25,1.7554409110669873e-19,6.689404021402049e-17,5.1730855556448415e-18
rate50_thermal,1204.966981975645,0.4841620131053893,3.320216447164015e-06,1.3528016568176206e-24,0.0,2.5350279041468344e-16,1.9606656725337254e-17
rate50_thermal,1236.772384270359,0.4843399021595137,7.588450840629731e-06,4.595593611911858e-24,0.0,5.683132034509603e-16,4.396803186548673e-17
rate50_thermal,1268.9655781509232,0.4847126356373761,1.5640733109792517e-05,1.5049105993650783e-23,1.7073270046694257e-18,1.1757284134231757e-15,9.101804412281212e-17
rate50_thermal,1299.4098196654525,0.48538738176771634,2.90183151837744e-05,4.869972515184793e-23,0.0,2.248453763316316e-15,1.7426220252532724e-16
rate50_thermal,1329.6379564333563,0.486585568585602,5.0967863682374475e-05,1.6785919633510718e-22,8.072604821888318e-18,4.194518237385141e-15,3.2577113554174846e-16
rate50_thermal,1360.1511907113836,0.48866011392856634,8.623525729767567e-05,6.168586481312112e-22,0.0,7.807137040264303e-15,6.086672249001925e-16
rate50_thermal,1390.4580101832605,0.4920644530459618,0.00014012384501639992,2.2940407581894094e-21,0.0,1.4535833952281775e-14,1.1409737224121244e-15
rate50_thermal,1420.8751784378146,0.4975141942973448,0.00022036038585236992,8.531640847784195e-21,0.0,2.7678735295124877e-14,2.199437949831465e-15
rate50_thermal,1451.1835120592593,0.5058839328696623,0.00033410318319291525,3.09973176644545e-20,0.0,5.4737529126176994e-14,4.447565095989627e-15
rate50_thermal,1481.9123482449745,0.5182820225235277,0.00046349474564372846,1.0878830333163542e-19,2.6434106700987018e-08,1.162336095027299e-13,9.831895036721703e-15
rate50_thermal,1512.3713583712722,0.5345401941251495,0.0006050401196039341,3.598531809356734e-19,8.426175121291822e-08,2.6059641350602663e-13,2.34743247868512e-14
rate50_thermal,1543.8415939113934,0.5568893533132266,0.0008201261880191244,1.1188476383163733e-18,1.310777542713893e-07,6.507803098857565e-13,6.460131337620561e-14
rate50_thermal,1575.3688315170473,0.5877364025023164,0.001129638695648365,3.490753914553452e-18,1.3557603315985532e-07,1.9084448182216772e-12,2.1991687744763102e-13
rate50_thermal,1606.2809522068617,0.6283833517619536,0.0014767189747476254,1.2846783006323705e-17,9.004329176211947e-08,6.745336022196747e-12,9.662824281716413e-13
rate50_thermal,1636.9769183620729,0.678606996672185,0.0017591733049453016,6.283711585651445e-17,8.636458921373941e-09,2.7967570605716798e-11,5.386235658899593e-12
rate50_thermal,1667.5113838034313,0.7333341058677088,0.0017892585189187625,3.8721627664795966e-16,2.280776444932913e-16,1.1483193384141928e-10,3.2342642684363526e-11
rate50_thermal,1697.7258823558097,0.7859055842314211,0.0016758338533506966,2.5381960443305025e-15,0.0,3.5921053543293723e-10,1.6867171413031705e-10
rate50_thermal,1728.6970605100046,0.8345661452791827,0.0014616708248252886,1.5719476711701916e-14,9.87285005402638e-17,7.277752024440415e-10,6.894651883929075e-10
rate50_thermal,1759.4608636234027,0.8754405059279425,0.0012007394093885638,7.28567939123899e-14,3.6066143650266927e-17,9.663304633697753e-10,1.7693631555865547e-09
rate50_thermal,1770.0,0.8875606561695272,0.0011079840870019397,1.1331816766516571e-13,6.816629046946367e-17,1.0038543914433372e-09,2.1666047096135148e-09
iso_1100C_40h,0.9327688552694177,0.4840594051271092,2.765066777819967e-05,0.0,0.0,1.8743520160568648e-15,1.4494351514760515e-16
iso_1100C_40h,608.3253458643064,0.4964013542626915,1.6312372040070987e-05,5.136211409710498e-21,1.4092438905041343e-09,2.383959754438632e-15,1.8894024072711588e-16
iso_1100C_40h,1216.2235821693755,0.5045931120106592,1.1554317225366858e-05,2.0201623885969333e-20,4.043440017635457e-09,2.8032069139383674e-15,2.2696559798929874e-16
iso_1100C_40h,1833.8715987942892,0.5109462217172291,9.346524615804394e-06,4.622185122858189e-20,4.989418003963284e-09,3.1806894636730812e-15,2.6253616449450076e-16
iso_1100C_40h,2442.6289628644495,0.5161825282970807,8.04289438189009e-06,8.284717814645537e-20,5.412645829974677e-09,3.530756032111871e-15,2.9657003574565603e-16
iso_1100C_40h,3076.620224563612,0.520950369851111,7.137154205337778e-06,1.322893691994409e-19,5.617256313976777e-09,3.882419711975794e-15,3.3169955052807994e-16
iso_1100C_40h,3683.108392185205,0.5250630508521081,6.5342495349460904e-06,1.8877680602115088e-19,5.686868844309478e-09,4.211529831353628e-15,3.653710430393962e-16
iso_1100C_40h,4397.348654922847,0.5295168524380005,6.037987618755493e-06,2.638344547964702e-19,5.674278894979685e-09,4.595575316400852e-15,4.055689106170013e-16
iso_1100C_40h,5086.19228275304,0.5335294689720246,5.696985065518315e-06,3.4294620756205334e-19,5.6071783261313345e-09,4.968328374347733e-15,4.454584141265633e-16
iso_1100C_40h,5800.158885129606,0.5374738802949779,5.429729252461601e-06,4.312974778589684e-19,5.508484936895564e-09,5.36261064083619e-15,4.885314217625976e-16
iso_1100C_40h,6462.005939260478,0.5409781680270713,5.231404566047017e-06,5.191481976782562e-19,5.404007965978835e-09,5.738830001950119e-15,5.30428438933781e-16
iso_1100C_40h,7256.814596440876,0.5450294987711533,5.034228961019459e-06,6.32750173561941e-19,5.2715404110446106e-09,6.207508091267249e-15,5.8365324747825e-16
iso_1100C_40h,8155.107770546195,0.5494349355139378,4.841153486303207e-06,7.782166633325165e-19,5.113918938201541e-09,6.784156827344909e-15,6.506259145728116e-16
iso_1100C_40h,8755.107770546194,0.5522876370269851,4.726595160986509e-06,8.85358316281178e-19,5.007822381824126e-09,7.194521801670328e-15,6.992431823533307e-16
iso_1100C_40h,9355.107770546194,0.5550763998842263,4.622494367144658e-06,9.993226844391453e-19,4.9039133827462955e-09,7.619376590933846e-15,7.503772718270688e-16
iso_1100C_40h,9955.107770546194,0.5578065485867088,4.526796527042488e-06,1.1204833539400745e-18,4.8026332975096725e-09,8.059326603814063e-15,8.041520612297037e-16
iso_1100C_40h,10555.107770546194,0.5604824344948977,4.438004969102078e-06,1.2492213033053005e-18,4.7042102964989005e-09,8.514919198125087e-15,8.606885895249271e-16
iso_1100C_40h,11155.107770546194,0.563107685522164,4.354999126007293e-06,1.3859270975299906e-18,4.60874238262375e-09,8.986659912427346e-15,9.20106484433369e-16
iso_1100C_40h,11755.107770546194,0.5656853783056474,4.276919879983821e-06,1.5310026756904908e-18,4.5162469940411214e-09,9.475023207682208e-15,9.825248873856711e-16
iso_1100C_40h,12355.107770546194,0.5682181603003236,4.203094840187197e-06,1.6848627931887252e-18,4.426691455163002e-09,9.980459754583356e-15,1.0480630633384704e-15
iso_1100C_40h,12955.107770546194,0.5707083385247316,4.132988187527875e-06,1.8479361966043596e-18,4.340012110209541e-09,1.0503401484893568e-14,1.1168408083406438e-15
iso_1100C_40h,13555.107770546194,0.5731579454859055,4.0661661117275815e-06,2.020666595452483e-18,4.256126579849385e-09,1.104426515735758e-14,1.1889787244862844e-15
iso_1100C_40h,14155.107770546194,0.5755687891039603,4.002272427227551e-06,2.203513478520364e-18,4.1749417331803375e-09,1.160345491330941e-14,1.2645984062741101e-15
iso_1100C_40h,14755.107770546194,0.5779424911724749,3.941011005202298e-06,2.3969528092325975e-18,4.09635892984311e-09,1.2181364130310894e-14,1.3438225668037438e-15
iso_1100C_40h,15355.107770546194,0.5802805174437542,3.882132875792964e-06,2.6014776251366574e-18,4.020277488118537e-09,1.277837677850675e-14,1.4267751225073137e-15
iso_1100C_40h,15955.107770546194,0.5825842014879697,3.8254265972485225e-06,2.817598560246091e-18,3.946596980022352e-09,1.3394868418392452e-14,1.513581248897371e-15
iso_1100C_40h,16555.107770546194,0.5848547638503288,3.7707109536013802e-06,3.0458443046964146e-18,3.875218739153621e-09,1.4031206935754898e-14,1.6043674157584793e-15
iso_1100C_40h,17155.107770546194,0.5870933276063302,3.7178293405433144e-06,3.286762013246705e-18,3.806046833598297e-09,1.4687753081039787e-14,1.6992614075197253e-15
iso_1100C_40h,17755.107770546194,0.5893009311218198,3.666645394383428e-06,3.540917672108531e-18,3.738988671774767e-09,1.5364860861136132e-14,1.798392332734954e-15
iso_1100C_40h,18355.107770546194,0.5914785386180995,3.617039549389374e-06,3.8088964320843415e-18,3.6739553547093044e-09,1.6062877818330826e-14,1.9018906253644337e-15
iso_1100C_40h,18955.107770546194,0.5936270489946922,3.568906297539895e-06,4.0913029148475806e-18,3.6108618525578545e-09,1.6782145221955316e-14,2.0098880397054543e-15
iso_1100C_40h,19555.107770546194,0.595747303255239,3.522151986095974e-06,4.388761498271257e-18,3.5496270594137502e-09,1.7522998191721123e-14,2.1225176402357515e-15
iso_1100C_40h,20155.107770546194,0.5978400908032004,3.476693031518427e-06,4.701916585933149e-18,3.4901737643460503e-09,1.828576576706961e-14,2.2399137872306173e-15
iso_1100C_40h,20755.107770546194,0.5999061548153675,3.432454458987088e-06,5.031432865248433e-18,3.432428565559007e-09,1.9070770933477238e-14,2.3622121187371846e-15
iso_1100C_40h,21355.107770546194,0.601946196856987,3.389368698964033e-06,5.377995558076248e-18,3.376321746866909e-09,1.98783306141815e-14,2.489549529300115e-15
iso_1100C_40h,21955.107770546194,0.6039608808686519,3.347374588461273e-06,5.742310667099197e-18,3.321787130251902e-09,2.0708755633956402e-14,2.622064145705114e-15
iso_1100C_40h,22555.107770546194,0.6059508366292425,3.3064165366640332e-06,6.125105220775182e-18,3.2687619144014692e-09,2.1562350660199567e-14,2.759895299923527e-15
iso_1100C_40h,23155.107770546194,0.6079166627791123,3.266443823520791e-06,6.527127519202509e-18,3.217186506332474e-09,2.243941412555348e-14,2.903183499387696e-15
iso_1100C_40h,23755.107770546194,0.6098589294719978,3.2274100066733267e-06,6.949147382819643e-18,3.1670043511798917e-09,2.3340238135498523e-14,3.0520703946960983e-15
iso_1100C_40h,24355.107770546194,0.611778180711726,3.189272417251241e-06,7.391956405477077e-18,3.1181617637419313e-09,2.426510836374323e-14,3.206698744830482e-15
iso_1100C_40h,24955.107770546194,0.6136749364199212,3.1519917290136173e-06,7.856368213069285e-18,3.070607764278299e-09,2.5214303937766633e-14,3.367212379961552e-15
iso_1100C_40h,25555.107770546194,0.6155496942730211,3.1155315883872655e-06,8.343218728598064e-18,3.0242939202484245e-09,2.618809731649245e-14,3.5337561619202542e-15
iso_1100C_40h,26155.107770546194,0.6174029313405305,3.0798582953453255e-06,8.853366444253112e-18,2.9791741950768587e-09,2.7186754161780673e-14,3.7064759424171094e-15
iso_1100C_40h,26755.107770546194,0.6192351055512797,3.044940526953116e-06,9.387692700840299e-18,2.9352048045892893e-09,2.8210533205182033e-14,3.885518519099588e-15
iso_1100C_40h,27355.107770546194,0.6210466570102291,3.0107490968992873e-06,9.947101974660938e-18,2.8923440814358523e-09,2.925968611120551e-14,4.071031589546254e-15
iso_1100C_40h,27955.107770546194,0.6228380091849017,2.9772567455189533e-06,1.0532522171745223e-17,2.850552347579331e-09,3.033445733819279e-14,4.263163703306169e-15
iso_1100C_40h,28555.107770546194,0.6246095699776628,2.9444379557686323e-06,1.114490492916828e-17,2.809791794753548e-09,3.14350839977561e-14,4.462064212100734e-15
iso_1100C_40h,29155.107770546194,0.626361732697693,2.912268791381856e-06,1.1785225923026109e-17,2.7700263726750045e-09,3.2561795713623714e-14,4.6678832183129395e-15
iso_1100C_40h,29755.107770546194,0.6280948769445285,2.8807267540579918e-06,1.2454485182519969e-17,2.7312216847072368e-09,3.3714814480645175e-14,4.880771521897352e-15
iso_1100C_40h,30355.107770546194,0.6298093694133828,2.849790657045517e-06,1.3153707409489726e-17,2.6933448906223527e-09,3.489435452462115e-14,5.1008805658492254e-15
iso_1100C_40h,30955.107770546194,0.6315055646310728,2.8194405128979393e-06,1.3883942302647773e-17,2.656364616071563e-09,3.610062216355031e-14,5.328362380375765e-15
iso_1100C_40h,31555.107770546194,0.6331838056301936,2.789657433523736e-06,1.4646264885693918e-17,2.6202508683598326e-09,3.733381567082849e-14,5.5633695259170686e-15
iso_1100C_40h,32155.107770546194,0.6348444245681961,2.7604235409359377e-06,1.5441775838436852e-17,2.5849749581157833e-09,3.859412514087112e-14,5.806055035165128e-15
iso_1100C_40h,32755.107770546194,0.6364877432971624,2.7317218873428276e-06,1.627160183000792e-17,2.550509426452538e-09,3.988173235758421e-14,6.056572354230514e-15
iso_1100C_40h,33355.107770546194,0.6381140738893573,2.7035363834182843e-06,1.7136895853226403e-17,2.516827977226577e-09,4.119681066606481e-14,6.315075283106217e-15
iso_1100C_40h,33955.107770546194,0.6397237191230105,2.6758517337552686e-06,1.803883755916166e-17,2.4839054140171203e-09,4.253952484786812e-14,6.581717915576164e-15
iso_1100C_40h,34555.107770546194,0.6413169729322449,2.6486533786446973e-06,1.8978633590934366e-17,2.4517175814674315e-09,4.3910031000143876e-14,6.856654578713471e-15
iso_1100C_40h,35155.107770546194,0.6428941208246126,2.6219274414391304e-06,1.995751791580622e-17,2.4202413106496802e-09,4.530847641891216e-14,7.14003977211016e-15
iso_1100C_40h,35755.107770546194,0.6444554402692962,2.595660680859868e-06,2.0976752154622928e-17,2.389454368136643e-09,4.673499948671336e-14,7.432028106975082e-15
iso_1100C_40h,36355.107770546194,0.6460012010586863,2.5698404476904185e-06,2.2037625907698972e-17,2.3593354084849847e-09,4.8189729564847695e-14,7.732774245232801e-15
iso_1100C_40h,36955.107770546194,0.6475316656457492,2.544454645371206e-06,2.314145707626288e-17,2.3298639298565607e-09,4.96727868903856e-14,8.04243283874934e-15
iso_1100C_40h,37555.107770546194,0.6490470894593299,2.5194916940718812e-06,2.4289592178617216e-17,2.301020232524932e-09,5.118428247811368e-14,8.361158468805112e-15
iso_1100C_40h,38155.107770546194,0.6505477211993108,2.494940497870411e-06,2.5483406660208857e-17,2.272785380034507e-09,5.2724318027556584e-14,8.6891055859287e-15
iso_1100C_40h,38755.107770546194,0.6520338031133396,2.4707904147134824e-06,2.672430519684967e-17,2.2451411627987327e-09,5.42929858351975e-14,9.02642845019796e-15
iso_1100C_40h,39355.107770546194,0.6535055712566671,2.4470312288719618e-06,2.801372199037574e-17,2.2180700639418583e-09,5.5890368712002275e-14,9.373281072107883e-15
iso_1100C_40h,39955.107770546194,0.6549632557364762,2.423653125639047e-06,2.9353121056084003e-17,2.19155522720553e-09,5.751653990633605e-14,9.729817154097334e-15
iso_1100C_40h,40555.107770546194,0.6564070809419462,2.4006466680481536e-06,3.074399650133785e-17,2.165580426757297e-09,5.917156303234641e-14,1.0096190032818708e-14
iso_1100C_40h,41155.107770546194,0.6578372657611761,2.378002775413072e-06,3.2187872794786504e-17,2.1401300387524494e-09,6.085549200387718e-14,1.0472552622228773e-14
iso_1100C_40h,41755.107770546194,0.6592540237859765,2.355712703515299e-06,3.368630502569795e-17,2.1151890145140734e-09,6.256837097396118e-14,1.0859057357569153e-14
iso_1100C_40h,42355.107770546194,0.6606575635054543,2.333768026282857e-06,3.524087915295947e-17,2.0907428552084327e-09,6.431023427993182e-14,1.1255856140299747e-14
iso_1100C_40h,42955.107770546194,0.6620480884892159,2.3121606188219245e-06,3.685321224335444e-17,2.066777587903954e-09,6.608110639418402e-14,1.1663100284039856e-14
iso_1100C_40h,43555.107770546194,0.663425797560947,2.2908826416775937e-06,3.852495269877742e-17,2.043279742912342e-09,6.788100188060762e-14,1.208094046156577e-14
iso_1100C_40h,44155.107770546194,0.6647908849630573,2.269926526213193e-06,4.025778047210302e-17,2.020236332319637e-09,6.970992535670358e-14,1.2509526652905755e-14
iso_1100C_40h,44755.107770546194,0.6661435405130143,2.2492849610091532e-06,4.205340727147425e-17,1.997634829623382e-09,7.156787146139765e-14,1.294900809456894e-14
iso_1100C_40h,45355.107770546194,0.667483949751938,2.228950879192657e-06,4.391357675282683e-17,1.9754631503997833e-09,7.345482482854153e-14,1.3399533229934542e-14
iso_1100C_40h,45955.107770546194,0.6688122940859809,2.208917446618313e-06,4.5840064700513386e-17,1.9537096339315465e-09,7.537076006611063e-14,1.3861249660827653e-14
iso_1100C_40h,46555.107770546194,0.670128750920967,2.1891780508280708e-06,4.7834679195937407e-17,1.932363025733288e-09,7.731564174107937e-14,1.4334304100296576e-14
iso_1100C_40h,47155.107770546194,0.6714334937907334,2.169726290725756e-06,4.9899260774150466e-17,1.91141246091711e-09,7.928942436996503e-14,1.4818842326605054e-14
iso_1100C_40h,47755.107770546194,0.6727266924795717,2.1505559669078354e-06,5.203568256840809e-17,1.8908474483457798e-09,8.129205241502396e-14,1.5315009138447017e-14
iso_1100C_40h,48355.107770546194,0.6740085131391431,2.131661072597676e-06,5.42458504427174e-17,1.8706578555256645e-09,8.332346028607686e-14,1.5822948311385978e-14
iso_1100C_40h,48955.107770546194,0.6752791184002045,2.1130357851355647e-06,5.653170311244833e-17,1.8508338941955044e-09,8.538357234794391e-14,1.634280255551882e-14
iso_1100C_40h,49555.107770546194,0.6765386674794611,2.0946744579812157e-06,5.889521225311138e-17,1.8313661065708035e-09,8.747230293345788e-14,1.687471347435747e-14
iso_1100C_40h,50155.107770546194,0.6777873162818361,2.076571613189488e-06,6.133838259743915e-17,1.8122453522068937e-09,8.958955636203082e-14,1.7418821524920745e-14
iso_1100C_40h,50755.107770546194,0.6790252174984222,2.0587219343236128e-06,6.38632520209353e-17,1.7934627954466623e-09,9.173522696374117e-14,1.7975265979024072e-14
iso_1100C_40h,51355.107770546194,0.6802525207003647,2.0411202597734446e-06,6.647189161608278e-17,1.7750098934215457e-09,9.390919910891187e-14,1.8544184885753462e-14
iso_1100C_40h,51955.107770546194,0.6814693724289074,2.0237615764491426e-06,6.916640575542595e-17,1.756878384576827e-09,9.611134724313171e-14,1.9125715035102775e-14
iso_1100C_40h,52555.107770546194,0.6826759162818103,2.0066410138232457e-06,7.194893214376274e-17,1.7390602776943168e-09,9.834153592770268e-14,1.9719991922760718e-14
iso_1100C_40h,53155.107770546194,0.6838722929963402,1.9897538382964772e-06,7.482164185970234e-17,1.7215478413874822e-09,1.0059961988545467e-13,2.0327149716019975e-14
iso_1100C_40h,53755.107770546194,0.6850586405290163,1.9730954478646943e-06,7.778673938685998e-17,1.7043335940457864e-09,1.02885444051895e-13,2.094732122078839e-14
iso_1100C_40h,54355.107770546194,0.6862350941322845,1.9566613670662917e-06,8.084646263497497e-17,1.687410294206561e-09,1.0519884363165238e-13,2.158063784967763e-14
iso_1100C_40h,54955.107770546194,0.6874017864282763,1.9404472421911268e-06,8.400308295125024e-17,1.670770931334139e-09,1.0753964416016642e-13,2.222722959114263e-14
iso_1100C_40h,55555.107770546194,0.6885588474798057,1.924448836733515e-06,8.725890512222209e-17,1.654408716987238e-09,1.0990766157056987e-13,2.2887224979643127e-14
iso_1100C_40h,56155.107770546194,0.6897064048587394,1.9086620270733277e-06,9.061626736647517e-17,1.6383170763567717e-09,1.123027022657308e-13,2.3560751066804316e-14
iso_1100C_40h,56755.107770546194,0.690844583711873,1.8930827983704414e-06,9.407754131852697e-17,1.6224896401572715e-09,1.147245631953864e-13,2.4247933393543234e-14
iso_1100C_40h,57355.107770546194,0.6919735068244346,1.8777072406589658e-06,9.764513200420646e-17,1.6069202368560719e-09,1.1717303193832772e-13,2.4948895963136227e-14
iso_1100C_40h,57955.107770546194,0.6930932946813291,1.8625315451287665e-06,1.0132147780785757e-16,1.5916028852253183e-09,1.1964788678957352e-13,2.5663761215196095e-14
iso_1100C_40h,58555.107770546194,0.6942040655262303,1.8475520005826827e-06,1.0510905043169687e-16,1.5765317872026082e-09,1.2214889685248021e-13,2.6392650000532286e-14
iso_1100C_40h,59155.107770546194,0.6953059354186235,1.8327649900587842e-06,1.0901035484765494e-16,1.5617013210468365e-09,1.2467582213572344e-13,2.713568155686333e-14
iso_1100C_40h,59755.107770546194,0.6963990182888907,1.8181669876077601e-06,1.1302792924202945e-16,1.5471060347765002e-09,1.272284136550985e-13,2.7892973485356144e-14
iso_1100C_40h,60355.107770546194,0.6974834259915283,1.8037545552163038e-06,1.1716434495327377e-16,1.5327406398783207e-09,1.2980641354005926e-13,2.866464172795939e-14
iso_1100C_40h,60955.107770546194,0.6985592683565809,1.7895243398679712e-06,1.214222064032404e-16,1.518600005274657e-09,1.3240955514494926e-13,2.945080054550946e-14
iso_1100C_40h,61555.107770546194,0.6996266532393701,1.775473070733641e-06,1.2580415102219401e-16,1.504679151538701e-09,1.3503756316483781e-13,3.025156249657713e-14
iso_1100C_40h,62155.107770546194,0.7006856865685944,1.761597556484244e-06,1.3031284916790086e-16,1.4909732453469236e-09,1.3769015375589607e-13,3.106703841703011e-14
iso_1100C_40h,62755.107770546194,0.7017364723928667,1.7478946827189434e-06,1.3495100403909422e-16,1.4774775941588178e-09,1.4036703466023942e-13,3.18973374002874e-14
iso_1100C_40h,63355.107770546194,0.7027791129257588,1.734361409502407e-06,1.397213515836072e-16,1.464187641114285e-09,1.4306790533515608e-13,3.274256677823905e-14
iso_1100C_40h,63955.107770546194,0.7038137085894163,1.7209947690052712e-06,1.4462666040145462e-16,1.451098960139535e-09,1.457924570866392e-13,3.3602832102807526e-14
iso_1100C_40h,64555.107770546194,0.7048403580567993,1.7077918632422574e-06,1.4966973164313702e-16,1.4382072512527453e-09,1.485403732071415e-13,3.44782371281284e-14
iso_1100C_40h,65155.107770546194,0.7058591582926106,1.6947498619027878e-06,1.5485339890342688e-16,1.425508336061034e-09,1.5131132911746638e-13,3.536888379332854e-14
iso_1100C_40h,65755.1077705462,0.7068702045929598,1.6818660002692903e-06,1.6018052811088883e-16,1.4129981534407715e-09,1.5410499251269956e-13,3.627487220587888e-14
iso_1100C_40h,66355.1077705462,0.7078735906238172,1.6691375772186635e-06,1.6565401741337312e-16,1.4006727553934727e-09,1.5692102351209692e-13,3.7196300625504894e-14
iso_1100C_40h,66955.1077705462,0.7088694084583027,1.6565619533026913e-06,1.7127679705970915e-16,1.3885283030699016e-09,1.5975907481282321e-13,3.8133265448632e-14
iso_1100C_40h,67555.1077705462,0.7098577486128594,1.644136548903452e-06,1.7705182927781503e-16,1.376561062955325e-09,1.626187918474532e-13,3.90858611933522e-14
iso_1100C_40h,68155.1077705462,0.7108387000823506,1.6318588424599905e-06,1.8298210814942652e-16,1.3647674032091014e-09,1.6549981294511545e-13,4.005418048488899e-14
iso_1100C_40h,68755.1077705462,0.7118123503741232,1.6197263687627803e-06,1.8907065948163468e-16,1.3531437901521165e-09,1.6840176949620012e-13,4.103831404155339e-14
iso_1100C_40h,69355.1077705462,0.7127787855410792,1.607736717312709e-06,1.9532054067541343e-16,1.3416867848958083e-09,1.7132428612048776e-13,4.203835066116494e-14
iso_1100C_40h,69955.1077705462,0.7137380902137875,1.5958875307414652e-06,2.0173484059129838e-16,1.330393040106818e-09,1.7426698083862292e-13,4.30543772079356e-14
iso_1100C_40h,70555.1077705462,0.7146903476316768,1.5841765032904917e-06,2.0831667941237404e-16,1.31925929690148e-09,1.7722946524678576e-13,4.408647859979283e-14
iso_1100C_40h,71155.1077705462,0.7156356396733392,1.572601379345701e-06,2.1506920850470726e-16,1.3082823818647145e-09,1.8021134469447102e-13,4.513473779613932e-14
iso_1100C_40h,71755.1077705462,0.7165740468859805,1.561159952025446e-06,2.2199561027535595e-16,1.2974592041879777e-09,1.8321221846523336e-13,4.619923578603114e-14
iso_1100C_40h,72355.1077705462,0.7175056485140442,1.5498500618192655e-06,2.2909909802806904e-16,1.2867867529212484e-09,1.862316799602859e-13,4.7280051576767874e-14
iso_1100C_40h,72955.1077705462,0.7184305225270422,1.5386695952751465e-06,2.3638291581678054e-16,1.276262094334179e-09,1.8926931688482363e-13,4.8377262182885466e-14
iso_1100C_40h,73555.1077705462,0.7193487456466187,1.5276164837331182e-06,2.438503382969908e-16,1.2658823693817753e-09,1.9232471143694372e-13,4.9490942615543204e-14
iso_1100C_40h,74155.1077705462,0.7202603933728726,1.516688702103143e-06,2.5150467057511317e-16,1.255644791270119e-09,1.9539744049902395e-13,5.062116587229512e-14
iso_1100C_40h,74755.1077705462,0.7211655400099688,1.505884267685359e-06,2.5934924805585758e-16,1.2455466431178942e-09,1.9848707583143945e-13,5.176800292724447e-14
iso_1100C_40h,75355.1077705462,0.7220642586910565,1.4952012390308469e-06,2.6738743628770593e-16,1.2355852757095977e-09,2.0159318426846664e-13,5.293152272156995e-14
iso_1100C_40h,75955.1077705462,0.7229566214025239,1.4846377148411937e-06,2.756226308065292e-16,1.2257581053365178e-09,2.047153279162426e-13,5.411179215442121e-14
iso_1100C_40h,76555.1077705462,0.723842699007609,1.474191832905186e-06,2.840582569773802e-16,1.2160626117217314e-09,2.0785306435264187e-13,5.530887607418028e-14
iso_1100C_40h,77155.1077705462,0.7247225612693873,1.4638617690710976e-06,2.92697769834491e-16,1.2064963360255032e-09,2.1100594682892114e-13,5.652283727008222e-14
iso_1100C_40h,77755.1077705462,0.7255962768731598,1.453645736253079e-06,3.0154465391949196e-16,1.1970568789276658e-09,2.1417352447299298e-13,5.775373646419503e-14
iso_1100C_40h,78355.1077705462,0.7264639134482586,1.443541983470244e-06,3.1060242311785816e-16,1.187741898783653e-09,2.173553424941782e-13,5.900163230375356e-14
iso_1100C_40h,78955.1077705462,0.7273255375892902,1.4335487949171244e-06,3.198746204935864e-16,1.1785491098510574e-09,2.2055094238929193e-13,6.026658135384724e-14
iso_1100C_40h,79555.1077705462,0.7281812148768358,1.4236644890642174e-06,3.293648181220899e-16,1.1694762805836679e-09,2.237598621499182e-13,6.154863809046146e-14
iso_1100C_40h,80155.1077705462,0.7290310098976232,1.4138874177874295e-06,3.390766169212973e-16,1.1605212319901024e-09,2.2698163647070842e-13,6.28478548938659e-14
iso_1100C_40h,80755.1077705462,0.7298749862641893,1.404215965525259e-06,3.490136464809285e-16,1.1516818360542786e-09,2.30215796958573e-13,6.41642820423572e-14
iso_1100C_40h,81355.1077705462,0.7307132066340514,1.394648548462629e-06,3.5917956488991873e-16,1.142956014215051e-09,2.3346187234259925e-13,6.549796770635034e-14
iso_1100C_40h,81955.1077705462,0.7315457327283961,1.3851836137403378e-06,3.695780585619522e-16,1.1343417359025171e-09,2.367193886845448e-13,6.684895794281903e-14
iso_1100C_40h,82555.1077705462,0.7323726253503083,1.375819638689121e-06,3.8021284205906127e-16,1.1258370171285437e-09,2.399878695897642e-13,6.821729669009044e-14
iso_1100C_40h,83155.1077705462,0.733193944402551,1.3665551300873937e-06,3.910876579132424e-16,1.1174399191292144e-09,2.4326683641840145e-13,6.960302576298908e-14
iso_1100C_40h,83755.1077705462,0.7340097489049076,1.3573886234417699e-06,4.022062764460333e-16,1.1091485470569702e-09,2.465558084966995e-13,7.100618484833274e-14
iso_1100C_40h,84355.1077705462,0.7348200970111053,1.3483186822894871e-06,4.1357249558599544e-16,1.1009610487203543e-09,2.498543033282896e-13,7.242681150078873e-14
iso_1100C_40h,84955.1077705462,0.7356250460253282,1.339343897521937e-06,4.251901406840336e-16,1.0928756133693152e-09,2.531618368052711e-13,7.386494113907576e-14
