candidate_id,rho_target,initial_topology,heating_rate_C_min,n_cases,HR_pct,cumulative_PR_desintering_work,reference_PR_work,PR_exposure_difference
mech_009_q0_PR_attrition_moderate,0.92,TJ_rich,5.0,360,0.8562590425078612,39467.649744893766,191609.93979330943,152071.67250957512
mech_009_q0_PR_attrition_moderate,0.92,TJ_rich,20.0,360,0.6238625316717707,10206.36745127591,191609.93979330943,181517.5918300049
mech_009_q0_PR_attrition_moderate,0.92,TJ_rich,50.0,360,0.5108569898564916,4280.253298941716,191609.93979330943,187443.7059823391
mech_009_q0_PR_attrition_moderate,0.92,TJ_rich,100.0,360,1.114252455081185,2302.1236499778765,191609.93979330943,189421.83563130297
mech_009_q0_PR_attrition_moderate,0.92,baseline,0.2,360,,,,
mech_009_q0_PR_attrition_moderate,0.92,baseline,1.0,360,0.0,458276.76785214385,458276.76785214385,0.0
mech_009_q0_PR_attrition_moderate,0.92,baseline,5.0,360,0.16419202105845615,99847.76682765943,458276.76785214385,358825.2471664561
mech_009_q0_PR_attrition_moderate,0.92,baseline,20.0,360,0.1127478137808366,25972.611858226857,460672.95889926975,435217.39229208446
mech_009_q0_PR_attrition_moderate,0.92,baseline,50.0,360,0.1263600208889985,10832.220381288227,460672.95889926975,450188.5135812257
mech_009_q0_PR_attrition_moderate,0.92,baseline,100.0,360,0.0386770441024302,5757.15110194393,460672.95889926975,455197.8459630754
mech_009_q0_PR_attrition_moderate,0.92,mixed_GBseg_TJ,0.2,360,,,,
mech_009_q0_PR_attrition_moderate,0.92,mixed_GBseg_TJ,1.0,360,0.0,291710.26554204454,291710.26554204454,0.0
mech_009_q0_PR_attrition_moderate,0.92,mixed_GBseg_TJ,5.0,360,0.019580659618736847,60824.73421546513,291710.26554204454,230936.77974677383
mech_009_q0_PR_attrition_moderate,0.92,mixed_GBseg_TJ,20.0,360,-0.26878940561435516,16275.492550507925,291710.26554204454,276254.271380305
mech_009_q0_PR_attrition_moderate,0.92,mixed_GBseg_TJ,50.0,360,-0.3345181892059861,7438.326451182404,291710.26554204454,285399.64769921004
mech_009_q0_PR_attrition_moderate,0.92,mixed_GBseg_TJ,100.0,360,-0.17437054281206785,4484.039730102365,291710.26554204454,288454.2529882064
mech_019_PR_attrition_moderate,0.85,GBseg_rich,0.2,360,,,,
mech_019_PR_attrition_moderate,0.85,GBseg_rich,1.0,360,0.0,1029146.9538516188,1029146.9538516188,0.0
mech_019_PR_attrition_moderate,0.85,GBseg_rich,5.0,360,-1.8262188876741683,272703.42224944016,1029234.3638205264,765673.9457376539
mech_019_PR_attrition_moderate,0.85,GBseg_rich,20.0,360,-2.2525153909171904,92559.66488383597,1029776.0665498341,953265.2914119285
mech_019_PR_attrition_moderate,0.85,GBseg_rich,50.0,360,-2.3890613813688666,53623.21136779076,1029776.0665498341,992294.8806045534
mech_019_PR_attrition_moderate,0.85,GBseg_rich,100.0,360,-2.4079836103939196,35152.93451916922,1029776.0665498341,1005496.5505183183
mech_019_PR_attrition_moderate,0.85,TJ_rich,0.2,360,,,,
mech_019_PR_attrition_moderate,0.85,TJ_rich,1.0,360,0.0,191669.45616111447,191669.45616111447,0.0
mech_019_PR_attrition_moderate,0.85,TJ_rich,5.0,360,-1.5943903602049168,39940.03327100101,191748.46424796182,152080.89185782275
mech_019_PR_attrition_moderate,0.85,TJ_rich,20.0,360,-2.2740840556931654,11180.277559901317,191827.4723348092,181528.80790849705
mech_019_PR_attrition_moderate,0.85,TJ_rich,50.0,360,-2.6018775913036802,6325.912017895094,191827.4723348092,187509.13200075788
mech_019_PR_attrition_moderate,0.85,TJ_rich,100.0,360,-2.5081997594149685,3281.7897549191316,191827.4723348092,189434.96371762012
mech_019_PR_attrition_moderate,0.85,baseline,0.2,360,,,,
mech_019_PR_attrition_moderate,0.85,baseline,1.0,360,0.0,460990.28659284173,460990.28659284173,0.0
mech_019_PR_attrition_moderate,0.85,baseline,5.0,360,-1.9024049624971435,107420.1283016691,461923.9087373733,361639.62694871664
mech_019_PR_attrition_moderate,0.85,baseline,20.0,360,-2.3913436351140445,34420.197914365286,461923.9087373733,435252.7154812882
mech_019_PR_attrition_moderate,0.85,baseline,50.0,360,-2.57885147069035,19461.51995219224,461923.9087373733,450225.5258801424
mech_019_PR_attrition_moderate,0.85,baseline,100.0,360,-2.7908720135183507,12068.548754097728,461923.9087373733,455235.71994012815
mech_019_PR_attrition_moderate,0.85,mixed_GBseg_TJ,0.2,360,,,,
mech_019_PR_attrition_moderate,0.85,mixed_GBseg_TJ,1.0,360,0.0,291784.823071396,291784.823071396,0.0
mech_019_PR_attrition_moderate,0.85,mixed_GBseg_TJ,5.0,360,-1.7275813791472796,62528.471670629726,291853.2094639969,230594.95408398216
mech_019_PR_attrition_moderate,0.85,mixed_GBseg_TJ,20.0,360,-2.324091686168364,19326.96345323666,292191.83456512843,275976.0714091276
mech_019_PR_attrition_moderate,0.85,mixed_GBseg_TJ,50.0,360,-2.6193432919106536,9976.726051012836,292191.83456512843,285110.8008532494
mech_019_PR_attrition_moderate,0.85,mixed_GBseg_TJ,100.0,360,-2.6598953575402415,6385.631623016465,291853.2094639969,287997.6316707163
mech_019_PR_attrition_moderate,0.88,GBseg_rich,0.2,360,,,,
