mode,state_kind,T2_C,initial_rho,initial_G_nm,initial_closed_fraction,initial_A_closed,final_rho,final_G_um,Delta_rho_open,Delta_rho_closed,classification,strict_success,diagnostic_injection
GB_transport_m3,naturally_prepared,1250,0.8673623242996777,136.62678384132076,0.0037752751527451,0.036888411470508975,0.9902461298524335,2.1429175039263826,0.06083909411552603,0.13263767570032226,GRAIN_GROWTH_FAILURE,False,False
GB_transport_m3,naturally_prepared,1275,0.8673623242996777,136.62678384132076,0.0037752751527451,0.036888411470508975,0.9923213768032643,2.920376502498001,0.07044916578651297,0.13263767570032226,GRAIN_GROWTH_FAILURE,False,False
GB_transport_m3,naturally_prepared,1300,0.8673623242996777,136.62678384132076,0.0037752751527451,0.036888411470508975,0.9940385839630822,3.8035369448206113,0.08529697216970826,0.13263767570032226,GRAIN_GROWTH_FAILURE,False,False
gas_accommodation_m4,candidate_like_injected,900,0.88,117.0,0.649,0.152,0.9924372676860914,0.11704107696199548,1.0610146283616858e-06,0.12,SUCCESS,True,True
gas_accommodation_m4,candidate_like_injected,925,0.88,117.0,0.649,0.152,0.9924374419433729,0.11709819565433255,2.729712023967077e-06,0.12,SUCCESS,True,True
gas_accommodation_m4,candidate_like_injected,950,0.88,117.0,0.649,0.152,0.992440472569498,0.11722857156929269,6.7423410546520806e-06,0.12,SUCCESS,True,True
gas_accommodation_m4,candidate_like_injected,975,0.88,117.0,0.649,0.152,0.992444323778281,0.117514125032196,1.6058201518343548e-05,0.12,SUCCESS,True,True
gas_accommodation_m4,candidate_like_injected,1000,0.88,117.0,0.649,0.152,0.9935650496454351,0.11810414677754251,3.715351180639415e-05,0.12,SUCCESS,True,True
gas_accommodation_m4,candidate_like_injected,1025,0.88,117.0,0.649,0.152,0.9838451535271141,0.11932549527358594,8.27344653927568e-05,0.12,SUCCESS,True,True
gas_accommodation_m4,candidate_like_injected,1050,0.88,117.0,0.649,0.152,0.984045189663141,0.12178007032571414,0.00017492170174898154,0.12,SUCCESS,True,True
gas_accommodation_m4,candidate_like_injected,1075,0.88,117.0,0.649,0.152,0.9840156324008473,0.12635771578842186,0.0003501944007168713,0.12,SUCCESS,True,True
gas_accommodation_m4,candidate_like_injected,1100,0.88,117.0,0.649,0.152,0.9860611856672504,0.13494479262116388,0.0006658750649406831,0.12,SUCCESS,True,True
gas_accommodation_m4,candidate_like_injected,1125,0.88,117.0,0.649,0.152,0.9864730640690614,0.1496262629791277,0.0012296349681952257,0.12,SUCCESS,True,True
gas_accommodation_m4,candidate_like_injected,1150,0.88,117.0,0.649,0.152,0.9862324315415604,0.17503735724359923,0.0022141091432722987,0.12,SUCCESS,True,True
gas_accommodation_m4,candidate_like_injected,1175,0.88,117.0,0.649,0.152,0.9878554848382736,0.21490006948699525,0.003533681127583446,0.12,SUCCESS,True,True
gas_accommodation_m4,candidate_like_injected,1200,0.88,117.0,0.649,0.152,0.9882197716030704,0.2772156792606487,0.005515931359554487,0.12,SUCCESS,True,True
gas_accommodation_m4,candidate_like_injected,1225,0.88,117.0,0.649,0.152,0.9888902370081355,0.37452621454601603,0.00842849266326915,0.12,GRAIN_GROWTH_FAILURE,False,True
gas_accommodation_m4,candidate_like_injected,1250,0.88,117.0,0.649,0.152,0.9853625193214789,0.5163664348436204,0.012051094227291571,0.12,GRAIN_GROWTH_FAILURE,False,True
gas_accommodation_m4,candidate_like_injected,1275,0.88,117.0,0.649,0.152,0.9888690609230838,0.7309197043439954,0.016584718718228236,0.12,GRAIN_GROWTH_FAILURE,False,True
gas_accommodation_m4,candidate_like_injected,1300,0.88,117.0,0.649,0.152,0.9886221076558217,1.0392739831989877,0.023146416076323582,0.12,GRAIN_GROWTH_FAILURE,False,True
gas_accommodation_m4,naturally_prepared,900,0.8673623242996777,136.62678384132076,0.0037752751527451,0.036888411470508975,0.9465792642003943,0.13687901925438592,3.897055042821749e-05,0.045989936573347635,DENSIFICATION_EXHAUSTION_FAILURE,False,False
gas_accommodation_m4,naturally_prepared,925,0.8673623242996777,136.62678384132076,0.0037752751527451,0.036888411470508975,0.9467052717574036,0.1372351746106169,9.993639323718746e-05,0.046423247760175416,DENSIFICATION_EXHAUSTION_FAILURE,False,False
gas_accommodation_m4,naturally_prepared,950,0.8673623242996777,136.62678384132076,0.0037752751527451,0.036888411470508975,0.9442325834968037,0.13803358401547536,0.00024608985221270373,0.04620296902739781,DENSIFICATION_EXHAUSTION_FAILURE,False,False
gas_accommodation_m4,naturally_prepared,975,0.8673623242996777,136.62678384132076,0.0037752751527451,0.036888411470508975,0.9462542631319861,0.13979538362862617,0.0005812261035664542,0.046543644112705715,DENSIFICATION_EXHAUSTION_FAILURE,False,False
gas_accommodation_m4,naturally_prepared,1000,0.8673623242996777,136.62678384132076,0.0037752751527451,0.036888411470508975,0.9493593794079185,0.14343841943289634,0.001314673621420844,0.04629660117665294,DENSIFICATION_EXHAUSTION_FAILURE,False,False
gas_accommodation_m4,naturally_prepared,1025,0.8673623242996777,136.62678384132076,0.0037752751527451,0.036888411470508975,0.9467095667685441,0.15080424997890324,0.0028134593049989848,0.04594719010177358,DENSIFICATION_EXHAUSTION_FAILURE,False,False
gas_accommodation_m4,naturally_prepared,1050,0.8673623242996777,136.62678384132076,0.0037752751527451,0.036888411470508975,0.9508319977409778,0.1648482313958247,0.005638518353322759,0.04591550026674393,DENSIFICATION_EXHAUSTION_FAILURE,False,False
gas_accommodation_m4,naturally_prepared,1075,0.8673623242996777,136.62678384132076,0.0037752751527451,0.036888411470508975,0.950481126825513,0.1903217180227908,0.01035980422118986,0.04506693492503601,DENSIFICATION_EXHAUSTION_FAILURE,False,False
gas_accommodation_m4,naturally_prepared,1100,0.8673623242996777,136.62678384132076,0.0037752751527451,0.036888411470508975,0.9536516710452213,0.23330013398393393,0.016809640834033548,0.07979416065247545,DENSIFICATION_EXHAUSTION_FAILURE,False,False
gas_accommodation_m4,naturally_prepared,1125,0.8673623242996777,136.62678384132076,0.0037752751527451,0.036888411470508975,0.9626152964768542,0.30373530292997475,0.024117031910566668,0.13263767570032226,MIXED_FAILURE,False,False
gas_accommodation_m4,naturally_prepared,1150,0.8673623242996777,136.62678384132076,0.0037752751527451,0.036888411470508975,0.9676694199037065,0.41194226369337716,0.031973529283882085,0.13263767570032226,MIXED_FAILURE,False,False
gas_accommodation_m4,naturally_prepared,1175,0.8673623242996777,136.62678384132076,0.0037752751527451,0.036888411470508975,0.9721104257179559,0.5742998830473685,0.039833634286015926,0.07062805347511311,MIXED_FAILURE,False,False
gas_accommodation_m4,naturally_prepared,1200,0.8673623242996777,136.62678384132076,0.0037752751527451,0.036888411470508975,0.9776928896125476,0.8116699750784225,0.04733655893326229,0.13263767570032226,GRAIN_GROWTH_FAILURE,False,False
gas_accommodation_m4,naturally_prepared,1225,0.8673623242996777,136.62678384132076,0.0037752751527451,0.036888411470508975,0.9820687445766951,1.143159392151916,0.05457228687902146,0.13263767570032226,GRAIN_GROWTH_FAILURE,False,False
gas_accommodation_m4,naturally_prepared,1250,0.8673623242996777,136.62678384132076,0.0037752751527451,0.036888411470508975,0.983705221286587,1.5827110691293482,0.06220362655815356,0.08969321064229993,GRAIN_GROWTH_FAILURE,False,False
gas_accommodation_m4,naturally_prepared,1275,0.8673623242996777,136.62678384132076,0.0037752751527451,0.036888411470508975,0.9857393594809413,2.1338726462312225,0.07155368912762493,0.13263767570032226,GRAIN_GROWTH_FAILURE,False,False
gas_accommodation_m4,naturally_prepared,1300,0.8673623242996777,136.62678384132076,0.0037752751527451,0.036888411470508975,0.9888310557258927,2.748170410673886,0.0862595100635905,0.09345944580856314,GRAIN_GROWTH_FAILURE,False,False
surface_accommodation_only,candidate_like_injected,900,0.88,117.0,0.649,0.152,0.8800060963714484,0.11702987074040852,5.875258556520424e-06,0.0,DENSIFICATION_EXHAUSTION_FAILURE,False,True
surface_accommodation_only,candidate_like_injected,925,0.88,117.0,0.649,0.152,0.880015636987363,0.117072267986374,1.5069537269396969e-05,0.0,DENSIFICATION_EXHAUSTION_FAILURE,False,True
surface_accommodation_only,candidate_like_injected,950,0.88,117.0,0.649,0.152,0.8800385624097348,0.11716877491162872,3.7161233371005225e-05,0.0,DENSIFICATION_EXHAUSTION_FAILURE,False,True
surface_accommodation_only,candidate_like_injected,975,0.88,117.0,0.649,0.152,0.8800915595933203,0.11738119917897104,8.822296848769906e-05,0.0,DENSIFICATION_EXHAUSTION_FAILURE,False,True
surface_accommodation_only,candidate_like_injected,1000,0.88,117.0,0.649,0.152,0.8802093410113188,0.1178339470699842,0.00020166238558441303,0.0,DENSIFICATION_EXHAUSTION_FAILURE,False,True
surface_accommodation_only,candidate_like_injected,1025,0.88,117.0,0.649,0.152,0.8804600495216287,0.11876890378491924,0.00044293944164265614,0.0,DENSIFICATION_EXHAUSTION_FAILURE,False,True
surface_accommodation_only,candidate_like_injected,1050,0.88,117.0,0.649,0.152,0.8809588862470693,0.12063821536924647,0.0009234176755671433,0.0,DENSIFICATION_EXHAUSTION_FAILURE,False,True
surface_accommodation_only,candidate_like_injected,1075,0.88,117.0,0.649,0.152,0.8818226890229214,0.12424344978083293,0.0017534452058566702,0.0,DENSIFICATION_EXHAUSTION_FAILURE,False,True
surface_accommodation_only,candidate_like_injected,1100,0.88,117.0,0.649,0.152,0.883123918448989,0.13084234970932213,0.0029918987843082358,0.0,DENSIFICATION_EXHAUSTION_FAILURE,False,True
surface_accommodation_only,candidate_like_injected,1125,0.88,117.0,0.649,0.152,0.8849596091321218,0.14233600485948406,0.004713409902447463,0.0,DENSIFICATION_EXHAUSTION_FAILURE,False,True
surface_accommodation_only,candidate_like_injected,1150,0.88,117.0,0.649,0.152,0.8873364579292929,0.16162002476656404,0.006886757257390909,0.0,DENSIFICATION_EXHAUSTION_FAILURE,False,True
surface_accommodation_only,candidate_like_injected,1175,0.88,117.0,0.649,0.152,0.89014259685877,0.19266352698897693,0.00969824228169829,0.0,DENSIFICATION_EXHAUSTION_FAILURE,False,True
surface_accommodation_only,candidate_like_injected,1200,0.88,117.0,0.649,0.152,0.8931686311126411,0.24102229061269284,0.012868519284615207,0.0,DENSIFICATION_EXHAUSTION_FAILURE,False,True
surface_accommodation_only,candidate_like_injected,1225,0.88,117.0,0.649,0.152,0.8962440535137187,0.31480398904458967,0.016122372745582245,0.0,MIXED_FAILURE,False,True
surface_accommodation_only,candidate_like_injected,1250,0.88,117.0,0.649,0.152,0.8992170149950705,0.4264595539742251,0.019534797188550192,0.0,MIXED_FAILURE,False,True
surface_accommodation_only,candidate_like_injected,1275,0.88,117.0,0.649,0.152,0.9019829002641506,0.5953743577971685,0.023263410253887604,0.0,MIXED_FAILURE,False,True
surface_accommodation_only,candidate_like_injected,1300,0.88,117.0,0.649,0.152,0.9044861875268217,0.8500236754890345,0.02789540606533647,0.0,MIXED_FAILURE,False,True
surface_accommodation_only,naturally_prepared,900,0.8673623242996777,136.62678384132076,0.0037752751527451,0.03771372538312098,0.8674424499606003,0.13675444930542,7.905636356758302e-05,0.0,DENSIFICATION_EXHAUSTION_FAILURE,False,False
surface_accommodation_only,naturally_prepared,925,0.8673623242996777,136.62678384132076,0.0037752751527451,0.03771372538312098,0.8675673407500519,0.13693612024089216,0.00020227753217727266,0.0,DENSIFICATION_EXHAUSTION_FAILURE,False,False
surface_accommodation_only,naturally_prepared,950,0.8673623242996777,136.62678384132076,0.0037752751527451,0.03771372538312098,0.8678650363868007,0.13734974818429702,0.0004959789601661012,0.0,DENSIFICATION_EXHAUSTION_FAILURE,False,False
surface_accommodation_only,naturally_prepared,975,0.8673623242996777,136.62678384132076,0.0037752751527451,0.03771372538312098,0.8685407326756389,0.13825821091798488,0.0011625312851112552,0.0,DENSIFICATION_EXHAUSTION_FAILURE,False,False
surface_accommodation_only,naturally_prepared,1000,0.8673623242996777,136.62678384132076,0.0037752751527451,0.03771372538312098,0.8699840415332611,0.1401806715553942,0.0025859108080275722,0.0,DENSIFICATION_EXHAUSTION_FAILURE,False,False
surface_accommodation_only,naturally_prepared,1025,0.8673623242996777,136.62678384132076,0.0037752751527451,0.03771372538312098,0.8728195883893866,0.14408573697313523,0.005380407253734689,0.0,DENSIFICATION_EXHAUSTION_FAILURE,False,False
surface_accommodation_only,naturally_prepared,1050,0.8673623242996777,136.62678384132076,0.0037752751527451,0.03771372538312098,0.8777656981521506,0.15164982467113253,0.010246662724558467,0.0,DENSIFICATION_EXHAUSTION_FAILURE,False,False
surface_accommodation_only,naturally_prepared,1075,0.8673623242996777,136.62678384132076,0.0037752751527451,0.03771372538312098,0.8850815999583282,0.16550501854451466,0.017413948723382037,0.0,DENSIFICATION_EXHAUSTION_FAILURE,False,False
surface_accommodation_only,naturally_prepared,1100,0.8673623242996777,136.62678384132076,0.0037752751527451,0.03771372538312098,0.8929865438168948,0.18912697978402362,0.02529684381818249,0.0,DENSIFICATION_EXHAUSTION_FAILURE,False,False
surface_accommodation_only,naturally_prepared,1125,0.8673623242996777,136.62678384132076,0.0037752751527451,0.03771372538312098,0.9014489349610069,0.22744670313108206,0.03403142864428661,0.0,DENSIFICATION_EXHAUSTION_FAILURE,False,False
surface_accommodation_only,naturally_prepared,1150,0.8673623242996777,136.62678384132076,0.0037752751527451,0.03771372538312098,0.9097770454866905,0.2869448873655115,0.04257321544018572,0.0,DENSIFICATION_EXHAUSTION_FAILURE,False,False
surface_accommodation_only,naturally_prepared,1175,0.8673623242996777,136.62678384132076,0.0037752751527451,0.03771372538312098,0.9175238215691064,0.3763353509729424,0.05054273476620493,0.0,MIXED_FAILURE,False,False
surface_accommodation_only,naturally_prepared,1200,0.8673623242996777,136.62678384132076,0.0037752751527451,0.03771372538312098,0.9244603581517958,0.5075677416457779,0.05789057901161647,0.0,MIXED_FAILURE,False,False
surface_accommodation_only,naturally_prepared,1225,0.8673623242996777,136.62678384132076,0.0037752751527451,0.03771372538312098,0.9305229664282203,0.6971814508162875,0.06481049931715126,0.0,MIXED_FAILURE,False,False
surface_accommodation_only,naturally_prepared,1250,0.8673623242996777,136.62678384132076,0.0037752751527451,0.03771372538312098,0.9356439359176896,0.9643469567540947,0.07217477983694567,0.0,MIXED_FAILURE,False,False
surface_accommodation_only,naturally_prepared,1275,0.8673623242996777,136.62678384132076,0.0037752751527451,0.03771372538312098,0.9397335400352208,1.32900944017322,0.0810191704313947,0.0,MIXED_FAILURE,False,False
surface_accommodation_only,naturally_prepared,1300,0.8673623242996777,136.62678384132076,0.0037752751527451,0.03771372538312098,0.9428687430212711,1.8085261750267017,0.09493019817174758,0.0,MIXED_FAILURE,False,False
