case_id,late_stage_mode,rho_close_mid,rho_close_width,k_closed_level,Q_closed_kJ_mol,q_closed,gas_pressure_ratio,residual_stress_coupling,pore_detachment_level,G0_nm,rho0,initial_topology,peak_T_C,hold_h,fast_rate_C_min,budget_h,reference_rate_C_min,rho_reference_final,rho_fast_final,max_ratio,meaningful,numerical_censored,non_universal
LS040,disabled,0.92,0.02,high,400.0,1.0,0.75,oppose_or_crack_like,high,225.0,0.75,TJ_rich,1350.0,48.0,20.0,96.0,1.0,0.9303451113654565,0.9304202471189427,1.0032575716623513,False,False,True
LS040,disabled,0.92,0.02,high,400.0,1.0,0.75,oppose_or_crack_like,high,225.0,0.75,TJ_rich,1350.0,48.0,20.0,240.0,0.2,0.9306019882282133,0.9304202471189427,1.0178989255706943,False,False,True
LS040,disabled,0.92,0.02,high,400.0,1.0,0.75,oppose_or_crack_like,high,225.0,0.75,TJ_rich,1350.0,48.0,20.0,500.0,0.2,0.9306019882282133,0.9304202471189427,1.0178989255706943,False,False,True
LS041,closed_pore_vacancy_transport,0.94,0.02,high,400.0,1.0,0.75,oppose_or_crack_like,high,300.0,0.75,TJ_rich,1350.0,48.0,20.0,96.0,1.0,0.9317658707238176,0.9317499122256909,1.0023369692739745,False,False,True
LS041,closed_pore_vacancy_transport,0.94,0.02,high,400.0,1.0,0.75,oppose_or_crack_like,high,300.0,0.75,TJ_rich,1350.0,48.0,20.0,240.0,0.2,0.9325537209155526,0.9317499122256909,1.01163642278689,False,False,True
LS041,closed_pore_vacancy_transport,0.94,0.02,high,400.0,1.0,0.75,oppose_or_crack_like,high,300.0,0.75,TJ_rich,1350.0,48.0,20.0,500.0,0.2,0.9325537209155526,0.9317499122256909,1.01163642278689,False,False,True
LS042,gas_limited_closed_pore,0.9,0.03,high,500.0,1.0,0.75,oppose_or_crack_like,high,50.0,0.65,TJ_rich,1400.0,48.0,20.0,96.0,1.0,0.9301431726702006,0.9338473955398648,1.1047774330210356,False,False,True
LS042,gas_limited_closed_pore,0.9,0.03,high,500.0,1.0,0.75,oppose_or_crack_like,high,50.0,0.65,TJ_rich,1400.0,48.0,20.0,240.0,0.2,0.9177800898185945,0.9338473955398648,1.579177764484109,False,False,True
LS042,gas_limited_closed_pore,0.9,0.03,high,500.0,1.0,0.75,oppose_or_crack_like,high,50.0,0.65,TJ_rich,1400.0,48.0,20.0,500.0,0.2,0.9177800898185945,0.9338473955398648,1.579177764484109,False,False,True
LS043,pore_detachment_and_closure,0.92,0.03,high,500.0,1.0,0.75,oppose_or_crack_like,high,75.0,0.65,TJ_rich,1400.0,48.0,20.0,96.0,1.0,0.940942960155562,0.9421549357784247,1.0317394010895258,False,False,True
LS043,pore_detachment_and_closure,0.92,0.03,high,500.0,1.0,0.75,oppose_or_crack_like,high,75.0,0.65,TJ_rich,1400.0,48.0,20.0,240.0,0.2,0.9372518652948273,0.9421549357784247,1.1825863359846394,False,False,True
LS043,pore_detachment_and_closure,0.92,0.03,high,500.0,1.0,0.75,oppose_or_crack_like,high,75.0,0.65,TJ_rich,1400.0,48.0,20.0,500.0,0.2,0.9372518652948273,0.9421549357784247,1.1825863359846394,False,False,True
LS044,combined_late_stage,0.94,0.03,high,500.0,2.0,0.75,oppose_or_crack_like,high,100.0,0.7,mixed_GBseg_TJ,1400.0,48.0,20.0,96.0,1.0,0.9599426653231681,0.9605243557661941,1.0204030996012525,False,False,True
LS044,combined_late_stage,0.94,0.03,high,500.0,2.0,0.75,oppose_or_crack_like,high,100.0,0.7,mixed_GBseg_TJ,1400.0,48.0,20.0,240.0,0.2,0.9581819661939159,0.9605243557661941,1.1135026963716097,False,False,True
LS044,combined_late_stage,0.94,0.03,high,500.0,2.0,0.75,oppose_or_crack_like,high,100.0,0.7,mixed_GBseg_TJ,1400.0,48.0,20.0,500.0,0.2,0.9581819661939159,0.9605243557661941,1.1135026963716097,False,False,True
LS045,disabled,0.9,0.01,low,500.0,2.0,0.75,oppose_or_crack_like,high,150.0,0.7,mixed_GBseg_TJ,1400.0,0.0,20.0,96.0,1.0,0.7485728620677767,0.7030634716908182,1.0,False,False,True
LS045,disabled,0.9,0.01,low,500.0,2.0,0.75,oppose_or_crack_like,high,150.0,0.7,mixed_GBseg_TJ,1400.0,0.0,20.0,240.0,1.0,0.7485728620677767,0.7030634716908182,1.0,False,False,True
LS045,disabled,0.9,0.01,low,500.0,2.0,0.75,oppose_or_crack_like,high,150.0,0.7,mixed_GBseg_TJ,1400.0,0.0,20.0,500.0,1.0,0.7485728620677767,0.7030634716908182,1.0,False,False,True
LS046,closed_pore_vacancy_transport,0.92,0.01,low,500.0,2.0,0.75,oppose_or_crack_like,high,225.0,0.75,mixed_GBseg_TJ,1400.0,0.0,20.0,96.0,1.0,0.7894199469780105,0.7524365996198008,1.0,False,False,True
LS046,closed_pore_vacancy_transport,0.92,0.01,low,500.0,2.0,0.75,oppose_or_crack_like,high,225.0,0.75,mixed_GBseg_TJ,1400.0,0.0,20.0,240.0,1.0,0.7894199469780105,0.7524365996198008,1.0,False,False,True
LS046,closed_pore_vacancy_transport,0.92,0.01,low,500.0,2.0,0.75,oppose_or_crack_like,high,225.0,0.75,mixed_GBseg_TJ,1400.0,0.0,20.0,500.0,1.0,0.7894199469780105,0.7524365996198008,1.0,False,False,True
LS047,gas_limited_closed_pore,0.94,0.01,low,500.0,2.0,0.75,oppose_or_crack_like,high,300.0,0.75,mixed_GBseg_TJ,1400.0,0.0,20.0,96.0,1.0,0.7914218686906971,0.7525953473282256,1.0,False,False,True
LS047,gas_limited_closed_pore,0.94,0.01,low,500.0,2.0,0.75,oppose_or_crack_like,high,300.0,0.75,mixed_GBseg_TJ,1400.0,0.0,20.0,240.0,1.0,0.7914218686906971,0.7525953473282256,1.0,False,False,True
LS047,gas_limited_closed_pore,0.94,0.01,low,500.0,2.0,0.75,oppose_or_crack_like,high,300.0,0.75,mixed_GBseg_TJ,1400.0,0.0,20.0,500.0,1.0,0.7914218686906971,0.7525953473282256,1.0,False,False,True
LS048,pore_detachment_and_closure,0.9,0.02,low,500.0,2.0,0.75,oppose_or_crack_like,high,50.0,0.65,baseline,1450.0,0.0,50.0,96.0,1.0,0.7445008681558516,0.6556377149022843,1.0,False,False,True
LS048,pore_detachment_and_closure,0.9,0.02,low,500.0,2.0,0.75,oppose_or_crack_like,high,50.0,0.65,baseline,1450.0,0.0,50.0,240.0,1.0,0.7445008681558516,0.6556377149022843,1.0,False,False,True
LS048,pore_detachment_and_closure,0.9,0.02,low,500.0,2.0,0.75,oppose_or_crack_like,high,50.0,0.65,baseline,1450.0,0.0,50.0,500.0,1.0,0.7445008681558516,0.6556377149022843,1.0,False,False,True
LS049,combined_late_stage,0.92,0.02,low,600.0,2.0,0.75,oppose_or_crack_like,high,75.0,0.65,baseline,1450.0,0.0,50.0,96.0,1.0,0.7570674557333732,0.6553800573340569,1.0,False,False,True
LS049,combined_late_stage,0.92,0.02,low,600.0,2.0,0.75,oppose_or_crack_like,high,75.0,0.65,baseline,1450.0,0.0,50.0,240.0,1.0,0.7570674557333732,0.6553800573340569,1.0,False,False,True
LS049,combined_late_stage,0.92,0.02,low,600.0,2.0,0.75,oppose_or_crack_like,high,75.0,0.65,baseline,1450.0,0.0,50.0,500.0,1.0,0.7570674557333732,0.6553800573340569,1.0,False,False,True
LS050,disabled,0.94,0.02,medium,600.0,2.0,0.75,oppose_or_crack_like,high,100.0,0.7,baseline,1450.0,0.0,50.0,96.0,1.0,0.7919209009720436,0.7040472340602084,1.0,False,False,True
LS050,disabled,0.94,0.02,medium,600.0,2.0,0.75,oppose_or_crack_like,high,100.0,0.7,baseline,1450.0,0.0,50.0,240.0,1.0,0.7919209009720436,0.7040472340602084,1.0,False,False,True
LS050,disabled,0.94,0.02,medium,600.0,2.0,0.75,oppose_or_crack_like,high,100.0,0.7,baseline,1450.0,0.0,50.0,500.0,1.0,0.7919209009720436,0.7040472340602084,1.0,False,False,True
LS051,closed_pore_vacancy_transport,0.9,0.03,medium,600.0,2.0,0.75,mixed_signed,high,150.0,0.7,baseline,1450.0,0.0,50.0,96.0,1.0,0.7947983558876555,0.7034970164296668,1.0,False,False,True
LS051,closed_pore_vacancy_transport,0.9,0.03,medium,600.0,2.0,0.75,mixed_signed,high,150.0,0.7,baseline,1450.0,0.0,50.0,240.0,1.0,0.7947983558876555,0.7034970164296668,1.0,False,False,True
LS051,closed_pore_vacancy_transport,0.9,0.03,medium,600.0,2.0,0.75,mixed_signed,high,150.0,0.7,baseline,1450.0,0.0,50.0,500.0,1.0,0.7947983558876555,0.7034970164296668,1.0,False,False,True
LS052,gas_limited_closed_pore,0.92,0.03,medium,600.0,2.0,1.0,mixed_signed,high,225.0,0.75,GBseg_rich,1450.0,0.0,50.0,96.0,1.0,0.8575286872720415,0.7551276160901216,1.0,False,False,True
LS052,gas_limited_closed_pore,0.92,0.03,medium,600.0,2.0,1.0,mixed_signed,high,225.0,0.75,GBseg_rich,1450.0,0.0,50.0,240.0,0.2,0.9247828291671811,0.7551276160901216,1.0,False,False,True
LS052,gas_limited_closed_pore,0.92,0.03,medium,600.0,2.0,1.0,mixed_signed,high,225.0,0.75,GBseg_rich,1450.0,0.0,50.0,500.0,0.2,0.9247828291671811,0.7551276160901216,1.0,False,False,True
LS053,pore_detachment_and_closure,0.94,0.03,medium,600.0,2.0,1.0,mixed_signed,high,300.0,0.75,GBseg_rich,1450.0,0.0,50.0,96.0,1.0,0.8568253828563809,0.7544751474930145,1.0,False,False,True
LS053,pore_detachment_and_closure,0.94,0.03,medium,600.0,2.0,1.0,mixed_signed,high,300.0,0.75,GBseg_rich,1450.0,0.0,50.0,240.0,0.2,0.9280487433107414,0.7544751474930145,1.0,False,False,True
LS053,pore_detachment_and_closure,0.94,0.03,medium,600.0,2.0,1.0,mixed_signed,high,300.0,0.75,GBseg_rich,1450.0,0.0,50.0,500.0,0.2,0.9280487433107414,0.7544751474930145,1.0,False,False,True
LS054,combined_late_stage,0.9,0.01,medium,600.0,2.0,1.0,mixed_signed,high,50.0,0.65,GBseg_rich,1500.0,2.0,50.0,96.0,1.0,0.8878642096220098,0.8890132013649502,1.0,False,False,True
LS054,combined_late_stage,0.9,0.01,medium,600.0,2.0,1.0,mixed_signed,high,50.0,0.65,GBseg_rich,1500.0,2.0,50.0,240.0,0.2,0.9156302058999329,0.8890132013649502,1.0237949310392118,False,False,True
LS054,combined_late_stage,0.9,0.01,medium,600.0,2.0,1.0,mixed_signed,high,50.0,0.65,GBseg_rich,1500.0,2.0,50.0,500.0,0.2,0.9156302058999329,0.8890132013649502,1.0237949310392118,False,False,True
LS055,disabled,0.92,0.01,high,600.0,3.0,1.0,mixed_signed,high,75.0,0.65,GBseg_rich,1500.0,2.0,50.0,96.0,1.0,0.8970244681309012,0.8900345763306328,1.0,False,False,True
LS055,disabled,0.92,0.01,high,600.0,3.0,1.0,mixed_signed,high,75.0,0.65,GBseg_rich,1500.0,2.0,50.0,240.0,0.2,0.9283786577744194,0.8900345763306328,1.0,False,False,True
LS055,disabled,0.92,0.01,high,600.0,3.0,1.0,mixed_signed,high,75.0,0.65,GBseg_rich,1500.0,2.0,50.0,500.0,0.2,0.9283786577744194,0.8900345763306328,1.0,False,False,True
LS056,closed_pore_vacancy_transport,0.94,0.01,high,300.0,3.0,1.0,mixed_signed,high,100.0,0.7,TJ_rich,1500.0,2.0,100.0,96.0,1.0,0.8698012384210279,0.8377223108730462,1.0,False,False,True
LS056,closed_pore_vacancy_transport,0.94,0.01,high,300.0,3.0,1.0,mixed_signed,high,100.0,0.7,TJ_rich,1500.0,2.0,100.0,240.0,0.2,0.9159440239825638,0.8377223108730462,1.0,False,False,True
LS056,closed_pore_vacancy_transport,0.94,0.01,high,300.0,3.0,1.0,mixed_signed,high,100.0,0.7,TJ_rich,1500.0,2.0,100.0,500.0,0.2,0.9159440239825638,0.8377223108730462,1.0,False,False,True
LS057,gas_limited_closed_pore,0.9,0.02,high,300.0,3.0,1.0,mixed_signed,low,150.0,0.7,TJ_rich,1500.0,2.0,100.0,96.0,1.0,0.8726286659849556,0.8377127503382469,1.0,False,False,True
LS057,gas_limited_closed_pore,0.9,0.02,high,300.0,3.0,1.0,mixed_signed,low,150.0,0.7,TJ_rich,1500.0,2.0,100.0,240.0,0.2,0.9210194813329347,0.8377127503382469,1.0,False,False,True
LS057,gas_limited_closed_pore,0.9,0.02,high,300.0,3.0,1.0,mixed_signed,low,150.0,0.7,TJ_rich,1500.0,2.0,100.0,500.0,0.2,0.9210194813329347,0.8377127503382469,1.0,False,False,True
LS058,pore_detachment_and_closure,0.92,0.02,high,300.0,3.0,1.0,mixed_signed,low,225.0,0.75,TJ_rich,1500.0,2.0,100.0,96.0,1.0,0.8930870468156425,0.8644088931208707,1.0,False,False,True
LS058,pore_detachment_and_closure,0.92,0.02,high,300.0,3.0,1.0,mixed_signed,low,225.0,0.75,TJ_rich,1500.0,2.0,100.0,240.0,0.2,0.9336586094806913,0.8644088931208707,1.0,False,False,True
LS058,pore_detachment_and_closure,0.92,0.02,high,300.0,3.0,1.0,mixed_signed,low,225.0,0.75,TJ_rich,1500.0,2.0,100.0,500.0,0.2,0.9336586094806913,0.8644088931208707,1.0,False,False,True
LS059,combined_late_stage,0.94,0.02,high,300.0,3.0,1.0,mixed_signed,low,300.0,0.75,TJ_rich,1500.0,2.0,100.0,96.0,1.0,0.8942341190891451,0.8665108946902508,1.0,False,False,True
LS059,combined_late_stage,0.94,0.02,high,300.0,3.0,1.0,mixed_signed,low,300.0,0.75,TJ_rich,1500.0,2.0,100.0,240.0,0.2,0.9341980077850306,0.8665108946902508,1.0,False,False,True
LS059,combined_late_stage,0.94,0.02,high,300.0,3.0,1.0,mixed_signed,low,300.0,0.75,TJ_rich,1500.0,2.0,100.0,500.0,0.2,0.9341980077850306,0.8665108946902508,1.0,False,False,True
LS060,disabled,0.9,0.03,low,300.0,3.0,1.0,mixed_signed,low,50.0,0.65,mixed_GBseg_TJ,1300.0,2.0,100.0,96.0,1.0,0.6759093928159784,0.6760901676438041,1.0045343694942719,False,False,True
LS060,disabled,0.9,0.03,low,300.0,3.0,1.0,mixed_signed,low,50.0,0.65,mixed_GBseg_TJ,1300.0,2.0,100.0,240.0,1.0,0.6759093928159784,0.6760901676438041,1.0045343694942719,False,False,True
LS060,disabled,0.9,0.03,low,300.0,3.0,1.0,mixed_signed,low,50.0,0.65,mixed_GBseg_TJ,1300.0,2.0,100.0,500.0,1.0,0.6759093928159784,0.6760901676438041,1.0045343694942719,False,False,True
LS061,closed_pore_vacancy_transport,0.92,0.03,low,300.0,3.0,1.0,mixed_signed,low,75.0,0.65,mixed_GBseg_TJ,1300.0,2.0,100.0,96.0,1.0,0.6854842022654812,0.6811412724877184,1.0,False,False,True
LS061,closed_pore_vacancy_transport,0.92,0.03,low,300.0,3.0,1.0,mixed_signed,low,75.0,0.65,mixed_GBseg_TJ,1300.0,2.0,100.0,240.0,1.0,0.6854842022654812,0.6811412724877184,1.0,False,False,True
LS061,closed_pore_vacancy_transport,0.92,0.03,low,300.0,3.0,1.0,mixed_signed,low,75.0,0.65,mixed_GBseg_TJ,1300.0,2.0,100.0,500.0,1.0,0.6854842022654812,0.6811412724877184,1.0,False,False,True
LS062,gas_limited_closed_pore,0.94,0.03,low,300.0,3.0,1.0,mixed_signed,low,100.0,0.7,mixed_GBseg_TJ,1300.0,2.0,100.0,96.0,1.0,0.7314686721759408,0.7251234424991352,1.0,False,False,True
LS062,gas_limited_closed_pore,0.94,0.03,low,300.0,3.0,1.0,mixed_signed,low,100.0,0.7,mixed_GBseg_TJ,1300.0,2.0,100.0,240.0,1.0,0.7314686721759408,0.7251234424991352,1.0,False,False,True
LS062,gas_limited_closed_pore,0.94,0.03,low,300.0,3.0,1.0,mixed_signed,low,100.0,0.7,mixed_GBseg_TJ,1300.0,2.0,100.0,500.0,1.0,0.7314686721759408,0.7251234424991352,1.0,False,False,True
LS063,pore_detachment_and_closure,0.9,0.01,low,400.0,3.0,1.0,mixed_signed,low,150.0,0.7,mixed_GBseg_TJ,1300.0,8.0,100.0,96.0,1.0,0.780775235302211,0.7771322924398165,1.0,False,False,True
LS063,pore_detachment_and_closure,0.9,0.01,low,400.0,3.0,1.0,mixed_signed,low,150.0,0.7,mixed_GBseg_TJ,1300.0,8.0,100.0,240.0,1.0,0.780775235302211,0.7771322924398165,1.0,False,False,True
LS063,pore_detachment_and_closure,0.9,0.01,low,400.0,3.0,1.0,mixed_signed,low,150.0,0.7,mixed_GBseg_TJ,1300.0,8.0,100.0,500.0,1.0,0.780775235302211,0.7771322924398165,1.0,False,False,True
