mode,protocol,t_s,T_C,rho,P_GBseg_dens,P_TJ_dens,P_clean_GB,P_GBseg_drag,P_TJ_drag,P_GB_to_TJ_relocation,P_TJ_iso_conversion,P_iso,P_persistent_drag
static,slow_0p2,385560.0,1310.2,0.7742028092820613,91.12252925919229,26.912779539673288,85.93814963710125,21.900617578352325,55.75096275838846,0.0,0.0,0.0,0.0
static,slow_0p2,386640.0,1313.8000000000002,0.7772894308161196,91.16173508640784,27.834178110342915,90.86583231690047,23.11647366865662,58.70988486111646,0.0,0.0,0.0,0.0
static,slow_0p2,387720.0,1317.4,0.7804235902725132,90.99308913476965,28.74483396794831,95.87359877144073,24.345317984060696,61.682179798265636,0.0,0.0,0.0,0.0
static,slow_0p2,388800.0,1321.0,0.7836015682893469,90.61686967315083,29.640177723179402,100.92935412288395,25.579007845644988,64.64294951364748,0.0,0.0,0.0,0.0
static,slow_0p2,389880.0,1324.6000000000001,0.786819560792237,90.0350399156408,30.515349060981613,105.99596853528162,26.808337392815925,67.56392333734358,0.0,0.0,0.0,0.0
static,slow_0p2,390960.0,1328.2,0.7900737052376157,89.25123520381825,31.365213805619806,111.03125529933004,28.023059645338666,70.41353455586928,0.0,0.0,0.0,0.0
static,slow_0p2,392040.0,1331.8000000000002,0.7933601062675497,88.27072564583256,32.18438757721456,115.98810277956828,29.211941459030765,73.15712226933155,0.0,0.0,0.0,0.0
static,slow_0p2,393120.0,1335.4,0.7966748603004783,87.10035506112061,32.967266786427224,120.81478953988373,30.36285611199809,75.75727904928651,0.0,0.0,0.0,0.0
static,slow_0p2,394200.0,1339.0,0.8000140786170532,85.74845752027552,33.708067664933445,125.45550929418862,31.46291750577819,78.17436188606801,0.0,0.0,0.0,0.0
static,slow_0p2,395280.0,1342.6000000000001,0.8033739085481779,84.22475313085037,34.400873935346446,129.8511269819972,32.49865875087894,80.36717870184778,0.0,0.0,0.0,0.0
static,slow_0p2,396360.0,1346.2,0.8067505524316962,82.54022499989384,35.03969357637325,133.94017886443615,33.45625618856774,82.29385506958327,0.0,0.0,0.0,0.0
static,slow_0p2,397440.0,1349.8000000000002,0.8101402840729401,80.70697950975976,35.618524929231334,137.66011789972666,34.32179767825372,83.9128756695909,0.0,0.0,0.0,0.0
static,slow_0p2,398520.0,1350.0,0.8134769315667594,75.16177431831322,34.463235070875356,132.43885387343715,32.84065769898592,80.4269104693556,0.0,0.0,0.0,0.0
static,slow_0p2,399600.0,1350.0,0.8166617704919408,69.94434011412935,33.25609248639676,126.9089876427131,31.306942485020375,76.77816083076651,0.0,0.0,0.0,0.0
static,slow_0p2,400680.0,1350.0,0.8197052511844364,65.21885905343066,32.09655227101915,121.59087526379597,29.854021251765236,73.2635724917471,0.0,0.0,0.0,0.0
static,slow_0p2,401760.0,1350.0,0.8226181117570599,60.92726621813967,30.982520862229656,116.4827311795604,28.477638226884565,69.88414687441252,0.0,0.0,0.0,0.0
static,slow_0p2,402840.0,1350.0,0.8254099413873767,57.019648395607376,29.912014720365928,111.58146416820142,27.173669525266874,66.63964874782447,0.0,0.0,0.0,0.0
static,slow_0p2,403920.0,1350.0,0.8280893333094888,53.45292809929654,28.88315222470284,106.88296225841552,25.93814560206754,63.52884426569385,0.0,0.0,0.0,0.0
static,slow_0p2,405000.0,1350.0,0.830664014009746,50.18978613152966,27.894146488545843,102.38232904135242,24.767265451958572,60.54970152572732,0.0,0.0,0.0,0.0
static,slow_0p2,406080.0,1350.0,0.8331409528082937,47.19777498897526,26.94329895091747,98.07407920555721,23.65740457098183,57.699559140645654,0.0,0.0,0.0,0.0
static,slow_0p2,407160.0,1350.0,0.8355264551948962,44.448585790702005,26.02899362831494,93.9522998759258,22.605118240292448,54.975267552786775,0.0,0.0,0.0,0.0
static,slow_0p2,408240.0,1350.0,0.8378262426465832,41.91743935666845,25.149691930781632,90.01078329027939,21.607141337241135,52.37330715961997,0.0,0.0,0.0,0.0
static,slow_0p2,409320.0,1350.0,0.8400455211468808,39.582578189043545,24.303927963246277,86.24313546639806,20.660385604872904,49.88988673846444,0.0,0.0,0.0,0.0
static,slow_0p2,410400.0,1350.0,0.842189040221871,37.42484085650765,23.49030424658256,82.64286477184193,19.761935097849292,47.52102515663459,0.0,0.0,0.0,0.0
static,slow_0p2,411480.0,1350.0,0.844261143984407,35.42730398339644,22.70748780378368,79.20345368629143,18.909040357139332,45.26261891952827,0.0,0.0,0.0,0.0
static,slow_0p2,412560.0,1350.0,0.8462658154171226,33.574979947658015,21.954206565550617,75.91841652263322,18.09911173690412,43.11049773565467,0.0,0.0,0.0,0.0
static,slow_0p2,413640.0,1350.0,0.8482067149140826,31.85456067891766,21.229246056864444,72.78134543275979,17.32971220662354,41.060469956680784,0.0,0.0,0.0,0.0
static,slow_0p2,414720.0,1350.0,0.8500872139296772,30.25419975991716,20.531446332074115,69.78594665372155,16.598549873348617,39.10835947538917,0.0,0.0,0.0,0.0
static,slow_0p2,415800.0,1350.0,0.8519104244436466,28.763326477049674,19.859699130937486,66.92606863828762,15.903470408115957,37.25003542883376,0.0,0.0,0.0,0.0
static,slow_0p2,416880.0,1350.0,0.8536792248366276,27.372486619414545,19.212945232103735,64.19572345175146,15.242449513236997,35.48143585252354,0.0,0.0,0.0,0.0
static,slow_0p2,417960.0,1350.0,0.8553962826764209,26.073205752761012,18.590171983886627,61.58910259608129,14.613585530421686,33.79858625938154,0.0,0.0,0.0,0.0
static,slow_0p2,419040.0,1350.0,0.8570640748373748,24.857871442689873,17.99041099497207,59.10058823665451,14.015092261217061,32.19761397036381,0.0,0.0,0.0,0.0
static,slow_0p2,420120.0,1350.0,0.8586849053107662,23.71963150762801,17.41273597004149,56.724760650290776,13.445292049242227,30.67475889837464,0.0,0.0,0.0,0.0
static,slow_0p2,421200.0,1350.0,0.8602609210103874,22.65230587526374,16.856260677249825,54.456402581441644,12.902609156776784,29.226381380357843,0.0,0.0,0.0,0.0
static,slow_0p2,422280.0,1350.0,0.8617941258327148,21.650310018961548,16.320137036147642,52.29050108231648,12.38556345531457,27.84896756150328,0.0,0.0,0.0,0.0
static,slow_0p2,423360.0,1350.0,0.8632863931934834,20.708588280944124,15.803553316030122,50.22224731912682,11.892764439862246,26.539132758068703,0.0,0.0,0.0,0.0
static,slow_0p2,424440.0,1350.0,0.8647394772309152,19.822555660797118,15.305732435878836,48.24703474776682,11.422905569368323,25.29362315940449,0.0,0.0,0.0,0.0
static,slow_0p2,425520.0,1350.0,0.8661550228392263,18.988046872259144,14.825930358069721,46.360455995793956,10.974758930177954,24.10931617368902,0.0,0.0,0.0,0.0
static,slow_0p2,426240.0,1350.0,0.8670786318963187,18.458446083506903,14.51571963997378,45.149889792310304,10.687483941879169,23.352296716797408,0.0,0.0,0.0,0.0
static,fast_20,0.0,25.0,0.7,3.607041598439363e-59,5.305804870662394e-60,4.569111536451377e-57,3.2920225222857315e-65,4.569111503531152e-57,0.0,0.0,0.0,0.0
static,fast_20,12.000000000000043,29.000000000000014,0.7,3.637529227621597e-58,5.350650877284562e-59,4.080707948645425e-56,3.9439083185309705e-64,4.080707909206342e-56,0.0,0.0,0.0,0.0
static,fast_20,24.000000000000085,33.00000000000003,0.7,3.4533081459158765e-57,5.0796694965830436e-58,3.441844297012643e-55,4.4280192468734075e-63,3.441844252732451e-55,0.0,0.0,0.0,0.0
static,fast_20,36.000000000000256,37.000000000000085,0.7,3.0935162646679922e-56,4.5504309325543514e-57,2.7476427938040946e-54,4.670907081075757e-62,2.7476427470950236e-54,0.0,0.0,0.0,0.0
static,fast_20,48.000000000000426,41.00000000000014,0.7,2.6207207700853953e-55,3.8549688566334798e-56,2.0804395438318553e-53,4.640201321951173e-61,2.0804394974298422e-53,0.0,0.0,0.0,0.0
static,fast_20,60.0000000000006,45.0000000000002,0.7,2.1040448282789807e-54,3.0949605080253983e-55,1.4970704824041979e-52,4.3511000853017154e-60,1.497070438893197e-52,0.0,0.0,0.0,0.0
static,fast_20,72.00000000000077,49.000000000000256,0.7,1.6040736571891022e-53,2.3595241670896002e-54,1.0257587241645611e-51,3.8594191921908186e-59,1.0257586855703689e-51,0.0,0.0,0.0,0.0
static,fast_20,84.00000000000094,53.00000000000031,0.7,1.1634701736411833e-52,1.7114151710495129e-53,6.704202472247157e-51,3.244842468527123e-58,6.704202147762908e-51,0.0,0.0,0.0,0.0
static,fast_20,96.00000000000111,57.00000000000037,0.7,8.043301044544775e-52,1.1831353948569385e-52,4.186905026565937e-50,2.590950901182817e-57,4.186904767470845e-50,0.0,0.0,0.0,0.0
static,fast_20,108.00000000000128,61.000000000000426,0.7,5.308970938625964e-51,7.80927058799493e-52,2.502607015192734e-49,1.968445056762103e-56,2.5026068183482263e-49,0.0,0.0,0.0,0.0
static,fast_20,120.00000000000145,65.00000000000048,0.7,3.351172071901169e-50,4.9294316730957747e-51,1.4339092641252945e-48,1.4254517933484109e-55,1.4339091215801135e-48,0.0,0.0,0.0,0.0
static,fast_20,132.00000000000162,69.00000000000054,0.7,2.026158911088082e-49,2.9803936344505896e-50,7.88722892463538e-48,9.855476411877299e-55,7.887227939087723e-48,0.0,0.0,0.0,0.0
static,fast_20,144.0000000000018,73.0000000000006,0.7,1.1751391161447169e-48,1.728579689473009e-49,4.1707628930631563e-47,6.516216613256777e-54,4.1707622414414817e-47,0.0,0.0,0.0,0.0
static,fast_20,156.00000000000196,77.00000000000065,0.7,6.547311939468677e-48,9.630817563404082e-49,2.1231528989127312e-46,4.1263998457120265e-53,2.1231524862727356e-46,0.0,0.0,0.0,0.0
static,fast_20,168.00000000000213,81.00000000000071,0.7,3.509019321931609e-47,5.161618268447083e-48,1.0417936314063237e-45,2.5063404638123587e-52,1.041793380772269e-45,0.0,0.0,0.0,0.0
static,fast_20,180.0000000000023,85.00000000000077,0.7,1.811432122639275e-46,2.664539655803294e-47,4.933461116434967e-45,1.4622056880294023e-51,4.9334596542292186e-45,0.0,0.0,0.0,0.0
static,fast_20,192.00000000000247,89.00000000000082,0.7,9.018028565963501e-46,1.3265136700880802e-46,2.2573692192620525e-44,8.20458086114236e-51,2.2573683988039237e-44,0.0,0.0,0.0,0.0
static,fast_20,204.00000000000264,93.00000000000088,0.7,4.334813932896846e-45,6.376327040012631e-46,9.99133031567957e-44,4.433415127629432e-50,9.991325882264155e-44,0.0,0.0,0.0,0.0
static,fast_20,216.0000000000028,97.00000000000094,0.7,2.0141527091182866e-44,2.9627330216877484e-45,4.282345272343189e-43,2.3098566981497704e-49,4.282342962486307e-43,0.0,0.0,0.0,0.0
static,fast_20,228.00000000000298,101.000000000001,0.7,9.056284601021043e-44,1.3321409702342267e-44,1.7792029853077923e-42,1.1617273042559703e-48,1.7792018235803736e-42,0.0,0.0,0.0,0.0
static,fast_20,240.00000000000315,105.00000000000105,0.7,3.944537750099522e-43,5.802247364168167e-44,7.172715996042865e-42,5.646538180302071e-48,7.172710349504001e-42,0.0,0.0,0.0,0.0
static,fast_20,252.00000000000333,109.00000000000111,0.7,1.6659588156748002e-42,2.450554604736118e-43,2.808451946698479e-41,2.6551268943182185e-47,2.8084492915711926e-41,0.0,0.0,0.0,0.0
static,fast_20,264.0000000000035,113.00000000000117,0.7,6.829206215415344e-42,1.00454720611445e-42,1.0689797205258322e-40,1.2090936840142928e-46,1.068978511431931e-40,0.0,0.0,0.0,0.0
static,fast_20,276.0000000000032,117.00000000000105,0.7,2.7196479993188754e-41,4.0004866058424813e-42,3.958847481787935e-40,5.3374605581615385e-46,3.958842144326217e-40,0.0,0.0,0.0,0.0
static,fast_20,288.00000000000284,121.00000000000094,0.7,1.0531110544178377e-40,1.5490815975884853e-41,1.4276682613635812e-39,2.2862328858974017e-45,1.4276659751300954e-39,0.0,0.0,0.0,0.0
static,fast_20,300.0000000000025,125.00000000000082,0.7,3.968457896396276e-40,5.837432882622733e-41,5.017563772981372e-39,9.510685238829676e-45,5.017554262293135e-39,0.0,0.0,0.0,0.0
static,fast_20,312.00000000000216,129.0000000000007,0.7,1.4564917703689888e-39,2.1424374846819177e-40,1.7198855680013695e-38,3.8458070999670644e-44,1.7198817221928173e-38,0.0,0.0,0.0,0.0
static,fast_20,324.0000000000018,133.0000000000006,0.7,5.210406173186026e-39,7.664286007619371e-40,5.75397663224683e-38,1.512904113671418e-43,5.753961503198877e-38,0.0,0.0,0.0,0.0
static,fast_20,336.0000000000015,137.00000000000048,0.7,1.8181840126496389e-38,2.6744713990132046e-39,1.8802121098131496e-37,5.79473001065807e-43,1.880206315080034e-37,0.0,0.0,0.0,0.0
static,fast_20,348.00000000000114,141.00000000000037,0.7,6.193264834137455e-38,9.11002932056178e-39,6.004988990672927e-37,2.1626640987158417e-42,6.004967364018207e-37,0.0,0.0,0.0,0.0
static,fast_20,360.0000000000008,145.00000000000026,0.7,2.0607148986942443e-37,3.0312240233850156e-38,1.8757254475846008e-36,7.870499609606085e-42,1.875717577079087e-36,0.0,0.0,0.0,0.0
static,fast_20,372.00000000000045,149.00000000000014,0.7,6.702272633137978e-37,9.858758157043902e-38,5.7339284905691484e-36,2.795013747337666e-41,5.7339005404069815e-36,0.0,0.0,0.0,0.0
static,fast_20,384.0000000000001,153.00000000000003,0.7,2.1321158409311344e-36,3.13625177445234e-37,1.7164264027444048e-35,9.692445800893814e-41,1.7164167102885503e-35,0.0,0.0,0.0,0.0
static,fast_20,395.9999999999998,156.99999999999991,0.7,6.638229711582194e-36,9.764553741639006e-37,5.034335547559286e-35,3.284269859919068e-40,5.034302704820813e-35,0.0,0.0,0.0,0.0
static,fast_20,407.99999999999943,160.9999999999998,0.7,2.0239738135416964e-35,2.97717944883945e-36,1.447597983439657e-34,1.0881228255267758e-39,1.447587102195982e-34,0.0,0.0,0.0,0.0
static,fast_20,419.9999999999991,164.9999999999997,0.7,6.046687982161797e-35,8.894421001690357e-36,4.082991352729559e-34,3.527102752733988e-39,4.08295608164386e-34,0.0,0.0,0.0,0.0
static,fast_20,431.99999999999875,168.99999999999957,0.7,1.7710474744944071e-34,2.605135554969044e-35,1.1302146643214548e-33,1.1192244841203416e-38,1.1302034720551884e-33,0.0,0.0,0.0,0.0
static,fast_20,443.9999999999984,172.99999999999946,0.7,5.088316701501424e-34,7.484697584297325e-35,3.0719529377166314e-33,3.478754165683417e-38,3.071918150097888e-33,0.0,0.0,0.0,0.0
static,fast_20,455.99999999999807,176.99999999999935,0.7,1.4347374824990018e-33,2.110437851911309e-34,8.202583995287433e-33,1.0596865843690104e-37,8.202478026357881e-33,0.0,0.0,0.0,0.0
static,fast_20,467.9999999999977,180.99999999999923,0.7,3.972284674408439e-33,5.843061910417882e-34,2.1526490999468441e-32,3.1652612378415173e-37,2.152617447241204e-32,0.0,0.0,0.0,0.0
static,fast_20,479.9999999999974,184.99999999999912,0.7,1.0804025746512114e-32,1.589226263800449e-33,5.554935525362676e-32,9.275627474186268e-37,5.554842768773966e-32,0.0,0.0,0.0,0.0
static,fast_20,491.99999999999704,188.999999999999,0.7,2.8880765845952277e-32,4.248237895571076e-33,1.4101263002593595e-31,2.668050923474187e-36,1.4100996196466242e-31,0.0,0.0,0.0,0.0
static,fast_20,503.9999999999967,192.9999999999989,0.7,7.591075149380492e-32,1.116614887906299e-32,3.5228461392376476e-31,7.536506413242925e-36,3.522770773839235e-31,0.0,0.0,0.0,0.0
static,fast_20,515.9999999999964,196.99999999999878,0.7,1.962711277003473e-31,2.8870648616125456e-32,8.66489354741155e-31,2.0915688130040682e-35,8.664684389471938e-31,0.0,0.0,0.0,0.0
static,fast_20,527.9999999999959,200.99999999999864,0.7,4.994003305796253e-31,7.345966588093202e-32,2.0991231577390372e-30,5.705511278011725e-35,2.0990661022976533e-30,0.0,0.0,0.0,0.0
static,fast_20,539.9999999999966,204.99999999999886,0.7,1.2509939381735005e-30,1.8401589083979259e-31,5.010525193628448e-30,1.530470651351883e-34,5.0103721455621694e-30,0.0,0.0,0.0,0.0
static,fast_20,551.9999999999973,208.9999999999991,0.7,3.0863448596537295e-30,4.539882100605579e-31,1.1788518781386532e-29,4.038731127888609e-34,1.1788114905279457e-29,0.0,0.0,0.0,0.0
static,fast_20,563.999999999998,212.99999999999932,0.7,7.502049047437962e-30,1.1035195267242397e-30,2.734768943579395e-29,1.0488898260076944e-33,2.734664053717245e-29,0.0,0.0,0.0,0.0
static,fast_20,575.9999999999986,216.99999999999955,0.7,1.797295772348452e-29,2.6437456854041475e-30,6.257734716621398e-29,2.6819431449205207e-33,6.257466519768334e-29,0.0,0.0,0.0,0.0
static,fast_20,587.9999999999993,220.99999999999977,0.7,4.2453773629852825e-29,6.2447696472569095e-30,1.4128420704023071e-28,6.754112545021382e-33,1.4127745285566364e-28,0.0,0.0,0.0,0.0
static,fast_20,600.0,225.0,0.7,9.890497050187898e-29,1.4548500756094388e-29,3.1484025089714374e-28,1.6758882008011576e-32,3.1482349181419473e-28,0.0,0.0,0.0,0.0
static,fast_20,612.0000000000007,229.00000000000023,0.7,2.2733602851375304e-28,3.344016348154108e-29,6.926961513916079e-28,4.0985830734174443e-32,6.9265516500933975e-28,0.0,0.0,0.0,0.0
static,fast_20,624.0000000000014,233.00000000000045,0.7,5.157099211582304e-28,7.58587373296204e-29,1.5051598844691322e-27,9.882878294297557e-32,1.5050610541963309e-27,0.0,0.0,0.0,0.0
static,fast_20,636.000000000002,237.00000000000068,0.7,1.1549525794092348e-27,1.6988861519825438e-28,3.23100142827707e-27,2.3503824706212784e-31,3.2307663860676888e-27,0.0,0.0,0.0,0.0
static,fast_20,648.0000000000027,241.0000000000009,0.7,2.5543150926966822e-27,3.757288927829467e-28,6.853772380250696e-27,5.514916048115549e-31,6.853220878267162e-27,0.0,0.0,0.0,0.0
static,fast_20,660.0000000000034,245.00000000000114,0.7,5.5803651212246534e-27,8.208479894736663e-28,1.4370760917568444e-26,1.2770859043067507e-30,1.4369483804879782e-26,0.0,0.0,0.0,0.0
static,fast_20,672.0000000000041,249.00000000000136,0.7,1.2046223177700728e-26,1.771948225853132e-27,2.979224949884286e-26,2.919534197374896e-30,2.978932989651997e-26,0.0,0.0,0.0,0.0
static,fast_20,684.0000000000048,253.0000000000016,0.7,2.5701468116808783e-26,3.780576713513349e-27,6.108191360182779e-26,6.590929761834e-30,6.107532250123227e-26,0.0,0.0,0.0,0.0
static,fast_20,696.0000000000055,257.0000000000018,0.7,5.4212409584233e-26,7.9744150149757e-27,1.2388443600146755e-25,1.4697485053672804e-29,1.2386973809392827e-25,0.0,0.0,0.0,0.0
static,fast_20,708.0000000000061,261.00000000000205,0.7,1.1307974277691401e-25,1.6633549506570437e-26,2.48611573867777e-25,3.2383401179564676e-29,2.4857918943583084e-25,0.0,0.0,0.0,0.0
static,fast_20,720.0000000000068,265.0000000000023,0.7,2.3330523706349885e-25,3.431820868653523e-26,4.9377486856641585e-25,7.051820986111785e-29,4.937043478748503e-25,0.0,0.0,0.0,0.0
static,fast_20,732.0000000000075,269.0000000000025,0.7,4.762366293522464e-25,7.005238388984073e-26,9.708210880930845e-25,1.518071918729669e-28,9.706692750031613e-25,0.0,0.0,0.0,0.0
static,fast_20,744.0000000000082,273.00000000000273,0.7,9.620147179189092e-25,1.4150827587326655e-25,1.889942629951036e-24,3.231507871013809e-28,1.8896194653231954e-24,0.0,0.0,0.0,0.0
static,fast_20,756.0000000000089,277.00000000000296,0.7,1.9235357559452594e-24,2.829439335327698e-25,3.643770799954061e-24,6.803717291905784e-28,3.643090396145736e-24,0.0,0.0,0.0,0.0
static,fast_20,768.0000000000095,281.0000000000032,0.7,3.807804063047638e-24,5.601117922506778e-25,6.958851887922009e-24,1.4171596050378007e-27,6.957434654863026e-24,0.0,0.0,0.0,0.0
static,fast_20,780.0000000000102,285.0000000000034,0.7,7.46445498108971e-24,1.0979895993614707e-24,1.3167300186887161e-23,2.92094287830613e-27,1.3164379077801578e-23,0.0,0.0,0.0,0.0
static,fast_20,792.0000000000109,289.00000000000364,0.7,1.4493108209015228e-23,2.1318746132481794e-24,2.468962270816351e-23,5.958770110895795e-27,2.468366356631423e-23,0.0,0.0,0.0,0.0
static,fast_20,804.0000000000116,293.00000000000387,0.7,2.7877451188302014e-23,4.1006545741125445e-24,4.5885374940954605e-23,1.2034115650624453e-26,4.587334000328054e-23,0.0,0.0,0.0,0.0
static,fast_20,816.0000000000123,297.0000000000041,0.7,5.313227266384461e-23,7.815531465208529e-24,8.453906266382129e-23,2.406510554255449e-26,8.451499576067337e-23,0.0,0.0,0.0,0.0
static,fast_20,828.000000000013,301.0000000000043,0.7,1.0036004191810617e-22,1.476253557650567e-23,1.5443396371301217e-22,4.766141030423352e-26,1.5438629841432625e-22,0.0,0.0,0.0,0.0
static,fast_20,840.0000000000136,305.00000000000455,0.7,1.8790632369592528e-22,2.764022150244866e-23,2.797739051050545e-22,9.35057990413481e-26,2.7968039098442785e-22,0.0,0.0,0.0,0.0
static,fast_20,852.0000000000143,309.0000000000048,0.7,3.4880191402669626e-22,5.1307278938505475e-23,5.027189179719563e-22,1.8175541455020984e-25,5.025371449335304e-22,0.0,0.0,0.0,0.0
static,fast_20,864.000000000015,313.000000000005,0.7,6.420219192698109e-22,9.443869535099417e-23,8.961268558539884e-22,3.501028358997595e-25,8.957767160737516e-22,0.0,0.0,0.0,0.0
static,fast_20,876.0000000000157,317.00000000000523,0.7,1.1720035778428715e-21,1.723967445909952e-22,1.5849319935182019e-21,6.68410756295131e-25,1.5842635060900739e-21,0.0,0.0,0.0,0.0
static,fast_20,888.0000000000164,321.00000000000546,0.7,2.1222114369540573e-21,3.121682817197919e-22,2.7817454052988298e-21,1.2650528639594756e-24,2.7804801948722134e-21,0.0,0.0,0.0,0.0
static,fast_20,900.000000000017,325.0000000000057,0.7,3.81241000133864e-21,5.607893061953171e-22,4.845701174653568e-21,2.3739260536200194e-24,4.843326927909631e-21,0.0,0.0,0.0,0.0
static,fast_20,912.0000000000177,329.0000000000059,0.7,6.795642360812684e-21,9.996101057686696e-22,8.37902519208855e-21,4.4176649742400394e-24,8.374606880542404e-21,0.0,0.0,0.0,0.0
static,fast_20,924.0000000000184,333.00000000000614,0.7,1.202121347295778e-20,1.7682694045915094e-21,1.4384387705005444e-20,8.15374832915814e-24,1.4376232665078215e-20,0.0,0.0,0.0,0.0
static,fast_20,936.0000000000191,337.00000000000637,0.7,2.1106593396555094e-20,3.1046901731043435e-21,2.4519522922249167e-20,1.49290005937398e-23,2.4504591364856803e-20,0.0,0.0,0.0,0.0
static,fast_20,948.0000000000198,341.0000000000066,0.7,3.678777151863021e-20,5.411324820562497e-21,4.150644425573352e-20,2.711947147227441e-23,4.147931976775702e-20,0.0,0.0,0.0,0.0
static,fast_20,960.0000000000205,345.0000000000068,0.7,6.365992741728528e-20,9.364104730668657e-21,6.978474465766201e-20,4.888494609212798e-23,6.973584995456963e-20,0.0,0.0,0.0,0.0
static,fast_20,972.0000000000211,349.00000000000705,0.7,1.093871606473626e-19,1.609038637097556e-20,1.1654777075465068e-19,8.745349358882449e-23,1.1646029844559733e-19,0.0,0.0,0.0,0.0
static,fast_20,984.0000000000218,353.0000000000073,0.7,1.866649604067714e-19,2.745762223914369e-20,1.9337555281666504e-19,1.5529243684194293e-22,1.9322022439923792e-19,0.0,0.0,0.0,0.0
static,fast_20,996.0000000000225,357.0000000000075,0.7,3.1638267858797463e-19,4.653854720643056e-20,3.1879204797358583e-19,2.7375116637788904e-22,3.185182285661905e-19,0.0,0.0,0.0,0.0
static,fast_20,1008.0000000000232,361.00000000000773,0.7,5.326866282029568e-19,7.835593877483498e-20,5.22245290619468e-19,4.791307499740779e-22,5.217660314844757e-19,0.0,0.0,0.0,0.0
static,fast_20,1020.0000000000239,365.00000000000796,0.7,8.910343588669522e-19,1.3106736676530994e-19,8.502648560411853e-19,8.327274102931298e-22,8.494318890011726e-19,0.0,0.0,0.0,0.0
static,fast_20,1032.0000000000246,369.0000000000082,0.7,1.4809270689780797e-18,2.178380770290905e-19,1.3759314200320986e-18,1.4373393896143031e-21,1.37449363684101e-18,0.0,0.0,0.0,0.0
static,fast_20,1044.0000000000243,373.0000000000081,0.7,2.4459138052153827e-18,3.597835241641539e-19,2.213355560657776e-18,2.464216918568183e-21,2.2108905280566284e-18,0.0,0.0,0.0,0.0
static,fast_20,1056.000000000023,377.0000000000076,0.7,4.014831303586186e-18,5.905646193454493e-19,3.539689707082673e-18,4.196776141991128e-21,3.5354914429537036e-18,0.0,0.0,0.0,0.0
static,fast_20,1068.0000000000216,381.00000000000716,0.7,6.550301920451998e-18,9.635215698338637e-19,5.628405917681315e-18,7.101052613774547e-21,5.621302170542734e-18,0.0,0.0,0.0,0.0
static,fast_20,1080.0000000000202,385.0000000000067,0.7,1.0623587241664003e-17,1.5626845267078586e-18,8.899329953745445e-18,1.1938540093565831e-20,8.88738656937992e-18,0.0,0.0,0.0,0.0
static,fast_20,1092.0000000000189,389.00000000000625,0.7,1.7129462839766282e-17,2.519671173362274e-18,1.3993464734137502e-17,1.9945803741070944e-20,1.3973510282810685e-17,0.0,0.0,0.0,0.0
static,fast_20,1104.0000000000175,393.0000000000058,0.7,2.7461527524235742e-17,4.039473971050428e-18,2.188429504473124e-17,3.311865872242748e-20,2.1851161056202896e-17,0.0,0.0,0.0,0.0
static,fast_20,1116.0000000000161,397.00000000000534,0.7,4.3778274830794644e-17,6.439598144000497e-18,3.4042503505443e-17,5.465912761843852e-20,3.398781738751166e-17,0.0,0.0,0.0,0.0
static,fast_20,1128.0000000000148,401.0000000000049,0.7,6.940474412388439e-17,1.0209142849334218e-17,5.2678489527654003e-17,8.967433168650541e-20,5.258876799385411e-17,0.0,0.0,0.0,0.0
static,fast_20,1140.0000000000134,405.00000000000443,0.7,1.0943563469417652e-16,1.6097516697218463e-17,8.109766012640179e-17,1.4626308598554725e-19,8.095131503382489e-17,0.0,0.0,0.0,0.0
static,fast_20,1152.000000000012,409.000000000004,0.7,1.7163623700092823e-16,2.5246960907124093e-17,1.2421838255418086e-16,2.3719580709055737e-19,1.2398104519372812e-16,0.0,0.0,0.0,0.0
static,fast_20,1164.0000000000107,413.0000000000035,0.7,2.6778138844184596e-16,3.9389504010217455e-17,1.8932343839307464e-16,3.8249740611419137e-19,1.8894069820027128e-16,0.0,0.0,0.0,0.0
static,fast_20,1176.0000000000093,417.00000000000307,0.7,4.1563546351542537e-16,6.113820998610915e-17,2.871450962723462e-16,6.133970740139194e-19,2.865312853789641e-16,0.0,0.0,0.0,0.0
static,fast_20,1188.000000000008,421.0000000000026,0.7,6.418659133753719e-16,9.44157475470397e-17,4.334246499177237e-16,9.783362603029886e-19,4.324456126463076e-16,0.0,0.0,0.0,0.0
static,fast_20,1200.0000000000066,425.00000000000216,0.7,9.863098257353673e-16,1.4508198296446296e-16,6.51143675926856e-16,1.5520596775787573e-18,6.495904358934264e-16,0.0,0.0,0.0,0.0
static,fast_20,1212.0000000000052,429.0000000000017,0.7,1.508192213786396e-15,2.2184866393737213e-16,9.737020435188942e-16,2.449300899459804e-18,9.71250766925145e-16,0.0,0.0,0.0,0.0
static,fast_20,1224.0000000000039,433.00000000000125,0.7,2.295146634040103e-15,3.3760631413408666e-16,1.4494244901829542e-15,3.845280903476717e-18,1.4455759216034328e-15,0.0,0.0,0.0,0.0
static,fast_20,1236.0000000000025,437.0000000000008,0.7,3.4762411360566426e-15,5.113402950292138e-16,2.147923557408147e-15,6.006259217888561e-18,2.1419118586331776e-15,0.0,0.0,0.0,0.0
static,fast_20,1248.0000000000011,441.00000000000034,0.7,5.240703391248853e-15,7.708851927578492e-16,3.169045418640458e-15,9.334846052528309e-18,3.1597016233694393e-15,0.0,0.0,0.0,0.0
