mode,protocol,t_s,T_C,rho,G_nm,f_GBseg,f_TJ,f_iso,C_GBseg,C_TJ,f_clean_GB,GBseg_mean_nm,TJ_mean_nm,iso_mean_nm,E_G,sigma_base,sigma_GBseg_pore,sigma_TJ_pore,sigma_clean_GB,sigma_iso,sigma_act_total,P_GBseg_dens,P_TJ_dens,P_clean_GB,P_GBseg_drag,P_TJ_drag,P_GB_to_TJ_relocation,P_TJ_iso_conversion,P_iso,P_persistent_drag
static,slow_0p2,245160.0,842.2,0.7000002064409306,150.00001104535949,0.5999998129872911,0.30000011819901795,0.1000000688136909,0.405762466789121,0.4774878000279029,0.594237533210879,41.776578887592166,41.776571411497244,41.776568295348305,2.793213395866907,26666664.703047346,10820331.650946874,12733007.06313981,15846333.052100472,2666668.305336357,46809828.35959527,0.0012299683236509493,0.00018092341095758265,0.00019398585821471631,1.4775323267618855e-05,0.00017867377819824222,0.0,0.0,0.0,0.0
static,slow_0p2,246240.0,845.8000000000001,0.7000002411030415,150.00001290732385,0.5999997815872296,0.3000001380450252,0.10000008036774506,0.4057624077969517,0.4774877855207501,0.5942375922030483,41.77658066606612,41.77657193470947,41.776568295348305,2.7912662362241734,26666664.372031514,10820329.943508694,12733006.518226411,15846334.42852282,2666668.580342836,46809826.77094131,0.001426705641657605,0.0002098627401255818,0.00022363787889701026,1.7334589144676902e-05,0.00020566031425006817,0.0,0.0,0.0,0.0
static,slow_0p2,247320.0,849.4000000000001,0.7000002812915302,150.00001506767512,0.5999997451808725,0.300000161055196,0.10000009376393137,0.4057623394024602,0.47748776870751974,0.5942376605975398,41.77658272809281,41.776572541340606,41.776568295348305,2.78926749555125,26666663.987969138,10820327.963817697,12733005.886488553,15846336.02415144,2666668.899168166,46809824.92875663,0.0016531917725523036,0.00024317802965979178,0.00025758729483396533,2.031571532394522e-05,0.0002365022801509131,0.0,0.0,0.0,0.0
static,slow_0p2,248400.0,853.0,0.7000003278392091,150.00001757168138,0.5999997030137818,0.3000001877063624,0.10000010927985581,0.40576226018936,0.47748774924205317,0.59423773981064,41.776585116403105,41.77657324396176,41.776568295348305,2.7872159219108608,26666663.542812563,10820325.670840831,12733005.154852686,15846337.871971732,2666669.2684104033,46809822.79478663,0.0019136537511350424,0.0002814910705497057,0.0002964224496997935,2.378466078809905e-05,0.0002717184298164173,0.0,0.0,0.0,0.0
static,slow_0p2,249480.0,856.6,0.7000003816967966,150.0000204710772,0.5999996542247072,0.3000002185428654,0.10000012723242742,0.405762168540969,0.4774877267294444,0.594237831459031,41.7765878797777,41.77657405692383,41.776568295348305,2.785110221320188,26666663.02736455,10820323.017734721,12733004.308396421,15846340.009629827,2666669.695600723,46809820.32535162,0.0022128783794606497,0.00032550599707742146,0.0003408074488067662,2.7817128787102986e-05,0.00031189291077474244,0.0,0.0,0.0,0.0
static,slow_0p2,250560.0,860.2,0.7000004439484704,150.00002382492735,0.5999995978314986,0.3000002541854589,0.10000014798304245,0.4057620626138001,0.4774877007196562,0.5942379373861999,41.776591073845,41.776574996592295,41.776568295348305,2.7829490555752723,26666662.431124702,10820319.951079093,12733003.330104971,15846342.48004561,2666670.1893263087,46809817.47062942,0.002556280489494018,0.0003760193291787615,0.0003914912875574022,3.2499920689641986e-05,0.00035768293717132027,0.0,0.0,0.0,0.0
static,slow_0p2,251640.0,863.8000000000001,0.700000515829308,150.00002770059703,0.5999995327153057,0.3000002953412958,0.10000017194339833,0.4057619403079451,0.477487670700372,0.5942380596920549,41.77659476197606,41.77657608161048,41.776568295348305,2.7807310399671388,26666661.74211699,10820316.410017038,12733002.200598167,15846345.332099954,2666670.759368141,46809814.17385064,0.0029499787288423617,0.00043393112178050466,0.0004493180024803284,3.7932465729381955e-05,0.00040982729383737525,0.0,0.0,0.0,0.0
static,slow_0p2,252720.0,867.4000000000001,0.7000005987448221,150.0000321748412,0.5999994576028808,0.3000003428151136,0.10000019958200572,0.40576179923391054,0.4774876360889997,0.5942382007660895,41.77659901628701,41.77657733319443,41.776568295348305,2.778454740885028,26666660.94669612,10820312.325292075,12733000.897824777,15846348.621404046,2666671.416855289,46809810.370397136,0.003400879594507832,0.0005002573278542289,0.0005152379504992511,4.4228547861740455e-05,0.00046915575359795386,0.0,0.0,0.0,0.0
static,slow_0p2,253800.0,871.0,0.7000006942928179,150.00003733502552,0.5999993710467765,0.3000003975217485,0.10000023143147495,0.405761636675512,0.4774875962237325,0.594238363324488,41.7766039187606,41.77657877546294,41.776568295348305,2.776118673301813,26666660.029330447,10820307.61817058,12732999.396720484,15846352.411159867,2666672.174437507,46809805.986792535,0.003916770496575825,0.0005761434903363372,0.0005903203320477168,5.151825330017792e-05,0.0005365994973003385,0.0,0.0,0.0,0.0
static,slow_0p2,254880.0,874.6,0.7000008042878216,150.0000432804942,0.5999992714032178,0.30000046050012275,0.1000002680966593,0.4057614495484151,0.47748755035357693,0.5942385504515849,41.77660956249968,41.776580435806274,41.776568295348305,2.7737212981364383,26666658.972358804,10820302.199237557,12732997.668825839,15846356.773121247,2666673.0464780657,46809800.93957383,0.004506422693668014,0.0006628798869130984,0.0006757670844512076,5.995016489130812e-05,0.0006132026339193903,0.0,0.0,0.0,0.0
static,slow_0p2,255960.0,878.2,0.7000009307883484,150.00005012410026,0.599999156807397,0.3000005329288576,0.10000031026374544,0.40576123435385847,0.4774874976272325,0.5942387656461415,41.7766160531264,41.77658234529785,41.776568295348305,2.771261019487956,26666657.755718492,10820295.967052229,12732995.681859855,15846361.788666263,2666674.049268963,46809795.13403114,0.005179705004817977,0.0007619182609570443,0.0007729282837163038,6.96938323366551e-05,0.0007001349265806112,0.0,0.0,0.0,0.0
static,slow_0p2,257040.0,881.8000000000001,0.7000010761273092,150.00005799391576,0.5999990251459272,0.3000006161436829,0.10000035871038984,0.40576098712706277,0.4774874370807123,0.5942390128729372,41.776623510342525,41.77658453915326,41.776568295348305,2.7687361817353926,26666656.356641185,10820288.80664889,12732993.399244685,15846367.549992295,2666675.201270816,46809788.46280172,0.005947709268110978,0.0008748902816201545,0.0008833192055618647,8.094255039856822e-05,0.0007987058394744869,0.0,0.0,0.0,0.0
static,slow_0p2,258120.0,885.4000000000001,0.7000012429458764,150.00006703514163,0.5999988740261636,0.3000007116568277,0.10000041431700869,0.40576070337977854,0.4774873676235738,0.5942392966202215,41.77663206966723,41.776587057241535,41.776568295348305,2.7661450664974376,26666654.74931348,10820280.58786715,12732990.779576367,15846374.161446331,2666676.523379976,46809780.804303415,0.006822888584875116,0.00100362788622918,0.0010086392102707305,9.39164806632567e-05,0.0009103800304583308,0.0,0.0,0.0,0.0
static,slow_0p2,259200.0,889.0,0.7000014342311578,150.00007741223726,0.59999870074207,0.3000008211785918,0.10000047807933816,0.40576037803638165,0.47748728802362617,0.5942396219636183,41.77664188437041,41.77658994465398,41.776568295348305,2.7634858894455543,26666652.904498257,10820271.163494188,12732987.776036227,15846381.741004068,2666678.0392255983,46809772.02099082,0.007819209459298627,0.0011501856686750279,0.001150792630809259,0.0001088661562016746,0.001036794424698887,0.0,0.0,0.0,0.0
static,slow_0p2,260280.0,892.6,0.7000016533580643,150.0000893112936,0.59999850223629,0.3000009466413177,0.10000055112239213,0.40576000536287316,0.47748719688996266,0.5942399946371268,41.776653127621195,41.7765932523363,41.776568295348305,2.7607567969638165,26666650.789112814,10820260.367200281,12732984.335736988,15846390.421912532,2666679.7754996545,46809761.95741663,0.008952319016915514,0.0013168654884216308,0.0013119118597373627,0.00012607641259757165,0.0011797770160466858,0.0,0.0,0.0,0.0
static,slow_0p2,261360.0,896.2,0.7000019041357783,150.00010294267437,0.5999982750580469,0.30000109022599825,0.10000063471595479,0.4057595788880862,0.47748709265416045,0.5942404211119138,41.77666599487258,41.776597037790076,41.776568295348305,2.7579558626484166,26666648.36575934,10820248.011247182,12732980.398997245,15846400.354512157,2666681.7623231118,46809750.438078515,0.010239728561241005,0.0015062434860551007,0.0014943828477991799,0.0001458707933319313,0.0013413675549995261,0.0,0.0,0.0,0.0
static,slow_0p2,262440.0,899.8000000000001,0.7000021908592744,150.00011854395245,0.5999980153164662,0.3000012543917756,0.10000073029175807,0.40575909131634513,0.47748697354947156,0.5942409086836549,41.77668070650555,41.77660136585086,41.776568295348305,2.7550810836393955,26666645.592202883,10820233.883947263,12732975.89853731,15846411.70825562,2666684.0336517794,46809737.26503064,0.011701014805715792,0.0017211997029226865,0.001700873245836865,0.00016861648245714104,0.0015238402951595164,0.0,0.0,0.0,0.0
static,slow_0p2,263520.0,903.4000000000001,0.7000025183663736,150.0001363831718,0.5999977186288843,0.3000014419086107,0.10000083946250476,0.40575853443076204,0.47748683758782284,0.594241465569238,41.7766975107571,41.77660630954962,41.776568295348305,2.7521303767768432,26666642.420791503,10820217.746849548,12732970.75858902,15846424.673941955,2666686.6277255914,46809722.21523708,0.013358040197725839,0.0019649505143360677,0.0019343634419034703,0.00019472982289760744,0.001729728984068498,0.0,0.0,0.0,0.0
static,slow_0p2,264600.0,907.0,0.7000028921008534,150.00015676246642,0.5999973800636684,0.30000165589342,0.10000096404291146,0.4057578989862912,0.4774866825344216,0.5942421010137088,41.77671668695939,41.776611951065725,41.776568295348305,2.7491015745733622,26666638.79781287,10820199.33162687,12732964.893911365,15846439.466186002,2666689.5875653937,46809705.03764234,0.015235193832474335,0.002241084097995448,0.0021981807672695943,0.00022468248461382414,0.0019618542992773554,0.0,0.0,0.0,0.0
static,slow_0p2,265680.0,910.6,0.7000033181821774,150.000180022072,0.5999969940770387,0.30000189985000175,0.10000110607295967,0.4057571745915911,0.47748650587975405,0.5942428254084089,41.776738549118605,41.77661838277999,41.776568295348305,2.745992420994234,26666634.662781164,10820178.336636271,12732958.208703311,15846456.326144893,2666692.9615216423,46809685.449932724,0.017359654536474613,0.0025535991716795717,0.0024960371685307167,0.0002590083533042104,0.002223353946523553,0.0,0.0,0.0,0.0
static,slow_0p2,266760.0,914.2,0.7000038034824483,150.00020654476785,0.5999965544433429,0.3000021777131002,0.10000126784355681,0.4057563495786771,0.47748630480874743,0.5942436504213229,41.77676344986474,41.776625708436946,41.776568295348305,2.7428005670364066,26666629.947647385,10820154.423122833,12732950.595404431,15846475.524524553,2666696.8038797,46809663.134959504,0.019761677782982306,0.002906947246793084,0.0028320706683459046,0.0002983112173364801,0.0025177156540218664,0.0,0.0,0.0,0.0
static,slow_0p2,267840.0,917.8000000000001,0.7000043557112337,150.00023676079067,0.5999960541781956,0.3000024938969793,0.10000145192482514,0.40575541085927036,0.4774860761668479,0.5942445891407296,41.776791784806065,41.77663404442593,41.776568295348305,2.739523566096958,26666624.57592587,10820127.211034719,12732941.93337328,15846497.364891153,2666701.1755268117,46809637.7367934,0.022474908184237665,0.003306078657001705,0.003210890964594945,0.0003432733382435517,0.0028488133151785213,0.0,0.0,0.0,0.0
static,slow_0p2,268920.0,921.4000000000001,0.7000049835089661,150.0002711532647,0.5999954854538454,0.30000285334890375,0.10000166119725072,0.40575434376666597,0.47748581642275845,0.594245656233334,41.77682399732362,41.77664352119208,41.776568295348305,2.7361588691213683,26666618.461728975,10820096.2744149,12732932.087432863,15846522.187314074,2666706.1446861723,46809608.85637695,0.025536719387394158,0.0037564926338557233,0.003637629547060995,0.0003946649984369196,0.0032209465515877066,0.0,0.0,0.0,0.0
static,slow_0p2,270000.0,925.0000000000001,0.7000056965496595,150.0003102641961,0.5999948395060967,0.3000032616079597,0.1000018988859435,0.4057531318818691,0.4774855216275514,0.5942468681181309,41.776860583844616,41.77665428478798,41.776568295348305,2.7327038195216087,26666611.50870145,10820061.13633271,12732920.906271579,15846550.372368742,2666711.7877239,46809576.04673941,0.028988583281798853,0.004264291713929039,0.004117994742270319,0.000453355128835392,0.003638883989034953,0.0,0.0,0.0,0.0
static,slow_0p2,271080.0,928.6,0.7000065056537434,150.0003547010847,0.5999941065320564,0.3000037248696685,0.100002168598275,0.4057517568426545,0.4774851873698671,0.5942482431573455,41.77690209963575,41.77666649857853,41.776568295348305,2.7291556478537267,26666603.608845167,10820021.263315598,12732908.22068741,15846582.34552957,2666718.1900351034,46809538.807735704,0.0328764705041448,0.004836240774506277,0.004658332130990586,0.0005203231289338774,0.004107910561484462,0.0,0.0,0.0,0.0
static,slow_0p2,272160.0,932.2,0.7000074229118676,150.00040514420806,0.5999932755779369,0.3000042500568839,0.10000247436517917,0.40575019813411983,0.4774848087268806,0.5942498018658802,41.77694916516036,41.776680345111714,41.776568295348305,2.725511466244286,26666594.641224217,10819976.059238983,12732893.841662204,15846618.581985233,2666725.447015649,46809496.580269,0.037251284304126824,0.005479831007148903,0.005265690819265561,0.0005966720025050148,0.004633879181750736,0.0,0.0,0.0,0.0
static,slow_0p2,273240.0,935.8000000000001,0.7000084618205811,150.00046235463958,0.599992334416086,0.3000048448974932,0.10000282068642083,0.40574843285920914,0.47748438021071116,0.5942515671407909,41.77700247304612,41.77669602816926,41.776568295348305,2.7217682625548263,26666584.47053966,10819924.85862919,12732877.558252204,15846659.61191047,2666733.665126672,46809448.73995306,0.0421693299057383,0.006203349150476014,0.005947896082909678,0.0006836429436982683,0.005223267142830079,0.0,0.0,0.0,0.0
static,slow_0p2,274320.0,939.4000000000001,0.7000096374308566,150.00052718306534,0.5999912694103693,0.30000551800947495,0.10000321258015561,0.4057464354875888,0.47748389570992045,0.5942535645124112,41.77706279571338,41.77671377501178,41.776568295348305,2.717922894273305,26666572.945562217,10819866.919331642,12732859.135279816,15846706.026230576,2666742.963059285,46809394.5901677,0.04769282156725682,0.007015952315107017,0.00671362894727145,0.0007826315208425212,0.0058832376407782355,0.0,0.0,0.0,0.0
static,slow_0p2,275400.0,943.0000000000001,0.7000109665104808,150.00060057947047,0.5999900653689718,0.30000627899390253,0.10000365563712556,0.4057441775811579,0.4774833484257387,0.5942558224188421,41.77713099371696,41.77673383883391,41.776568295348305,2.713972082121313,26666559.89741052,10819801.414493518,12732838.310811099,15846758.482917001,2666753.4730074243,46809333.354458176,0.05389042960521542,0.007927748744831396,0.0075725133089919175,0.0008952056188403402,0.006621706838664413,0.0,0.0,0.0,0.0
static,slow_0p2,276480.0,946.6,0.7000124677213978,150.00068360376997,0.5999887053836297,0.30000713853651473,0.10000415607985544,0.4057416274943768,0.4774827308026284,0.5942583725056232,41.77720802485757,41.77675650144653,41.776568295348305,2.7099124033659234,26666545.137661412,10819727.423807003,12732814.793402122,15846817.71385441,2666765.342057202,46809264.16822525,0.06083786970312202,0.008949884868594589,0.008535211254624465,0.0010231253157388768,0.007447416921601402,0.0,0.0,0.0,0.0
static,slow_0p2,277560.0,950.2,0.7000141618131557,150.000777437466,0.599987170654249,0.30000810851851417,0.10000472082723683,0.40573875004749294,0.4774820344527887,0.5942612499525071,41.77729495412241,41.7767820762028,41.776568295348305,2.705740284824938,26666528.45627793,10819643.92395611,12732788.259096768,15846884.53232182,2666778.7337016407,46809186.06965037,0.06861853687304216,0.010094639007700308,0.009613527282552697,0.001168364884952399,0.008370015625248004,0.0,0.0,0.0,0.0
static,slow_0p2,278640.0,953.8000000000001,0.7000160718336668,150.00088339641812,0.5999854402978028,0.3000092021372885,0.10000535756490854,0.4057355061706367,0.4774812500741762,0.5942644938293633,41.77739296451796,41.77681091118759,41.776568295348305,2.7014519955545753,26666509.61933946,10819549.778206848,12732758.34815725,15846959.841132611,2666793.8294901163,46809097.989796124,0.07732418647607096,0.011375522111622785,0.010820522189869789,0.0013331371317786506,0.009400142754615693,0.0,0.0,0.0,0.0
static,slow_0p2,279720.0,957.4000000000001,0.7000182233585605,150.00100294482013,0.599983491140345,0.30001043403778926,0.10000607482186567,0.4057318525166588,0.47748036736160804,0.5942681474833412,41.77750336886115,41.776843392689116,41.776568295348305,2.6970436392088564,26666488.36655748,10819443.725077296,12732724.661507912,15847044.641480183,2666810.8308223584,46808998.74181938,0.08705566473464706,0.012807385903874691,0.012170637444994721,0.0015199202913826419,0.010549524246596206,0.0,0.0,0.0,0.0
static,slow_0p2,280800.0,961.0000000000001,0.7000206447404715,150.00113771048407,0.5999812974909101,0.30001182045533853,0.1000068820537512,0.40572774104046594,0.4774793749104913,0.5942722589595341,41.777627622599155,41.77687994897399,41.776568295348305,2.6925111460604096,26666464.40855913,10819324.36602068,12732686.756871676,15847140.04253845,2666829.9608973283,46808887.00923035,0.09792369118397616,0.0144065388263723,0.013679830930052166,0.0017314877354103451,0.011831074368485956,0.0,0.0,0.0,0.0
static,slow_0p2,281880.0,964.6,0.7000233673796723,150.00128950153828,0.5999788308960152,0.300013379370675,0.10000778973330963,0.40572311854251364,0.47747826011271255,0.5942768814574864,41.777767337731255,41.776921054387365,41.776568295348305,2.687850264673037,26666437.423919477,10819190.152051404,12732644.144577596,15847247.271868072,2666851.4668277986,46808761.33312741,0.11004969550968566,0.016190870176546836,0.015365725004687759,0.0019709407559370742,0.013259006686036523,0.0,0.0,0.0,0.0
static,slow_0p2,282960.0,968.2,0.7000264260175266,150.00146032465435,0.5999760598734071,0.30001513067808866,0.10000880944850436,0.4057179261739947,0.47747700904420143,0.5942820738260053,41.777924297909934,41.77696723380098,41.776568295348305,2.683056553217116,26666407.05592222,10819039.369240344,12732596.283016931,15847367.686681878,2666875.621931978,46808620.09833356,0.12356671120233745,0.018179982835959143,0.017247767915331474,0.0022417447186561736,0.014848954478363818,0.0,0.0,0.0,0.0
static,slow_0p2,284040.0,971.8000000000001,0.7000298590543046,150.00165240492666,0.5999729496236446,0.3000170963675297,0.10000995400882581,0.40571209890117066,0.47747560634367614,0.5942879010988293,41.77810047480259,41.777019067433386,41.776568295348305,2.678125370419999,26666372.909026857,10818870.123002602,12732542.573724179,15847502.786024256,2666902.728213975,46808461.51835657,0.13862032842431826,0.020395334992237852,0.01934740965123418,0.002547768902177447,0.016618101323526677,0.0,0.0,0.0,0.0
static,slow_0p2,285120.0,975.4000000000001,0.7000337088929673,150.0018682075348,0.5999694617180376,0.300019300721621,0.10001123756034153,0.4057055649261728,0.47747403508205755,0.5942944350738272,41.77829804579822,41.7770771960674,41.776568295348305,2.673051866144794,26666334.54501918,10818680.321097324,12732482.35605837,15847654.223921856,2666933.1190454545,46808283.61909094,0.15536970842860567,0.022860391257662597,0.021688293431219294,0.0028933303671457955,0.018585322627908202,0.0,0.0,0.0,0.0
static,slow_0p2,286200.0,979.0000000000001,0.7000380223105926,150.00211046133066,0.5999655537614026,0.3000217705285338,0.10001267571006352,0.4056982450615131,0.4774722766220405,0.5943017549384869,41.77851941314763,41.777142326691276,41.776568295348305,2.6678309715924593,26666291.47882001,10818467.655256059,12732414.901459109,15847823.823563952,2666967.162061256,46808084.22117537,0.17398866178935216,0.025600783587518,0.024296464093362006,0.0032832422277282026,0.020771338924875458,0.0,0.0,0.0,0.0
static,slow_0p2,287280.0,982.6,0.7000428508591724,150.00238218449957,0.5999611790280343,0.3000245353117323,0.10001428566023353,0.40569005205543174,0.47747031046729527,0.5943099479445683,41.77876722462981,41.777215238591,41.776568295348305,2.6624573891239907,26666243.173925664,10818229.581352703,12732339.40725068,15848013.592572961,2667005.2622822537,46807860.92091597,0.1946667925981938,0.02864448239930501,0.027200594754070346,0.003722866728970873,0.023198881823714348,0.0,0.0,0.0,0.0
static,slow_0p2,288360.0,986.2,0.700048251297577,150.00268671245664,0.5999562860692306,0.3000276275776191,0.10001608635315039,0.40568088986512685,0.4774681141007714,0.5943191101348732,41.77904439583993,41.7772967899226,41.776568295348305,2.6569255817017083,26666189.037451614,10817963.29802506,12732254.989966687,15848225.739426553,2667047.8654791927,46807611.06968037,0.21761071064454265,0.032021978289883145,0.030432233203710794,0.004218173566730654,0.025892873548754792,0.0,0.0,0.0,0.0
static,slow_0p2,289440.0,989.8000000000001,0.700054286056536,150.00302772814945,0.5999508182906542,0.3000310830821567,0.10001809862718901,0.40567065287481385,0.4774656628115742,0.5943293471251861,41.77935413419908,41.77738792479452,41.776568295348305,2.6512297619511753,26666128.41474908,10817665.723654883,12732160.678166721,15848462.691094195,2667095.4617916606,46807331.751664706,0.24304531342937805,0.03576647474149188,0.03402606961340007,0.004775803922467576,0.028880621071118554,0.0,0.0,0.0,0.0
static,slow_0p2,290520.0,993.4000000000001,0.7000610237385351,150.0034092949507,0.5999447134977502,0.30003494111756657,0.10002034538468316,0.4056592250554889,0.4774629295098849,0.5943407749445111,41.77969996478884,41.77748968089058,41.776568295348305,2.645363880848355,26666060.583561987,10817333.471610473,12732055.404715577,15848727.111951513,2667148.5896167555,46807019.75992996,0.27121513965614247,0.03991409219918446,0.03802022724231469,0.00540314072328732,0.03219202590186231,0.0,0.0,0.0,0.0
static,slow_0p2,291600.0,997.0000000000001,0.7000685396545814,150.00383589233635,0.5999379034073912,0.30003924482023975,0.10002285177236914,0.4056464790631912,0.477459884529403,0.5943535209368088,41.780085758117764,41.77760319766682,41.776568295348305,2.6393216160400597,26665984.747689765,10816962.823653111,12731937.998494778,15849021.924036654,2667207.839782429,46806671.57060085,0.3023857955951454,0.04450408389138117,0.042456577957336226,0.006108385678388543,0.03585981068570918,0.0,0.0,0.0,0.0
static,slow_0p2,292680.0,1000.6,0.7000769163998275,150.00431245455897,0.599930313123869,0.3000440415010219,0.1000256453751089,0.40563227527250445,0.47745649541679924,0.5943677247274955,41.780515759930175,41.77772972515464,41.776568295348305,2.63309635980976,26665900.030118972,10816549.701406304,12731807.175515326,15849350.328712668,2667273.8600207865,46806283.315115675,0.3368454554243201,0.049579063751799574,0.04738108450756298,0.006900643686649086,0.03991976380933009,0.0,0.0,0.0,0.0
static,slow_0p2,293760.0,1004.2,0.7000862444700802,150.0048444125393,0.599921860577309,0.3000493829990559,0.1000287564236351,0.40561646074198165,0.47745272670767835,0.5943835392580183,41.78099462317089,41.77787063340593,41.776568295348305,2.626681206705415,26665805.46558421,10816089.635784458,12731661.529399695,15849715.829799753,2667347.359756961,46805850.75041087,0.3749064363041353,0.055185246784805644,0.0528441716357093,0.0077900152566280296,0.04441100331753373,0.0,0.0,0.0,0.0
static,slow_0p2,294840.0,1007.8000000000001,0.70009662292125,150.00543773921612,0.5999124559225317,0.30005532606038854,0.1000322180170798,0.40559886810814305,0.47744853968858025,0.594401131891857,41.78152744222298,41.77802742261525,41.776568295348305,2.620068940851164,26665699.992516167,10815577.734275876,12731499.521200629,15850122.258240292,2667429.1152294194,46805369.226920225,0.41690684854172005,0.06137270219701565,0.05890112825729733,0.008787697629928254,0.04937626151509176,0.0,0.0,0.0,0.0
static,slow_0p2,295920.0,1011.4000000000001,0.7001081600738115,150.00609899860885,0.5999020008963667,0.3000619327425618,0.10003606636107142,0.40557931440467887,0.4774438921445615,0.5944206855953211,41.782119789538584,41.77820173395662,41.776568295348305,2.613252022970653,26665582.444331788,10815008.645973528,12731319.46852346,15850573.79835826,2667519.974957796,46804833.654264346,0.463212320732439,0.0681956195955741,0.06561254309742333,0.009906095351812931,0.05486219172158787,0.0,0.0,0.0,0.0
static,slow_0p2,297000.0,1015.0000000000001,0.7001209742643504,150.00683539886793,0.5998903881313782,0.30006927084642004,0.10004034102220176,0.40555759980348627,0.47743873809194726,0.5944424001965137,41.782777754785734,41.77839536117297,41.776568295348305,2.606222577156399,26665451.540018205,10814376.524245959,12731119.533918263,15851075.015772246,2667620.8655744162,46804238.464500755,0.5142177992287754,0.07571258852769439,0.07304477634446577,0.01115894108936757,0.06091969874204718,0.0,0.0,0.0,0.0
static,slow_0p2,298080.0,1018.6,0.7001351946462744,150.0076548496052,0.599877500423951,0.30007741437636537,0.10004508519968355,0.40553350627418805,0.4774330274958679,0.594466493725812,41.783507986636444,41.77861026295748,41.776568295348305,2.5989723774270557,26665305.873959057,10813674.986940319,12730897.712507622,15851630.887018738,2667732.798035857,46803577.57280208,0.5703494206680475,0.08398689160644798,0.08127047006104825,0.01256142755750059,0.06760429471752755,0.0,0.0,0.0,0.0
static,slow_0p2,299160.0,1022.2,0.7001509620417353,150.0085660238179,0.5998632099546672,0.30008644403029683,0.10005034601503587,0.40550679615882634,0.4774267059722572,0.5944932038411737,41.7843177373244,41.778848576167434,41.776568295348305,2.591492834122835,26665143.90494802,10812897.074009527,12730651.818815544,15852246.830938492,2667856.874230774,46802844.33542448,0.632066455583889,0.09308681143424527,0.09036910028576882,0.014130351476861374,0.0749764821278832,0.0,0.0,0.0,0.0
static,slow_0p2,300240.0,1025.8000000000002,0.7001684298467808,150.00957842474367,0.5998473774589019,0.3000964477204495,0.10005617482064842,0.4054772106584983,0.4774197144740353,0.5945227893415017,41.78521491010193,41.779112629912255,41.776568295348305,2.5837749801986414,26664963.944330443,10812035.202456536,12730379.472762687,15852928.741873907,2667994.2940002135,46802031.50482475,0.6998633203207778,0.1030859514974762,0.10042757396537341,0.015884270555472046,0.08310216583393579,0.0,0.0,0.0,0.0
static,slow_0p2,301320.0,1029.4,0.7001877649916952,150.01070245800662,0.5998298513455748,0.3001075211263357,0.10006262752808939,0.40544446822879665,0.47741198896127257,0.5945555317712033,41.786208109728086,41.77940496055821,41.776568295348305,2.575809457484832,26664764.14321001,10811081.118490066,12730078.084793113,15853683.024719942,2668146.3625863777,46801131.18178056,0.7742716535557688,0.11406357116307148,0.1115408740771402,0.01784367455768558,0.0920530961688917,0.0,0.0,0.0,0.0
static,slow_0p2,302400.0,1033.0,0.700209148958414,150.01194950944267,0.5998104667620119,0.30011976828095627,0.10006976495703168,0.40540826288106613,0.47740346005520795,0.5945917371189339,41.78730669612114,41.77972832769399,41.776568295348305,2.567586502997078,26664542.478652444,10810025.846788885,12729744.840097748,15854516.631863559,2668314.498525537,46800134.76436405,0.8558624526953058,0.1261049348598927,0.12381275653622713,0.020031171600159228,0.10190734521962677,0.0,0.0,0.0,0.0
static,slow_0p2,303480.0,1036.6,0.7002327788567964,150.01333202902094,0.5997890446029115,0.30013330219140805,0.10007765320568025,0.4053682623866528,0.47739405267607915,0.5946317376133472,41.78852084130961,41.7800857311016,41.776568295348305,2.559095935389443,26664296.738813702,10808859.636775004,12729376.681899834,15855437.102038698,2668500.242000349,46799032.89361537,0.9452482642436238,0.13930167547423528,0.13735650273353706,0.022471690894996024,0.11274981857796322,0.0,0.0,0.0,0.0
static,slow_0p2,304560.0,1040.2,0.7002588685614133,150.01486362130854,0.5997653904614516,0.30014824549495817,0.10008636404359023,0.40532410638155414,0.4773836856648337,0.5946758936184459,41.78986158981662,41.78048042877917,41.776568295348305,2.550327141658825,26664024.50691445,10807571.90580096,12728970.29376827,15856452.601113493,2668705.2636662507,46797815.39575905,1.0430854209196057,0.15375217192889543,0.15229573181743816,0.025192703245209554,0.12467280499103578,0.0,0.0,0.0,0.0
static,slow_0p2,305640.0,1043.8000000000002,0.7002876499103529,150.01655914296254,0.5997392935206523,0.30016473115158204,0.10009597532776573,0.4052754043691449,0.4773722713888957,0.5947245956308551,41.791340922612,41.78091595606222,41.776568295348305,2.5412690642243496,26663723.143976968,10806151.179162193,12728522.080924952,15857571.964814775,2668931.373965895,46796471.22080258,1.1500763168157255,0.16956194084856682,0.16876527711857195,0.028224460687321297,0.1377765664990014,0.0,0.0,0.0,0.0
static,slow_0p2,306720.0,1047.4,0.7003193739673496,150.0184348077688,0.5997105253831895,0.3001829031738788,0.10010657144293167,0.4052217336189814,0.4773597153323069,0.5947782663810186,41.79297182476728,41.78139614589197,41.776568295348305,2.531910188522119,26663389.770234138,10804585.02685289,12728028.150513312,15858804.743381247,2669180.532944677,46794988.37735308,1.2669717102287315,0.18684404213992709,0.18691213142206925,0.0316002567702815,0.1521699718183591,0.0,0.0,0.0,0.0
