property_id,design_stage,pair_map,diagnostic_only,Q_nuc_delta_kJ,Q_exchange_delta_kJ,Q_transport_delta_kJ,Q_growth_delta_kJ,Q_PR_delta_kJ,Q_closed_delta_kJ,k_nuc_factor,k_exchange_factor,k_transport_factor,k_growth_factor,k_PR_factor,k_closed_factor,Theta_nuc,f_nuc,f_exchange,f_transport,I_low_slow,I_low_PR_slow,Pi_PR,S_closed_growth,A_closed_fraction,M_PR_closed,Gamma_mig,Q_nuc_minus_Q_growth_kJ,Q_nuc_minus_Q_PR_kJ,Q_nuc_minus_Q_transport_kJ,Q_closed_minus_Q_growth_kJ,Q_PR_minus_Q_closed_kJ,log10_kclosed_over_kgrowth,log10_kPR_over_kgrowth,log10_knuc_over_ktransport,R_fast_screen,span_fast_1p5_screen,fast_firing_pass_screen,reduction_TS_screen,span_TS_20_screen,Chen_window_width_C_screen,lower_boundary_present_screen,upper_boundary_present_screen,two_step_pass_screen,high_density_attainment_screen,classification_screen,artifact_flag,topology_parameters_modified
LHS15560,LHS,,False,-94.2576874,58.1903994,-1.35859061,96.1475487,61.313545,-99.0122129,0.0824624674,2.74251041,2.7334024,1.16143764,2.05853193,2.69163273,0.0409575845,0.0393460647,0.960650199,3.7358917e-06,2293.85341,7.20918642e-22,1.89802888e-26,28.4853863,0.1674,0.512545748,0.967542836,-240.405236,-4.70794355,-2.89909678,-421.97119,186.273897,0.365019904,0.24856171,-1.52044725,1.00033913,0,False,0.978189451,0.03,424.033415,False,True,False,False,neither,False,False
LHS15575,LHS,,False,34.2448554,-52.070947,-38.3627783,48.4764847,4.94697033,-81.7452909,11.2842894,0.039987214,8.65202555,1.55603723,0.151938269,5.29643364,1414830.07,0.999999293,5.75344988e-07,1.31453172e-07,39493.5982,7.54164551e-20,5.29079356e-19,28.4370611,0.1674,0.0893106379,0.943689613,-64.2316293,180.161174,162.607634,-357.033204,112.640401,0.531963553,-1.01035281,0.115356421,1.29322675,0.0134548865,False,0.965393568,0.03,417.38122,False,True,False,False,neither,False,False
LHS15588,LHS,,False,-7.37898088,70.0715234,-34.870827,52.8638241,88.2478251,-88.6734662,0.794058487,2.44161145,13.0579059,20.1528797,0.272041734,4.0783608,1.47696882,0.596280748,0.403718989,2.62026294e-07,26690.4949,4.02955101e-22,7.62451668e-26,1.80837417,0.1674,0.254313935,0.570477386,-110.242805,55.2364829,117.491846,-368.348719,202.869431,-0.693851468,-1.86970158,-1.21602104,1.12137768,0,False,0.791435295,0.03,339.910026,False,True,False,False,neither,False,False
LHS15593,LHS,,False,65.6579526,38.2057568,15.0748344,81.5480853,35.6803663,-58.9933094,8.94647211,0.0391811732,13.4587114,18.2095373,0.375560987,0.113697972,24319.5254,0.999958882,4.02443578e-05,8.73174983e-07,39490.5924,2.38507609e-20,7.28547027e-21,0.0554653804,0.1674,0.225513251,0.635468144,-65.8901327,180.840875,140.583118,-367.352823,120.621815,-2.20454619,-1.68561844,-0.177351669,1.20613131,0,False,0.185046587,0.027756988,112.758852,True,True,False,True,neither,False,False
LHS15599,LHS,,False,95.0967778,-73.3249253,-69.5214181,76.1858018,-38.4068854,-76.9888966,3.55352009,0.105733177,0.0819172759,0.263339997,10.0960827,10.5419153,1.11073135e+09,0.999999999,8.99962431e-10,3.45277432e-13,39493.6707,9.295616e-17,1.44681153e-13,383.347158,0.1674,0.567626518,0.991508151,-31.089024,284.366952,254.618196,-379.986127,64.5301508,1.60240269,1.58363607,1.63728327,1.06032308,0,False,0.997466189,0.03,497.611911,False,True,False,False,neither,False,False
LHS15639,LHS,,False,-40.2431948,7.22369319,34.4589992,87.4829631,-61.196869,18.2179972,0.505469989,5.97003392,0.139681969,4.94474077,0.341277003,0.0328953754,9.39183436,0.903770599,0.0962227144,6.6870033e-06,35538.7586,1.0143818e-17,8.88825368e-22,0.0386822303,0.1674,0.102684662,0.86928547,-177.726158,171.816963,15.297806,-296.076394,-53.4667266,-2.17700868,-1.1610365,0.558555028,1.02112061,0,False,0.127082803,0.0190624204,36.8417484,True,True,False,True,neither,False,False
LHS15641,LHS,,False,52.9930404,-48.3889799,72.5441496,70.5667879,10.5259039,-90.0906361,0.0548374829,0.302311587,0.105822661,4.53262717,0.144492334,3.93928808,63894370.9,0.999999984,6.6806524e-09,8.97017836e-09,39493.6697,4.9297951e-20,1.15704431e-17,8.70119664,0.1674,0.0896344973,0.867737493,-67.5737475,193.330425,70.4488908,-387.468852,126.56468,-0.0609322553,-1.49650519,-0.285501165,1.3490422,0.0308281695,False,0.915424235,0.03,385.957004,False,True,False,False,neither,False,False
LHS15646,LHS,,False,18.4151486,-49.1425766,73.6784059,59.0655743,-23.7489819,-65.2740269,15.239399,2.52202372,22.9252606,0.426334074,1.28993815,17.8886431,117.805463,0.991582879,0.000203895466,0.00821322591,39184.3999,4.35985389e-18,8.1175792e-21,338.500821,0.1674,0.328412794,0.984880752,-90.6504257,193.027419,34.7367427,-351.15103,67.4731846,1.62282735,0.480818842,-0.177346444,1.0253952,0,False,0.99627437,0.03,486.17737,False,True,False,False,neither,False,False
LHS15655,LHS,,False,-33.4442945,-20.9723688,23.1709211,-4.20564166,21.8787786,-71.6347107,5.69033238,0.167247428,1.92888212,0.0748449527,12.5781769,26.7198409,384.4448,0.997405595,0.00230659441,0.000287810808,39349.975,1.97623275e-18,4.63086747e-21,2053.29305,0.1674,0.610227815,0.99608948,-79.2386528,95.5402158,33.3847844,-294.240497,119.461629,2.55267135,2.22545518,0.469831947,1.15681324,0,False,0.999412663,0.03,582.841458,False,True,False,False,neither,False,False
LHS15656,LHS,,False,-91.3139975,22.5621193,-40.0670096,42.0195354,40.4612042,-56.6115075,2.25496436,0.0683330078,6.78359784,16.0422534,0.105126535,20.5863258,1.14696586,0.534226408,0.465631073,0.000142519649,24461.9852,1.65985607e-21,7.12735941e-26,8.88509183,0.1674,0.0876507727,0.610031274,-183.333533,19.0880872,38.7530121,-325.442471,123.020851,0.108313469,-2.18355302,-0.478320411,1.16773116,0,False,0.916413345,0.03,364.957386,False,True,False,False,neither,False,False
LHS15681,LHS,,False,-59.368037,47.5223621,-7.02216749,16.2242911,24.7904442,17.6079192,0.802009681,0.923117121,6.11779874,9.70415657,0.0316165206,0.205271755,0.40733239,0.28943581,0.710537252,2.69378584e-05,16501.9121,6.05734984e-22,1.87675944e-26,0.0808099364,0.1674,0.0251397594,0.689277864,-125.592328,66.7048077,37.6541305,-225.4278,33.1306646,-1.6746286,-2.48704372,-0.882415575,1.19961482,0,False,0.17241559,0.0258623385,101.48172,True,True,False,True,neither,False,False
LHS15682,LHS,,False,-90.7479465,74.3712384,-2.81666858,84.5234351,-89.6289885,-84.3734503,3.61629495,0.0980209536,0.739094671,0.124460203,1.6931297,3.77828945,0.00991821455,0.00982080966,0.990171627,7.56304676e-06,518.70581,3.4355008e-18,8.75998056e-23,319.191756,0.1674,0.268751598,0.996162744,-225.271382,149.744331,2.06872207,-395.708314,20.6926013,1.48226472,1.13365972,0.689563774,1.00004835,0,False,0.99587336,0.03,486.94615,False,True,False,False,neither,False,False
LHS15684,LHS,,False,-75.9957131,13.3395385,8.21719579,93.4895131,74.8844184,-2.87326589,10.5064232,0.206893,1.43928343,6.43369116,4.13325174,0.0311062457,0.53006949,0.346434912,0.65242917,0.00113591721,19173.3105,5.60903969e-21,3.90841512e-25,0.0330277351,0.1674,0.581653215,0.841194787,-219.485226,-0.0168426872,5.78709107,-323.174207,103.705824,-2.31561261,-0.192168352,0.863308563,1.00535648,0,False,0.185411919,0.0278117879,33.4681307,True,True,False,True,neither,False,False
LHS15716,LHS,,False,-50.2503747,44.5521329,27.4823943,32.6371899,-92.4043939,-92.6015449,0.540234305,0.614151533,0.445420649,0.0308984193,0.0810302655,9.84291684,2.29017797,0.696065073,0.303912798,2.21291509e-05,29506.8286,1.32547613e-17,6.39594794e-22,2583.69737,0.1674,0.0206763532,0.998699799,-132.887565,193.017308,12.2672311,-352.050163,26.1452906,2.50318755,0.418710999,0.0838118123,1.00581198,0,False,0.998769514,0.03,604.430137,False,True,False,False,neither,False,False
LHS15717,LHS,,False,54.9200939,10.0511322,10.9202483,48.2055215,60.1864817,-72.7328107,0.131479948,0.0477032877,0.063894291,2.42449359,0.364717928,13.8525432,5256066.76,0.99999981,1.9015552e-07,1.00779242e-10,39493.6547,4.77295671e-21,2.66615322e-18,45.1708415,0.1674,0.257308232,0.914809578,-43.2854277,145.596901,133.999846,-347.749761,158.867432,0.756908471,-0.822663929,0.313397469,1.46345228,0.0664397884,False,0.980370838,0.03,431.215784,False,True,False,False,neither,False,False
LHS15718,LHS,,False,84.9845183,46.5720281,47.9560316,81.7028101,-7.55691789,-52.8175653,3.9439457,9.00252153,1.65622825,0.0508945173,4.62720319,10.8839276,567.015981,0.998239486,0.00176038055,1.33292863e-07,39350.9934,5.2383052e-18,1.01723105e-20,1832.88631,0.1674,0.526842922,0.99840074,-46.7182918,243.404725,127.028487,-361.331804,71.208787,2.33011464,1.95864757,0.376810741,1.00282642,0,False,0.999219964,0.03,517.782656,False,True,False,False,neither,False,False
LHS15728,LHS,,False,48.2481943,-65.8228567,30.4013688,46.6562976,-81.4699541,-67.4687136,0.0340350922,0.50505267,0.0579403676,0.500586999,0.196155165,12.8642918,357099145,0.999999997,2.6256311e-09,1.74711634e-10,39493.6705,3.30573867e-17,2.37138909e-14,195.102511,0.1674,0.0528402964,0.980964158,-48.4081033,280.581437,107.846825,-340.93644,11.9468991,1.40990631,-0.406879817,-0.231054314,1.29534719,0.0141149015,False,0.991681934,0.03,471.013597,False,True,False,False,neither,False,False
LHS15730,LHS,,False,-51.228319,15.521628,13.0645292,67.9228147,-63.1592866,9.61276443,1.6816196,0.0395951725,0.326850791,22.5726821,0.147292359,0.218610295,97.2131054,0.989818059,0.0101562161,2.57244826e-05,39057.3933,6.95520139e-18,5.33871603e-21,0.0527618672,0.1674,0.0478386497,0.564621963,-169.151134,162.794257,25.7071518,-285.121479,-46.8239115,-2.01391256,-2.18540295,0.711378219,1.21842518,0,False,0.140929755,0.0211394632,92.6591161,True,True,False,True,neither,False,False
LHS15751,LHS,,False,99.0805774,11.4151314,54.8902562,88.1219598,-53.115256,-93.5040989,15.6502001,11.8450282,26.3160272,0.0466242575,19.4559043,10.3832853,4585.80601,0.999781983,0.000213148407,4.86822585e-06,39468.4333,4.81659211e-16,4.96815798e-18,2525.68229,0.1674,0.597816369,0.99858952,-39.0413824,303.059122,134.190321,-408.437487,66.3369825,2.34772286,2.62043949,-0.225700432,1.00260437,0,False,0.99947972,0.03,582.278918,False,True,False,False,neither,False,False
LHS15778,LHS,,False,-84.6923993,17.9273337,-68.8424409,-8.52686663,-3.60247668,-74.3887378,4.8854767,4.69004926,0.172740167,28.6298693,0.0304084306,22.7190807,0.0182438825,0.0179170067,0.982082976,1.76124822e-08,1949.77926,1.95965186e-22,5.00586102e-27,4.52172558,0.1674,0.0185217194,0.393574128,-126.165533,69.7733663,74.1500417,-292.6733,96.7344007,-0.100428611,-2.97382536,1.45151361,1.12405889,0,False,0.832524853,0.03,369.259064,False,True,False,False,neither,False,False
LHS15799,LHS,,False,-38.6349494,-71.1877926,-48.0301969,59.757218,-87.6825078,21.8305471,0.0977971202,3.05664794,0.0357439367,6.46449271,0.123306163,0.0693410041,43031.0254,0.999976761,2.32379155e-05,5.90950999e-10,39491.8553,3.16158603e-17,4.76248873e-18,0.0517672382,0.1674,0.0323366262,0.811808992,-148.392167,199.910847,99.3952475,-264.738099,-83.5649153,-1.96954432,-1.71954967,0.437123684,1.29524356,0.0140826451,False,0.131772652,0.0197658977,64.2147053,True,True,False,True,neither,False,False
LHS15807,LHS,,False,0.146684685,-4.42082748,39.4199926,-3.2909281,67.5427898,-78.1034346,12.0070709,0.0650245735,6.97489527,0.0400987823,0.0815498386,27.8344747,908.773968,0.998900826,0.000515080829,0.00058409329,39440.0706,6.84268797e-22,9.38677074e-24,4171.54313,0.1674,0.0884380338,0.997912457,-46.5623872,83.4671838,50.7266921,-301.623935,171.594364,2.84145185,0.308291922,0.235899384,1.11185743,0,False,0.9993366,0.03,620.981589,False,True,False,False,neither,False,False
LHS15809,LHS,,False,90.4723486,17.0395434,66.1572049,93.3419044,-44.5376657,-72.0064858,27.1879223,0.0393066938,0.395096048,21.8738037,1.33229228,0.0745133998,236459.835,0.999995771,3.64863787e-06,5.80392282e-07,39493.2529,1.85483588e-17,1.17298883e-17,0.0350698727,0.1674,0.300763155,0.608860744,-52.8695558,285.873303,114.315144,-392.159819,53.4169596,-2.46768993,-1.2153248,1.83767333,1.18122618,0,False,0.144704805,0.0217057208,92.7232731,True,True,False,True,neither,False,False
LHS15845,LHS,,False,26.012319,49.843934,1.32674307,43.786182,-1.418525,31.9465249,0.388725677,0.0385733752,1.54055711,5.30473244,4.29373493,0.0317675428,11511.4869,0.999913138,8.6830755e-05,3.14505703e-08,39488.9379,3.26875646e-18,2.1594736e-19,0.0247490368,0.1674,0.525355442,0.827008758,-67.7738629,178.294133,114.685576,-238.651085,-7.41691037,-2.22267986,-0.0918282541,-0.598034573,1.44960341,0.0621291493,False,0.139801946,0.0209702919,24.6907259,True,True,False,False,neither,False,False
LHS15849,LHS,,False,-86.4710399,71.6900231,64.9760169,-21.9801766,29.2438619,-13.5751645,0.0337933965,0.120992925,13.1927612,0.0417933459,2.75929353,21.7038693,1.42919297,0.58834065,0.401947335,0.00971201469,24820.0158,1.3109197e-19,6.53404093e-24,1902.79923,0.1674,0.510373593,0.997569359,-114.490863,35.1483871,-61.4470568,-218.406416,68.767166,2.71543002,1.81969076,-2.59150386,1.07790715,0,False,0.999224838,0.03,524.763697,False,True,False,False,neither,False,False
LHS15855,LHS,,False,-29.6915697,-4.03986853,15.5309733,27.362023,-26.5029175,-53.1558474,1.25207311,3.60747589,19.691733,3.03333529,0.0700332194,10.8835845,32.9649459,0.97055788,0.0291788178,0.00026330179,38018.4828,2.49858216e-19,5.1388523e-23,22.3063576,0.1674,0.033314015,0.883485406,-107.053593,147.674637,44.777457,-307.329299,52.6010694,0.554851536,-1.63661633,-1.19665425,1.29490522,0.0139773305,False,0.951294167,0.03,383.455123,False,True,False,False,neither,False,False
LHS15861,LHS,,False,41.4720709,21.3128932,-30.3550906,50.502247,65.8661707,-40.0510201,0.0923994173,0.769424902,0.341678457,0.51945608,11.7451388,8.28414638,70148.4334,0.999985745,1.42552375e-05,4.51205293e-11,39492.6466,1.09139435e-19,9.98670368e-19,105.24202,0.1674,0.621587187,0.980698423,-59.0301761,126.469189,161.827161,-317.364696,131.86533,1.20269893,1.35430932,-0.567948365,1.09160732,0,False,0.994039889,0.03,413.45084,False,True,False,False,neither,False,False
LHS15873,LHS,,False,81.010359,40.7913105,-39.7867332,80.614632,38.1513527,-58.6303881,1.98134737,19.4937048,5.62769137,0.163726207,0.0447506758,9.40621585,598.482832,0.998331896,0.00166810411,3.76444362e-10,39357.0727,2.3753953e-21,1.62422497e-23,506.427717,0.1674,0.0396001578,0.994840297,-49.6042731,193.722295,210.797092,-366.056449,122.72988,1.75929674,-0.563318603,-0.453369649,1.00638174,0,False,0.995919712,0.03,480.239708,False,True,False,False,neither,False,False
LHS15891,LHS,,False,-86.5277336,68.759582,11.4172572,19.73755,-23.261507,-21.5465919,4.15432046,0.0619417802,6.40666015,14.1220299,0.154552637,0.100256036,0.0289586316,0.0281436306,0.971392298,0.000464071319,1611.78851,9.33140006e-21,2.40695397e-25,0.0349528254,0.1674,0.0712138741,0.608843238,-156.265284,87.5970622,-7.94499079,-268.09557,24.2332245,-2.1487866,-1.96082071,-0.188131692,1.04017796,0,False,0.11190804,0.016786206,76.3541147,True,True,False,True,neither,False,False
LHS15911,LHS,,False,-45.947773,-64.8318667,-45.6572026,78.6000647,33.7062254,-47.3923453,18.0776448,0.0860007987,0.0975669051,1.61370537,0.216796214,20.2555979,2904.58531,0.999655835,0.000343539666,6.25069321e-07,39469.2116,1.56557192e-20,8.90032425e-22,102.26359,0.1674,0.150340591,0.950810404,-174.547838,71.2092905,89.7094296,-352.803838,107.04671,1.09872082,-0.87177255,2.26783932,1.03760728,0,False,0.9884312,0.03,423.103791,False,True,False,False,neither,False,False
LHS15921,LHS,,False,73.9744308,-41.8831476,-58.4809058,55.8219304,-4.78648084,-81.8798603,11.2359362,0.272792935,2.89217379,0.0673160819,26.9509474,2.29136285,2445833.85,0.999999591,4.0840766e-07,4.50689424e-10,39493.612,2.57489713e-17,2.57859867e-16,297.310934,0.1674,0.62511142,0.997534988,-31.8474996,229.6242,222.455337,-364.513219,103.041519,1.53197504,2.60245521,0.58938488,1.029369,0,False,0.997448861,0.03,483.596144,False,True,False,False,neither,False,False
LHS15959,LHS,,False,-73.1701981,61.6421592,-4.01840168,-20.6550186,-72.3652178,73.6198601,9.02593625,3.34142752,8.06031457,10.750608,27.5425738,0.0397970556,0.00118270516,0.00118130802,0.9988128,5.89188183e-06,88.4606935,1.59970797e-18,4.0531768e-23,0.0081404814,0.1674,0.604911185,0.616581912,-102.515179,150.058309,20.8482036,-132.53655,-120.036938,-2.43158209,0.408571495,0.0491402708,1.01607845,0,False,0.0736753358,0.0110513004,0,True,True,False,False,neither,False,False
LHS15982,LHS,,False,49.268618,38.1304944,13.8080939,83.3110889,-29.3957566,-77.0341912,0.194271775,0.506168698,0.60471253,25.8973826,13.8907841,17.1400155,25444.3883,0.9999607,3.9297145e-05,2.70722298e-09,39491.0104,6.96356889e-17,7.17721674e-18,6.61394479,0.1674,0.592580682,0.553305119,-84.0424708,229.527664,125.460524,-387.156709,73.5865742,-0.179244664,-0.270529113,-0.49313926,1.2410451,0,False,0.94206422,0.03,382.693968,False,True,False,False,neither,False,False
LHS15996,LHS,,False,-55.0623792,71.7933268,-73.3573271,92.1176279,48.5874487,-42.4083458,0.124324417,0.0905275121,25.8399753,0.616742664,0.0639705048,8.60599303,5.82306933,0.853438394,0.146561371,2.34722784e-07,34496.9405,1.29975899e-21,1.4857506e-25,119.600318,0.1674,0.0605263223,0.982081488,-197.180007,47.2134609,108.294948,-361.337402,116.943934,1.144697,-0.984124215,-2.31773566,1.00436018,0,False,0.988012047,0.03,411.81616,False,True,False,False,neither,False,False
LHS16015,LHS,,False,96.9871076,-65.5544933,50.9690129,44.9769301,-19.8713945,-98.7314944,6.53761516,25.3307315,0.786561599,0.0839220229,20.4590298,2.03319192,1482183.38,0.999999325,6.21812358e-07,5.28675341e-08,39493.5374,5.3989256e-17,1.13696268e-16,219.304952,0.1674,0.613038183,0.996724881,2.01017745,267.721791,136.018095,-370.519853,104.808239,1.38430243,2.38700909,0.919686613,1.05160385,0,False,0.996535744,0.03,498.414577,False,True,False,False,neither,False,False
LHS16020,LHS,,False,-20.1396717,-59.5503285,-10.8562042,91.4284303,-74.3450671,2.24098096,0.293102717,0.114473411,0.813729254,5.96966075,0.220372882,0.0557941456,584043.094,0.999998288,1.54403847e-06,1.68161017e-07,39493.5384,2.29491282e-17,4.68281525e-17,0.0611790104,0.1674,0.0625978577,0.849380271,-161.568102,205.068684,80.7165325,-315.998878,-50.6379085,-2.02936102,-1.4327915,-0.443460085,1.09450859,0,False,0.161770108,0.0242655161,66.4365493,True,True,False,True,neither,False,False
LHS16023,LHS,,False,-53.9847768,-0.0859232109,-20.1494898,13.7929833,-3.8265988,-59.2715954,5.38256533,9.5413834,0.238806249,1.44991713,11.5662411,11.4289961,0.337512131,0.25234323,0.747655276,1.49434894e-06,17371.7759,8.39639976e-19,2.41371825e-23,46.8809438,0.1674,0.595931184,0.936036242,-117.77776,100.705111,56.1647129,-299.876007,81.3931362,0.896664904,0.90184906,1.35294362,1.04569504,0,False,0.987450468,0.03,417.646901,False,True,False,False,neither,False,False
LHS16035,LHS,,False,3.79868564,11.7187707,-19.6500195,25.1282252,27.0445213,-93.3334763,0.412134051,0.0562726229,0.0450052288,0.58863006,0.454965779,19.3157901,25129.6243,0.999960208,3.97910167e-05,1.07077318e-09,39491.2846,5.13202357e-20,1.33849508e-20,255.637561,0.1674,0.241589355,0.974721485,-71.3295395,127.617453,113.448705,-345.27313,146.326137,1.51607004,-0.111863705,0.961775524,1.27064062,0.00642465907,False,0.994944502,0.03,526.789726,False,True,False,False,neither,False,False
LHS16049,LHS,,False,20.3279553,-63.6896226,-17.4045716,84.9044394,19.9100029,-79.9428939,0.407517409,2.35818456,2.6195679,0.0944210578,1.86467304,22.9408814,675039.804,0.999998519,1.46071339e-06,2.06785382e-08,39493.5048,3.38996634e-19,4.60126599e-18,2493.85698,0.1674,0.450487695,0.997092762,-114.576484,151.281241,127.732527,-391.658762,125.801036,2.38554124,1.29553383,-0.808083494,1.00866195,0,False,0.999328698,0.03,568.421498,False,True,False,False,neither,False,False
LHS16050,LHS,,False,-52.2534492,-59.9982839,62.2445711,98.6870286,62.5732642,-74.6231184,3.47224768,6.28934965,4.98103801,0.872489659,12.1346838,20.4350809,20.2848367,0.953018197,0.0107809931,0.0362008097,37146.5926,1.23921663e-19,3.46830011e-23,252.812661,0.1674,0.621600295,0.975778631,-200.940478,36.0365755,-24.4980203,-400.121575,163.144522,1.36961607,1.14326817,-0.15670916,1.0053701,0,False,0.997034888,0.03,483.391567,False,True,False,False,neither,False,False
LHS16068,LHS,,False,4.46232218,44.6694335,32.4643025,75.0648945,92.7377014,-75.7447794,0.281623712,0.161544443,25.7664466,4.42091032,15.2222409,11.1817978,1060.6379,0.999058059,0.000920558401,2.13823468e-05,39447.2687,3.8956181e-20,5.03041625e-21,23.8826537,0.1674,0.632603863,0.873559119,-120.602572,62.5879096,61.9980197,-377.621102,194.43062,0.402999927,0.536966885,-1.96138531,1.074945,0,False,0.982162161,0.03,410.946957,False,True,False,False,neither,False,False
LHS16073,LHS,,False,42.6883781,-61.3603456,-46.0974163,73.9652715,-43.7939575,-17.4127634,0.138986839,1.28938639,0.928263917,11.2278495,14.2450298,18.5817363,16963993.3,0.999999941,5.88979547e-08,5.04263722e-11,39493.6631,1.88625747e-16,7.86672137e-15,10.9751293,0.1674,0.586308044,0.729918936,-81.2768934,237.345625,178.785794,-318.189463,-0.433054606,0.218789709,0.10336678,-0.82469779,1.46190572,0.0659584008,False,0.95994412,0.03,325.176414,False,True,False,False,neither,False,False
LHS16110,LHS,,False,-74.8135866,60.1950485,-67.7040885,32.8510098,-88.1264077,96.5276216,0.0824253067,1.45688765,0.040837621,3.84022019,0.53740064,0.0386890361,0.292617081,0.226375688,0.773624312,4.54982126e-10,12446.1872,1.94074806e-17,5.70700352e-22,0.0265750412,0.1674,0.120315983,0.860881049,-157.664596,164.17611,82.8905019,-163.134817,-158.70589,-1.99676822,-0.854057947,0.305000137,1.04694671,0,False,0.0998724774,0.0149808716,27.8296819,True,True,False,True,neither,False,False
LHS16149,LHS,,False,-82.6634257,-49.8748579,14.4549925,93.7314062,-11.5583322,-97.0752672,1.53157682,0.0865050217,0.100290195,2.76169278,2.04779846,3.49004035,620.676798,0.998391447,0.00151936082,8.91920574e-05,39411.6176,3.0635624e-18,1.12561234e-20,15.1362004,0.1674,0.419887695,0.925137391,-226.394832,79.7581954,-7.11841822,-417.618102,111.465075,0.101655082,-0.129888153,1.18388031,1.02264073,0,False,0.960456534,0.03,408.264806,False,True,False,False,neither,False,False
LHS16161,LHS,,False,1.05310116,15.7169783,40.0377831,26.767728,31.7098563,-93.0060168,0.147453108,23.1102196,4.4585504,0.150834413,0.0607156826,6.10226883,102.084715,0.990299241,0.00969631276,4.44647475e-06,38951.1767,4.74889606e-21,5.97833348e-24,317.638725,0.1674,0.0496247365,0.993461972,-75.7146269,120.206534,51.0153181,-346.585173,150.664013,1.6069909,-0.395199556,-1.48053975,1.05196649,0,False,0.994294825,0.03,523.735588,False,True,False,False,neither,False,False
LHS16170,LHS,,False,38.2868085,-7.01337979,45.8817709,71.5642924,66.5929341,-26.6484654,0.0348539973,4.29014414,23.7099458,0.155412926,3.90435476,27.8284134,204144.858,0.999995102,4.38637167e-06,5.12086755e-07,39493.2781,3.47670006e-20,3.86403891e-19,1236.71513,0.1674,0.572816364,0.994831561,-83.277484,122.557163,82.4050376,-325.024186,119.189539,2.25300131,1.40006213,-2.83267797,1.01871031,0,False,0.999016797,0.03,482.970112,False,True,False,False,neither,False,False
LHS16182,LHS,,False,57.1246974,21.386593,-55.4198532,-11.6844708,-87.7768243,-76.3302786,0.0865681997,25.4862331,2.506289,0.131341875,2.26354904,6.92353905,7438.08305,0.999865575,0.000134425156,1.3787227e-11,39482.94,5.83497168e-16,1.4838475e-17,298.206881,0.1674,0.318263369,0.992848919,18.8091682,295.764811,202.544551,-291.457236,14.5015939,1.72192493,1.23638669,-1.46167276,1.45323779,0.0632603965,False,0.995839776,0.03,511.952844,False,True,False,False,neither,False,False
LHS16213,LHS,,False,-5.68864616,-61.6000539,30.7169963,72.9095674,38.0099821,25.3753449,8.11188697,5.53250384,0.101664157,16.8236985,0.039771138,0.205265392,1696.21049,0.999410798,0.000584580395,4.62171533e-06,39439.9288,2.15145054e-21,1.08650544e-22,0.0623450425,0.1674,0.0353879704,0.641882288,-128.598214,107.164661,53.5943575,-274.345651,38.5827768,-1.91360575,-2.62635346,1.90195403,1.2076391,0,False,0.151566802,0.0227350203,89.7255507,True,True,False,True,neither,False,False
LHS16218,LHS,,False,-44.9728934,-62.3350462,33.9954184,57.079537,-75.4604816,-96.285877,24.6111989,0.0520732938,3.07585565,4.25811386,1.00857989,10.2881557,88.4137463,0.988816037,0.000314686913,0.0108692757,39063.245,1.11626247e-16,1.97664631e-19,23.1633981,0.1674,0.21148711,0.86569104,-152.05243,181.350877,11.0316882,-380.176843,46.7735351,0.383120256,-0.625506967,0.903166819,1.11950487,0,False,0.965464356,0.03,442.311108,False,True,False,False,neither,False,False
LHS16238,LHS,,False,-0.124568639,6.91222192,-15.8505779,88.8893278,15.9429817,-59.5110022,0.718910023,11.0277871,4.34326241,7.08812265,8.06648329,12.0807808,78.6479707,0.987444752,0.0125549265,3.21243948e-07,38766.6783,1.77176262e-18,1.09495434e-21,15.8644527,0.1674,0.587117759,0.823889038,-139.013896,134.795739,105.726009,-375.211758,101.402123,0.23156378,0.0561530148,-0.78114153,1.03875677,0,False,0.969924374,0.03,377.278004,False,True,False,False,neither,False,False
LHS16295,LHS,,False,-1.87419863,36.8267148,49.0847018,94.6388031,-48.5188489,-84.660367,0.0863608671,3.58745523,0.955322243,0.34862979,3.49775058,23.149165,178.771566,0.994437385,0.00556121527,1.39967923e-06,39218.2498,6.21109873e-17,6.81081929e-20,742.708289,0.1674,0.445097079,0.989941933,-146.513002,197.507939,39.0410996,-406.110599,62.0896577,1.82217084,1.00142434,-1.0438329,1.00482639,0,False,0.998222515,0.03,533.765282,False,True,False,False,neither,False,False
LHS16315,LHS,,False,86.6714565,66.1431743,41.7362701,89.1356903,46.6463531,99.7207441,14.0160349,0.867132607,8.77227483,12.7611176,0.762753678,0.1220635,421.84018,0.99763504,0.00236358979,1.3699426e-06,39322.9556,2.31380616e-20,1.19290872e-22,0.034596392,0.1674,0.354562707,0.722401258,-52.4642338,190.888392,134.935186,-216.226375,-27.1262514,-2.01930289,-1.2235044,0.20351294,1.07113043,0,False,0.149592459,0.0224388688,46.4654934,True,True,False,True,neither,False,False
LHS16317,LHS,,False,-24.7709161,36.8797053,38.8977349,82.7853854,-80.0395404,-77.4994236,0.161826288,1.10079006,10.8796149,6.67078183,0.109469482,13.269668,53.5677524,0.981674158,0.0182479273,7.79145531e-05,38699.7703,1.56801487e-17,6.61796911e-21,19.8715801,0.1674,0.0309982776,0.827400219,-157.556301,206.131913,26.331349,-387.096237,23.4080227,0.29868332,-1.78488367,-1.82756445,1.04681636,0,False,0.946251361,0.03,410.035108,False,True,False,False,neither,False,False
