growth_mode,G0_nm,T1_C,rho_switch,rho0,first_step_attained,rho1,G1_nm,first_connected_coverage,first_fine_fraction,first_isolation,first_growth_mobility_factor,first_step_budget_h,second_step_budget_h,T2_C,rho2,G2_nm,density_gain,growth_fraction,second_initial_rho_dot,second_initial_dGdt_nm_s,second_final_rho_dot,second_final_dGdt_nm_s,median_E_G,initial_growth_mobility_factor,final_growth_mobility_factor,initial_junction_time_ratio,initial_pinning_time_ratio,final_pinning_time_ratio,initial_pore_junction_occupancy,final_pore_junction_occupancy,initial_pore_line_density_m2,initial_connected_pinning_coverage,initial_migration_drive_ratio,final_connected_coverage,final_mean_radius_nm,final_fine_fraction,final_isolation
baseline,300.0,1300.0,0.8,0.7,True,0.8009999999999996,301.89299864639713,0.6186118989433564,0.481522134211469,0.00407013771589603,1.0,96.0,96.0,1250.0,0.9064262380278886,469.13200995548164,0.10542623802788897,0.553967836481591,4.351512210004986e-06,0.00012072328822471597,2.920295922477589e-08,0.0004393799799130995,0.04411295567878129,1.0,1.0,0.0,0.0,0.0,0.9999999992106229,0.9999998213132238,229974971299398.03,0.6186118989433564,inf,0.10189004470679887,57.85118773232041,0.31436149798791013,0.588317227962981
baseline,300.0,1300.0,0.8,0.7,True,0.8009999999999996,301.89299864639713,0.6186118989433564,0.481522134211469,0.00407013771589603,1.0,96.0,96.0,1275.0,0.9106345895237561,556.6070659064962,0.10963458952375649,0.8437230025279321,6.633829635233459e-06,0.0001992465210458144,2.9346764401761914e-08,0.0005913629978983285,0.03411256076773059,1.0,1.0,0.0,0.0,0.0,0.9999999992106229,0.9999999984493289,229974971299398.03,0.6186118989433564,inf,0.09643324884927117,58.615866691740166,0.305272617450061,0.6435510970882666
baseline,300.0,1300.0,0.8,0.7,True,0.8009999999999996,301.89299864639713,0.6186118989433564,0.481522134211469,0.00407013771589603,1.0,96.0,96.0,1300.0,0.9146704405720493,667.2617447228628,0.11367044057204967,1.210259090852308,9.813706701571751e-06,0.0003236787779335949,2.9030246530557673e-08,0.000757556782567445,0.029521428375033715,1.0,1.0,0.0,0.0,0.0,0.9999999992106229,0.9999999999981638,229974971299398.03,0.6186118989433564,inf,0.09170238755731967,59.39030975324945,0.2963711185398421,0.6931791549984897
baseline,300.0,1300.0,0.85,0.7,True,0.8503901636298666,304.97928154018854,0.3801796026108363,0.4159511215380465,0.05974295463697072,1.0,96.0,96.0,900.0,0.8503905080842323,304.9793110898582,3.444543656971888e-07,9.689074450843612e-08,9.914830924100642e-13,8.4287103263564e-11,1.0029272441682758e-12,8.681371882186071e-11,3.5551233334362182,1.0,1.0,0.0,0.0,0.0,0.9999990733287476,0.9999986223766358,149352910155073.44,0.3801796026108363,inf,0.37654361192767005,51.11433427657504,0.40407928977326385,0.05974402960646704
baseline,300.0,1300.0,0.85,0.7,True,0.8503901636298666,304.97928154018854,0.3801796026108363,0.4159511215380465,0.05974295463697072,1.0,96.0,96.0,925.0,0.8503921283790137,304.97944895057736,1.9647491470431433e-06,5.489238087939525e-07,5.653099928354166e-12,4.771100929577816e-10,5.722902486472765e-12,4.922456942816314e-10,3.5793243977354097,1.0,1.0,0.0,0.0,0.0,0.9999990733287476,0.9999985906171582,149352910155073.44,0.3801796026108363,inf,0.3763241677250495,51.14782838837272,0.4034008404785061,0.05974908644807369
baseline,300.0,1300.0,0.85,0.7,True,0.8503901636298666,304.97928154018854,0.3801796026108363,0.4159511215380465,0.05974295463697072,1.0,96.0,96.0,950.0,0.8504006144385602,304.98016817704877,1.045080869355175e-05,2.907203583640785e-06,3.006428838905482e-11,2.5255917206016097e-09,3.044635494442777e-11,2.6083031102189226e-09,3.5948552656931625,1.0,1.0,0.0,0.0,0.0,0.9999990733287476,0.9999985747893877,149352910155073.44,0.3801796026108363,inf,0.3761781001062181,51.16351296891313,0.4030874107439637,0.059775577471985496
baseline,300.0,1300.0,0.85,0.7,True,0.8503901636298666,304.97928154018854,0.3801796026108363,0.4159511215380465,0.05974295463697072,1.0,96.0,96.0,975.0,0.8504418141295761,304.9836573586218,5.165049970945468e-05,1.4347920328194793e-05,1.4861073352210063e-10,1.2458821878818077e-08,1.504463498611616e-10,1.287846795620468e-08,3.5999442264102584,1.0,1.0,0.0,0.0,0.0,0.9999990733287476,0.9999985771726125,149352910155073.44,0.3801796026108363,inf,0.37598763755288517,51.156989689567936,0.4032393534295789,0.05990434738299885
baseline,300.0,1300.0,0.85,0.7,True,0.8503901636298666,304.97928154018854,0.3801796026108363,0.4159511215380465,0.05974295463697072,1.0,96.0,96.0,1000.0,0.8506247926279017,304.9992346306405,0.000234628998035058,6.542441293453585e-05,6.756074786931075e-10,5.6679142295832073e-08,6.828652190205116e-10,5.8855788413093706e-08,3.586479036342393,1.0,1.0,0.0,0.0,0.0,0.9999990733287476,0.9999985862983735,149352910155073.44,0.3801796026108363,inf,0.37513107291437375,51.12951913781546,0.4038850079711601,0.06047939191740509
baseline,300.0,1300.0,0.85,0.7,True,0.8503901636298666,304.97928154018854,0.3801796026108363,0.4159511215380465,0.05974295463697072,1.0,96.0,96.0,1025.0,0.8513476955225161,305.0621493198164,0.0009575318926494658,0.0002717160956290774,2.7647898627957796e-09,2.3279933126340343e-07,2.778274427435015e-09,2.4705484309934195e-07,3.524927581885355,1.0,1.0,0.0,0.0,0.0,0.9999990733287476,0.9999985379979757,149352910155073.44,0.3801796026108363,inf,0.37118308930807536,51.10835859656182,0.4046698811635932,0.06280210878184474
baseline,300.0,1300.0,0.85,0.7,True,0.8503901636298666,304.97928154018854,0.3801796026108363,0.4159511215380465,0.05974295463697072,1.0,96.0,96.0,1050.0,0.8537542276409515,305.28762338576394,0.0033640640110849107,0.001011025549074116,9.85397231753718e-09,8.355393850508461e-07,9.594211610776371e-09,9.500682454029057e-07,3.3316367401602207,1.0,1.0,0.0,0.0,0.0,0.9999990733287476,0.9999981746540739,149352910155073.44,0.3801796026108363,inf,0.3568671886590221,51.20350489491755,0.4039362536157376,0.07114652134206642
baseline,300.0,1300.0,0.85,0.7,True,0.8503901636298666,304.97928154018854,0.3801796026108363,0.4159511215380465,0.05974295463697072,1.0,96.0,96.0,1075.0,0.8598261507648753,305.98951962750493,0.009435987135008705,0.0033124810387595836,2.9578935656627225e-08,2.5353564016143996e-06,2.4707885036041978e-08,3.3021694257935156e-06,2.8586414449790736,1.0,1.0,0.0,0.0,0.0,0.9999990733287476,0.999996371518175,149352910155073.44,0.3801796026108363,inf,0.31883481853314044,51.66725753221764,0.3976904857171722,0.0969239154868214
baseline,300.0,1300.0,0.85,0.7,True,0.8503901636298666,304.97928154018854,0.3801796026108363,0.4159511215380465,0.05974295463697072,1.0,96.0,96.0,1100.0,0.86979796387923,307.8352111607582,0.019407800249363394,0.009364339787761383,7.396624750165758e-08,6.437940136043757e-06,3.981495366502561e-08,9.898092659312952e-06,2.0516435518569796,1.0,1.0,0.0,0.0,0.0,0.9999990733287476,0.9999882499567095,149352910155073.44,0.3801796026108363,inf,0.255555640606541,52.666327558248874,0.38334828535426013,0.15737495109556213
baseline,300.0,1300.0,0.85,0.7,True,0.8503901636298666,304.97928154018854,0.3801796026108363,0.4159511215380465,0.05974295463697072,1.0,96.0,96.0,1125.0,0.880082372880374,312.04873011965213,0.029692209250507418,0.023180094542035384,1.5770532753641092e-07,1.4013335286899432e-05,4.1170164549773005e-08,2.564615549354654e-05,1.1651657969662659,1.0,1.0,0.0,0.0,0.0,0.9999990733287476,0.9999649125497235,149352910155073.44,0.3801796026108363,inf,0.1944737986635612,53.88748980120945,0.36602393909577524,0.24851746574707753
baseline,300.0,1300.0,0.85,0.7,True,0.8503901636298666,304.97928154018854,0.3801796026108363,0.4159511215380465,0.05974295463697072,1.0,96.0,96.0,1150.0,0.8880092089684515,320.87928885816217,0.037619045338584844,0.05213471301288515,2.9877362054473475e-07,2.727678090102218e-05,3.459852917651669e-08,5.77489373812413e-05,0.5326922895848288,1.0,1.0,0.0,0.0,0.0,0.9999990733287476,0.999940307398668,149352910155073.44,0.3801796026108363,inf,0.154100087717507,54.94824358604464,0.35145590502508894,0.3393583216827667
baseline,300.0,1300.0,0.85,0.7,True,0.8503901636298666,304.97928154018854,0.3801796026108363,0.4159511215380465,0.05974295463697072,1.0,96.0,96.0,1175.0,0.8938230942915072,337.681817884142,0.043432930661640556,0.10722871461563231,5.220857764567159e-07,4.9345324033916604e-05,2.9419930419298414e-08,0.00011225531299155555,0.2248797436867524,1.0,1.0,0.0,0.0,0.0,0.9999990733287476,0.9999490806293772,149352910155073.44,0.3801796026108363,inf,0.13050033276085332,55.795191464522844,0.3401979950417817,0.4150417333290885
baseline,300.0,1300.0,0.85,0.7,True,0.8503901636298666,304.97928154018854,0.3801796026108363,0.4159511215380465,0.05974295463697072,1.0,96.0,96.0,1200.0,0.8985174318031302,366.50122954061413,0.048127268173263515,0.20172500797343035,8.629915109348005e-07,8.520071099683074e-05,2.7296474171679795e-08,0.0001929874821454926,0.10558861123875482,1.0,1.0,0.0,0.0,0.0,0.9999990733287476,0.9999800409941927,149352910155073.44,0.3801796026108363,inf,0.11641270552224273,56.524366241005986,0.3307860212523881,0.47942040801765595
baseline,300.0,1300.0,0.85,0.7,True,0.8503901636298666,304.97928154018854,0.3801796026108363,0.4159511215380465,0.05974295463697072,1.0,96.0,96.0,1225.0,0.9027630642873512,411.47508459314446,0.05237290065748457,0.3491902876652376,1.3698083080528043e-06,0.00014273067328964917,2.7202871655324087e-08,0.00030054671985723394,0.060257044682343,1.0,1.0,0.0,0.0,0.0,0.9999990733287476,0.9999970226779235,149352910155073.44,0.3801796026108363,inf,0.10743297562421336,57.22110361414266,0.32204062880270945,0.538300714648315
baseline,300.0,1300.0,0.85,0.7,True,0.8503901636298666,304.97928154018854,0.3801796026108363,0.4159511215380465,0.05974295463697072,1.0,96.0,96.0,1250.0,0.9068771452833686,476.07708429736175,0.056486981653501966,0.5610145118484937,2.106145649923601e-06,0.00023433949137411514,2.7910939310008865e-08,0.00043217338331494277,0.04165628754649216,1.0,1.0,0.0,0.0,0.0,0.9999990733287476,0.9999998722627776,149352910155073.44,0.3801796026108363,inf,0.10107050254279788,57.93265506902363,0.31336096105244554,0.5943707280626377
baseline,300.0,1300.0,0.85,0.7,True,0.8503901636298666,304.97928154018854,0.3801796026108363,0.4159511215380465,0.05974295463697072,1.0,96.0,96.0,1275.0,0.9109317684293302,562.6633874308102,0.06054160479946358,0.8449233160668503,3.1534277967049815e-06,0.00037951796317558677,2.8474102532799348e-08,0.000583603402486241,0.033314428230876575,1.0,1.0,0.0,0.0,0.0,0.9999990733287476,0.9999999988853432,149352910155073.44,0.3801796026108363,inf,0.09593953345652356,58.67200231006258,0.304611321111899,0.6473293226422261
baseline,300.0,1300.0,0.85,0.7,True,0.8503901636298666,304.97928154018854,0.3801796026108363,0.4159511215380465,0.05974295463697072,1.0,96.0,96.0,1300.0,0.914866985873748,672.4178862185671,0.0644768222438814,1.204798577866541,4.6136197293407275e-06,0.0006089082861387423,2.8427198737738394e-08,0.0007499176642705611,0.029173432037990818,1.0,1.0,0.0,0.0,0.0,0.9999990733287476,0.999999999998661,149352910155073.44,0.3801796026108363,inf,0.0913869914593772,59.42902766263458,0.2959349723536043,0.6954965554844109
baseline,300.0,1350.0,0.75,0.7,True,0.7500000000000001,300.94881031032713,0.7466490161863288,0.5329571906851593,0.0002403117128189276,1.0,96.0,96.0,900.0,0.7500001168914399,300.948812169663,1.1689143974979999e-07,6.178246184639976e-09,2.2634646598192075e-13,2.089924727584018e-12,4.2951342942351207e-13,8.903518991023465e-12,19.402612081870764,1.0,1.0,0.0,0.0,0.0,0.9999999999997358,0.9999522574941924,319774314411095.5,0.7466490161863288,inf,0.5573343352242408,69.60924387567937,0.1830936016121749,0.0002403132730257493
baseline,300.0,1350.0,0.75,0.7,True,0.7500000000000001,300.94881031032713,0.7466490161863288,0.5329571906851593,0.0002403117128189276,1.0,96.0,96.0,925.0,0.7500006762195982,300.9488212659917,6.762195980947183e-07,3.640374766222262e-08,1.2831648831804155e-12,1.1803594879412305e-11,2.501567151976627e-12,5.305657980945478e-11,19.083176012611723,1.0,1.0,0.0,0.0,0.0,0.9999999999997358,0.9999312178168865,319774314411095.5,0.7466490161863288,inf,0.5507784440150216,70.80346760503838,0.17637501953553747,0.0002403207387905191
baseline,300.0,1350.0,0.75,0.7,True,0.7500000000000001,300.94881031032713,0.7466490161863288,0.5329571906851593,0.0002403117128189276,1.0,96.0,96.0,950.0,0.750003638183856,300.94886981023814,3.6381838558474655e-06,1.9770774618500464e-07,6.809276418784798e-12,6.256188420995328e-11,1.3534595898809304e-11,2.903401175210527e-10,18.93063101954666,1.0,1.0,0.0,0.0,0.0,0.9999999999997358,0.9999174349149186,319774314411095.5,0.7466490161863288,inf,0.5474093248678705,71.42758107404303,0.17301603585833727,0.00024036027817388647
baseline,300.0,1350.0,0.75,0.7,True,0.7500000000000001,300.94881031032713,0.7466490161863288,0.5329571906851593,0.0002403117128189276,1.0,96.0,96.0,975.0,0.7500182294832403,300.94910821803705,1.8229483240150834e-05,9.898949579299808e-07,3.3923138452530195e-11,3.121434910485669e-10,6.809056647944388e-11,1.4586088458202045e-09,18.960362990246416,1.0,1.0,0.0,0.0,0.0,0.9999999999997358,0.9999181530652431,319774314411095.5,0.7466490161863288,inf,0.5475589568651267,71.39544010528552,0.17318663199333087,0.0002405551529882033
baseline,300.0,1350.0,0.75,0.7,True,0.7500000000000001,300.94881031032713,0.7466490161863288,0.5329571906851593,0.0002403117128189276,1.0,96.0,96.0,1000.0,0.750085064049202,300.9501843149559,8.506404920194388e-05,4.565575877642472e-06,1.5901986268600634e-10,1.4697969085659655e-09,3.180983358564783e-10,6.712489068567382e-09,19.183145896488554,1.0,1.0,0.0,0.0,0.0,0.9999999999997358,0.99993426842505,319774314411095.5,0.7466490161863288,inf,0.5515313163105957,70.64074294784636,0.17726806381546253,0.0002414497860471147
baseline,300.0,1350.0,0.75,0.7,True,0.7500000000000001,300.94881031032713,0.7466490161863288,0.5329571906851593,0.0002403117128189276,1.0,96.0,96.0,1025.0,0.7503687765916546,300.9546350091507,0.00036877659165446275,1.935445040492938e-05,7.022419926150127e-10,6.5422919093926064e-09,1.3727823176994224e-09,2.8161997742588504e-08,19.596722759584626,1.0,1.0,0.0,0.0,0.0,0.9999999999997358,0.9999585394453211,319774314411095.5,0.7466490161863288,inf,0.5594807855298161,69.12147360917723,0.18595677467328736,0.0002452846807633038
baseline,300.0,1350.0,0.75,0.7,True,0.7500000000000001,300.94881031032713,0.7466490161863288,0.5329571906851593,0.0002403117128189276,1.0,96.0,96.0,1050.0,0.7514754872238627,300.9714269126515,0.0014754872238625927,7.515099428721766e-05,2.9189386000960677e-09,2.7520883306234476e-08,5.405853511859714e-09,1.0696664900456837e-07,20.149475883557855,1.0,1.0,0.0,0.0,0.0,0.9999999999997358,0.9999801419758962,319774314411095.5,0.7466490161863288,inf,0.5708785868711033,66.83116001049396,0.20038869375868756,0.00026083495946175727
baseline,300.0,1350.0,0.75,0.7,True,0.7500000000000001,300.94881031032713,0.7466490161863288,0.5329571906851593,0.0002403117128189276,1.0,96.0,96.0,1075.0,0.7553726330881928,301.0291441501549,0.005372633088192691,0.00026693522976517975,1.1363990881359193e-08,1.0896203145022829e-07,1.89658253406217e-08,3.6697966644400173e-07,20.61431340292378,1.0,1.0,0.0,0.0,0.0,0.9999999999997358,0.99999265263557,319774314411095.5,0.7466490161863288,inf,0.5827450193347108,63.832828799962066,0.22219130104753573,0.00032386699465659544
baseline,300.0,1350.0,0.75,0.7,True,0.7500000000000001,300.94881031032713,0.7466490161863288,0.5329571906851593,0.0002403117128189276,1.0,96.0,96.0,1100.0,0.7674425536664292,301.21491067409943,0.017442553666429106,0.0008842047373369009,4.093734922175337e-08,4.0154657550049547e-07,5.785715007839104e-08,1.1872406017169925e-06,20.253739162355174,1.0,1.0,0.0,0.0,0.0,0.9999999999997358,0.9999973841874199,319774314411095.5,0.7466490161863288,inf,0.5850244778752787,60.268160085699186,0.2538292701663388,0.0006330660223295107
baseline,300.0,1350.0,0.75,0.7,True,0.7500000000000001,300.94881031032713,0.7466490161863288,0.5329571906851593,0.0002403117128189276,1.0,96.0,96.0,1125.0,0.8023598467854376,301.9323485426842,0.05235984678543748,0.0032681246732389584,1.3339245389059308e-07,1.348144722574547e-06,1.8673125574103983e-07,5.6666633951829225e-06,17.338697130644285,1.0,1.0,0.0,0.0,0.0,0.9999999999997358,0.9999982099382557,319774314411095.5,0.7466490161863288,inf,0.5377649598027937,55.92433823637066,0.3060279873754116,0.004388135977886941
baseline,300.0,1350.0,0.75,0.7,True,0.7500000000000001,300.94881031032713,0.7466490161863288,0.5329571906851593,0.0002403117128189276,1.0,96.0,96.0,1150.0,0.8685983610948621,307.2151928418195,0.11859836109486199,0.020822087733228436,3.8090233180709753e-07,4.001003686694009e-06,1.4909365018482325e-07,4.108638730977717e-05,8.62430293901853,1.0,1.0,0.0,0.0,0.0,0.9999999999997358,0.9999527912911835,319774314411095.5,0.7466490161863288,inf,0.25065575477869856,55.10268917728164,0.3346590552629929,0.14873775824756075
baseline,300.0,1350.0,0.75,0.7,True,0.7500000000000001,300.94881031032713,0.7466490161863288,0.5329571906851593,0.0002403117128189276,1.0,96.0,96.0,1175.0,0.8887223607855428,323.2509209051426,0.13872236078554268,0.07410599354693702,9.277832548284412e-07,1.0233497062241871e-05,5.2413093420818535e-08,0.00010850197912642654,1.1642838590395188,1.0,1.0,0.0,0.0,0.0,0.9999999999997358,0.9999200119977275,319774314411095.5,0.7466490161863288,inf,0.1494259716886047,55.65795351800563,0.33804952629711627,0.34829651440588194
baseline,300.0,1350.0,0.75,0.7,True,0.7500000000000001,300.94881031032713,0.7466490161863288,0.5329571906851593,0.0002403117128189276,1.0,96.0,96.0,1200.0,0.8963443459348526,352.690124635029,0.14634434593485246,0.17192729312120614,1.924248665542403e-06,2.25562347996406e-05,3.498269972866667e-08,0.00019741245049797616,0.208290615137314,1.0,1.0,0.0,0.0,0.0,0.9999999999997358,0.9999660827164423,319774314411095.5,0.7466490161863288,inf,0.12250840466379412,56.31597755788302,0.3325764271060491,0.449400826559659
baseline,300.0,1350.0,0.75,0.7,True,0.7500000000000001,300.94881031032713,0.7466490161863288,0.5329571906851593,0.0002403117128189276,1.0,96.0,96.0,1225.0,0.901561700836216,398.75419382636403,0.1515617008362159,0.32499009853264965,3.493448663286507e-06,4.41147236230442e-05,3.0877778839531057e-08,0.00030986543910061913,0.07843416769353759,1.0,1.0,0.0,0.0,0.0,0.9999999999997358,0.999994830816512,319774314411095.5,0.7466490161863288,inf,0.11004755819818646,57.04702773103304,0.32404435994103326,0.5216766934911051
baseline,300.0,1350.0,0.75,0.7,True,0.7500000000000001,300.94881031032713,0.7466490161863288,0.5329571906851593,0.0002403117128189276,1.0,96.0,96.0,1250.0,0.9061313718739316,464.7726468268371,0.15613137187393145,0.5443578140334928,5.772406138731353e-06,7.970263242776675e-05,3.008746065540426e-08,0.0004440242210627661,0.04611411927820571,1.0,1.0,0.0,0.0,0.0,0.9999999999997358,0.9999997786689119,319774314411095.5,0.7466490161863288,inf,0.1024309738045276,57.805028034408124,0.3148822256521133,0.5843439794424415
baseline,300.0,1350.0,0.75,0.7,True,0.7500000000000001,300.94881031032713,0.7466490161863288,0.5329571906851593,0.0002403117128189276,1.0,96.0,96.0,1275.0,0.9104451109022264,552.8221446169895,0.16044511090222624,0.8369308190550413,8.968803408428043e-06,0.00013755052707263468,2.991859856575872e-08,0.0005963030696582292,0.03481613147328512,1.0,1.0,0.0,0.0,0.0,0.9999999999997358,0.9999999980938695,319774314411095.5,0.7466490161863288,inf,0.0967501170661867,58.58140116700087,0.3056702468203527,0.6411327380806102
baseline,300.0,1350.0,0.75,0.7,True,0.7500000000000001,300.94881031032713,0.7466490161863288,0.5329571906851593,0.0002403117128189276,1.0,96.0,96.0,1300.0,0.9145474251299148,664.0651485208318,0.16454742512991472,1.2065717682554475,1.338513238047847e-05,0.000231676951774014,2.94141594375256e-08,0.0007623430056176142,0.02984955986777724,1.0,1.0,0.0,0.0,0.0,0.9999999999997358,0.9999999999977698,319774314411095.5,0.7466490161863288,inf,0.09190098873020425,59.36575384086358,0.2966507431292943,0.6917237309901306
baseline,300.0,1350.0,0.8,0.7,True,0.8009999999999997,302.4928605906584,0.619313070064315,0.481543877088143,0.004070137715896056,1.0,96.0,96.0,900.0,0.80100012659786,302.49286378479957,1.2659786030599918e-07,1.055939363321347e-08,3.2029373644987627e-13,6.694600017916623e-12,4.1039166701402995e-13,1.1915633088339201e-11,12.044453898996863,1.0,1.0,0.0,0.0,0.0,0.9999999992744594,0.9999978344727182,229985355697297.5,0.619313070064315,inf,0.5375676747920851,56.73521372017597,0.2984544647936345,0.0040701662256345614
baseline,300.0,1350.0,0.8,0.7,True,0.8009999999999997,302.4928605906584,0.619313070064315,0.481543877088143,0.004070137715896056,1.0,96.0,96.0,925.0,0.8010007272530073,302.492879045198,7.272530075930206e-07,6.100818235363744e-08,1.8233067684900554e-12,3.795864138624113e-11,2.372457751455917e-12,6.963297596570152e-11,11.98186566624356,1.0,1.0,0.0,0.0,0.0,0.9999999992744594,0.9999971006300789,229985355697297.5,0.619313070064315,inf,0.5338034484955274,57.27206405864845,0.2917774918925488,0.0040703014954113865
baseline,300.0,1350.0,0.8,0.7,True,0.8009999999999997,302.4928605906584,0.619313070064315,0.481543877088143,0.004070137715896056,1.0,96.0,96.0,950.0,0.8010039012467031,302.49295987738583,3.90124670335279e-06,3.2822833323656985e-07,9.72043239917127e-12,2.0196480102607712e-10,1.2782895616906041e-11,3.772084274211729e-10,11.951357602716714,1.0,1.0,0.0,0.0,0.0,0.9999999992744594,0.9999966255007804,229985355697297.5,0.619313070064315,inf,0.5318096609922,57.55846445182428,0.28830940918347353,0.0040710163649577856
baseline,300.0,1350.0,0.8,0.7,True,0.8009999999999997,302.4928605906584,0.619313070064315,0.481543877088143,0.004070137715896056,1.0,96.0,96.0,975.0,0.8010195729590303,302.49335846160193,1.95729590305449e-05,1.645893204142191e-06,4.8648256153495075e-11,1.010868164815825e-09,6.426161045838776e-11,1.8945014558950264e-09,11.95953917871601,1.0,1.0,0.0,0.0,0.0,0.9999999992744594,0.9999966396143377,229985355697297.5,0.619313070064315,inf,0.5318342584849004,57.54878611156543,0.2884272709698948,0.004074547893321887
baseline,300.0,1350.0,0.8,0.7,True,0.8009999999999997,302.4928605906584,0.619313070064315,0.481543877088143,0.004070137715896056,1.0,96.0,96.0,1000.0,0.8010918744339738,302.4951880172032,9.187443397407069e-05,7.69415364139446e-06,2.288114306957633e-10,4.765561478148943e-09,3.0135194433346115e-10,8.81759032962306e-09,12.0073437508815,1.0,1.0,0.0,0.0,0.0,0.9999999992744594,0.9999971942188939,229985355697297.5,0.619313070064315,inf,0.5340518257823434,57.201044852526515,0.2926578861567369,0.004090880154111908
baseline,300.0,1350.0,0.8,0.7,True,0.8009999999999997,302.4928605906584,0.619313070064315,0.481543877088143,0.004070137715896056,1.0,96.0,96.0,1025.0,0.8014031083485474,302.5030072559472,0.0004031083485477316,3.3543486841269454e-05,1.0101452612642015e-09,2.1140844412482437e-08,1.3172376428599978e-09,3.8068378613020066e-08,12.080603835036277,1.0,1.0,0.0,0.0,0.0,0.9999999992744594,0.999998092637287,229985355697297.5,0.619313070064315,inf,0.5383838880502801,56.46537520598976,0.30195048891241005,0.00416193274914211
baseline,300.0,1350.0,0.8,0.7,True,0.8009999999999997,302.4928605906584,0.619313070064315,0.481543877088143,0.004070137715896056,1.0,96.0,96.0,1050.0,0.8026524293987063,302.5343432650591,0.0016524293987065786,0.00013713604453241229,4.16275175616255e-09,8.77992066215033e-08,5.386376234673427e-09,1.5446569611327714e-07,12.112940693680212,1.0,1.0,0.0,0.0,0.0,0.9999999992744594,0.9999989843464963,229985355697297.5,0.619313070064315,inf,0.5436463658035032,55.25766137535521,0.3183361891348224,0.004459725479795145
baseline,300.0,1350.0,0.8,0.7,True,0.8009999999999997,302.4928605906584,0.619313070064315,0.481543877088143,0.004070137715896056,1.0,96.0,96.0,1075.0,0.8073776203516361,302.6570822500954,0.006377620351636359,0.000542894331840981,1.580484513018516e-08,3.371186271854414e-07,2.1172701604449518e-08,6.317570489135345e-07,11.852201127152387,1.0,1.0,0.0,0.0,0.0,0.9999999992744594,0.999999565891963,229985355697297.5,0.619313070064315,inf,0.5433179139673516,53.461229822020144,0.345953030300759,0.0057907391906213265
baseline,300.0,1350.0,0.8,0.7,True,0.8009999999999997,302.4928605906584,0.619313070064315,0.481543877088143,0.004070137715896056,1.0,96.0,96.0,1100.0,0.8246314992740146,303.21169202560134,0.023631499274014867,0.0023763583495469615,5.398429988884908e-08,1.1694169665670957e-06,8.256348251351175e-08,3.3803999793387245e-06,10.437557087502489,1.0,1.0,0.0,0.0,0.0,0.9999999992744594,0.9999996380553428,229985355697297.5,0.619313070064315,inf,0.49753015325850247,51.5585169368509,0.383299626205508,0.01496240731509065
baseline,300.0,1350.0,0.8,0.7,True,0.8009999999999997,302.4928605906584,0.619313070064315,0.481543877088143,0.004070137715896056,1.0,96.0,96.0,1125.0,0.8610438571613293,305.97061298955254,0.06004385716132954,0.01149697348923664,1.6057383043514463e-07,3.5506832972211095e-06,1.1568496708499784e-07,1.7718400568587068e-05,6.112882883342035,1.0,1.0,0.0,0.0,0.0,0.9999999992744594,0.9999931066817601,229985355697297.5,0.619313070064315,inf,0.3068349142665203,52.51176261578367,0.38067050264079205,0.10300893604262999
baseline,300.0,1350.0,0.8,0.7,True,0.8009999999999997,302.4928605906584,0.619313070064315,0.481543877088143,0.004070137715896056,1.0,96.0,96.0,1150.0,0.8821793841278143,313.7737495393119,0.08117938412781456,0.03729307503861759,4.049387042389256e-07,9.197557862597185e-06,6.164236948174948e-08,5.1805206863856485e-05,1.8463240340780662,1.0,1.0,0.0,0.0,0.0,0.9999999992744594,0.9999538149982262,229985355697297.5,0.619313070064315,inf,0.18249657696887417,54.3433433845093,0.35858245594188665,0.27090531957654496
baseline,300.0,1350.0,0.8,0.7,True,0.8009999999999997,302.4928605906584,0.619313070064315,0.481543877088143,0.004070137715896056,1.0,96.0,96.0,1175.0,0.8915624206132524,330.0858890774497,0.0905624206132527,0.09121877598338077,8.656190939632946e-07,2.0348536149617008e-05,3.855383093026364e-08,0.00011075023857062264,0.4594126779379138,1.0,1.0,0.0,0.0,0.0,0.9999999992744594,0.9999418173335238,229985355697297.5,0.619313070064315,inf,0.1390571814907427,55.49735595068531,0.3439103869092006,0.38491110030710785
baseline,300.0,1350.0,0.8,0.7,True,0.8009999999999997,302.4928605906584,0.619313070064315,0.481543877088143,0.004070137715896056,1.0,96.0,96.0,1200.0,0.8973825829589978,358.8987016832936,0.09638258295899804,0.1864699913330026,1.6151835077854081e-06,3.965139705468755e-05,3.115023918618374e-08,0.00019534275627400562,0.14745392301813465,1.0,1.0,0.0,0.0,0.0,0.9999999992744594,0.9999741758315264,229985355697297.5,0.619313070064315,inf,0.11966221689066049,56.34937006978254,0.33301247950391494,0.4637109064172511
baseline,300.0,1350.0,0.8,0.7,True,0.8009999999999997,302.4928605906584,0.619313070064315,0.481543877088143,0.004070137715896056,1.0,96.0,96.0,1225.0,0.9020908090693164,404.23974923169817,0.10109080906931667,0.3363612894610642,2.7373928826271284e-06,7.09205354993433e-05,2.9227993626744268e-08,0.00030571179284700746,0.06952793276788016,1.0,1.0,0.0,0.0,0.0,0.9999999992744594,0.9999959689564005,229985355697297.5,0.619313070064315,inf,0.10891946727835417,57.10651525692566,0.3234899502324143,0.5290064087545291
