material_id,Q_GB_diffusion,D_GB_prefactor,Q_surface_diffusion,D_surface_prefactor,Q_disconnection_nucleation,v_star,nu0_nucleation,Q_exchange,tau_exchange_prefactor,Q_transport,tau_transport_prefactor,stress_concentration,gamma_s,gamma_GB,zeta_eta_ratio,event_strain,pore_radius0,pore_ln_sigma,G0,rho0,PR_prefactor,PR_partition,activity_form,ablation_mode
E0102,500000.0,2e-05,625000.0,0.0002,650000.0,5e-28,30000000000000.0,425000.0,2e-10,550000.0,0.002,60,1.0,0.35,2,0.004,5.0000000000000004e-08,0.65,3.0000000000000004e-07,0.7,0.002,GB_to_TJ,serial_fraction,full_material_model
E0103,575000.0,2e-05,325000.0,0.0002,550000.0,3e-29,30000000000000.0,325000.0,2e-10,450000.0,0.002,3,1.0,0.35,0.25,0.004,1.5000000000000002e-08,0.95,2.2500000000000002e-07,0.75,0.0002,large_pore_tail,serial_fraction,full_material_model
E0104,650000.0,2e-05,550000.0,0.0002,450000.0,2e-28,30000000000000.0,325000.0,2e-10,450000.0,0.002,30,1.0,0.35,1,0.004,3.5e-08,0.35,1.5000000000000002e-07,0.65,0.0002,isolation,serial_fraction,full_material_model
E0105,425000.0,2e-05,325000.0,0.0002,400000.0,5e-28,30000000000000.0,245000.0,2e-10,360000.0,0.002,3,1.0,0.35,2,0.004,5.0000000000000004e-08,0.95,1.0000000000000001e-07,0.75,2e-05,GB_to_TJ,serial_fraction,full_material_model
E0106,500000.0,2e-05,550000.0,0.0002,650000.0,3e-29,30000000000000.0,180000.0,2e-10,280000.0,0.002,30,1.0,0.35,0.25,0.004,1.5000000000000002e-08,0.35,7.500000000000001e-08,0.65,2e-06,large_pore_tail,serial_fraction,full_material_model
E0107,575000.0,2e-05,250000.0,0.0002,550000.0,8e-29,30000000000000.0,425000.0,2e-10,550000.0,0.002,1,1.0,0.35,0.5,0.004,2.2000000000000002e-08,0.65,5.0000000000000004e-08,0.7,0.002,isolation,serial_fraction,full_material_model
E0108,650000.0,2e-05,475000.0,0.0002,450000.0,5e-28,30000000000000.0,425000.0,2e-10,550000.0,0.002,10,1.0,0.35,2,0.004,5.0000000000000004e-08,0.35,5.0000000000000004e-08,0.65,0.002,smoothing,serial_fraction,full_material_model
E0109,350000.0,2e-05,700000.0,0.0002,350000.0,3e-29,30000000000000.0,325000.0,2e-10,450000.0,0.002,60,1.0,0.35,0.25,0.004,1.5000000000000002e-08,0.65,3.0000000000000004e-07,0.7,0.0002,balanced,serial_fraction,full_material_model
E0110,500000.0,2e-05,400000.0,0.0002,600000.0,8e-29,30000000000000.0,245000.0,2e-10,360000.0,0.002,10,1.0,0.35,0.5,0.004,2.2000000000000002e-08,0.95,2.2500000000000002e-07,0.75,2e-05,isolation,serial_fraction,full_material_model
E0111,575000.0,2e-05,625000.0,0.0002,500000.0,2e-28,30000000000000.0,180000.0,2e-10,280000.0,0.002,60,1.0,0.35,1,0.004,3.5e-08,0.65,1.5000000000000002e-07,0.7,2e-06,smoothing,serial_fraction,full_material_model
E0112,650000.0,2e-05,400000.0,0.0002,450000.0,3e-29,30000000000000.0,180000.0,2e-10,280000.0,0.002,3,1.0,0.35,0.25,0.004,1.5000000000000002e-08,0.95,1.0000000000000001e-07,0.75,2e-06,balanced,serial_fraction,full_material_model
E0113,350000.0,2e-05,625000.0,0.0002,350000.0,8e-29,30000000000000.0,425000.0,2e-10,550000.0,0.002,30,1.0,0.35,0.5,0.004,2.2000000000000002e-08,0.35,7.500000000000001e-08,0.65,0.002,GB_to_TJ,serial_fraction,full_material_model
E0114,425000.0,2e-05,325000.0,0.0002,600000.0,2e-28,30000000000000.0,325000.0,2e-10,450000.0,0.002,1,1.0,0.35,1,0.004,3.5e-08,0.95,7.500000000000001e-08,0.75,0.0002,large_pore_tail,serial_fraction,full_material_model
E0115,575000.0,2e-05,550000.0,0.0002,500000.0,5e-28,30000000000000.0,245000.0,2e-10,360000.0,0.002,30,1.0,0.35,2,0.004,5.0000000000000004e-08,0.35,5.0000000000000004e-08,0.65,2e-05,balanced,serial_fraction,full_material_model
E0116,650000.0,2e-05,250000.0,0.0002,400000.0,8e-29,30000000000000.0,245000.0,2e-10,360000.0,0.002,1,1.0,0.35,0.5,0.004,2.2000000000000002e-08,0.65,3.0000000000000004e-07,0.7,2e-05,GB_to_TJ,serial_fraction,full_material_model
E0117,350000.0,2e-05,475000.0,0.0002,650000.0,2e-28,30000000000000.0,180000.0,2e-10,280000.0,0.002,10,1.0,0.35,1,0.004,3.5e-08,0.35,2.2500000000000002e-07,0.65,2e-06,large_pore_tail,serial_fraction,full_material_model
E0118,425000.0,2e-05,700000.0,0.0002,550000.0,5e-28,30000000000000.0,425000.0,2e-10,550000.0,0.002,60,1.0,0.35,2,0.004,5.0000000000000004e-08,0.65,1.5000000000000002e-07,0.7,0.002,isolation,serial_fraction,full_material_model
E0119,500000.0,2e-05,475000.0,0.0002,500000.0,3e-29,30000000000000.0,325000.0,2e-10,450000.0,0.002,3,1.0,0.35,0.25,0.004,1.5000000000000002e-08,0.95,1.0000000000000001e-07,0.75,0.0002,smoothing,serial_fraction,full_material_model
E0120,650000.0,2e-05,700000.0,0.0002,400000.0,2e-28,30000000000000.0,325000.0,2e-10,450000.0,0.002,60,1.0,0.35,1,0.004,3.5e-08,0.65,1.0000000000000001e-07,0.7,0.0002,large_pore_tail,serial_fraction,full_material_model
E0121,350000.0,2e-05,400000.0,0.0002,650000.0,5e-28,30000000000000.0,245000.0,2e-10,360000.0,0.002,3,1.0,0.35,2,0.004,5.0000000000000004e-08,0.95,7.500000000000001e-08,0.75,2e-05,isolation,serial_fraction,full_material_model
E0122,425000.0,2e-05,625000.0,0.0002,550000.0,3e-29,30000000000000.0,180000.0,2e-10,280000.0,0.002,30,1.0,0.35,0.25,0.004,1.5000000000000002e-08,0.35,5.0000000000000004e-08,0.65,2e-06,smoothing,serial_fraction,full_material_model
E0123,500000.0,2e-05,325000.0,0.0002,450000.0,8e-29,30000000000000.0,425000.0,2e-10,550000.0,0.002,1,1.0,0.35,0.5,0.004,2.2000000000000002e-08,0.95,3.0000000000000004e-07,0.75,0.002,balanced,serial_fraction,full_material_model
E0124,575000.0,2e-05,550000.0,0.0002,350000.0,5e-28,30000000000000.0,425000.0,2e-10,550000.0,0.002,10,1.0,0.35,2,0.004,5.0000000000000004e-08,0.35,2.2500000000000002e-07,0.65,0.002,GB_to_TJ,serial_fraction,full_material_model
E0125,350000.0,2e-05,250000.0,0.0002,600000.0,3e-29,30000000000000.0,325000.0,2e-10,450000.0,0.002,1,1.0,0.35,0.25,0.004,1.5000000000000002e-08,0.65,1.5000000000000002e-07,0.7,0.0002,smoothing,serial_fraction,full_material_model
E0126,425000.0,2e-05,550000.0,0.0002,550000.0,8e-29,30000000000000.0,245000.0,2e-10,360000.0,0.002,10,1.0,0.35,0.5,0.004,2.2000000000000002e-08,0.35,1.5000000000000002e-07,0.65,2e-05,balanced,serial_fraction,full_material_model
E0127,500000.0,2e-05,250000.0,0.0002,450000.0,2e-28,30000000000000.0,180000.0,2e-10,280000.0,0.002,60,1.0,0.35,1,0.004,3.5e-08,0.65,1.0000000000000001e-07,0.7,2e-06,GB_to_TJ,serial_fraction,full_material_model
E0128,575000.0,2e-05,475000.0,0.0002,350000.0,3e-29,30000000000000.0,180000.0,2e-10,280000.0,0.002,3,1.0,0.35,0.25,0.004,1.5000000000000002e-08,0.95,7.500000000000001e-08,0.75,2e-06,large_pore_tail,serial_fraction,full_material_model
E0129,650000.0,2e-05,700000.0,0.0002,600000.0,8e-29,30000000000000.0,425000.0,2e-10,550000.0,0.002,30,1.0,0.35,0.5,0.004,2.2000000000000002e-08,0.65,5.0000000000000004e-08,0.7,0.002,isolation,serial_fraction,full_material_model
E0130,425000.0,2e-05,400000.0,0.0002,500000.0,2e-28,30000000000000.0,325000.0,2e-10,450000.0,0.002,3,1.0,0.35,1,0.004,3.5e-08,0.95,3.0000000000000004e-07,0.75,0.0002,GB_to_TJ,serial_fraction,full_material_model
E0131,500000.0,2e-05,625000.0,0.0002,400000.0,5e-28,30000000000000.0,245000.0,2e-10,360000.0,0.002,30,1.0,0.35,2,0.004,5.0000000000000004e-08,0.35,2.2500000000000002e-07,0.65,2e-05,large_pore_tail,serial_fraction,full_material_model
E0132,575000.0,2e-05,325000.0,0.0002,650000.0,8e-29,30000000000000.0,245000.0,2e-10,360000.0,0.002,1,1.0,0.35,0.5,0.004,2.2000000000000002e-08,0.95,2.2500000000000002e-07,0.75,2e-05,isolation,serial_fraction,full_material_model
E0133,650000.0,2e-05,625000.0,0.0002,600000.0,2e-28,30000000000000.0,180000.0,2e-10,280000.0,0.002,10,1.0,0.35,1,0.004,3.5e-08,0.35,1.5000000000000002e-07,0.65,2e-06,smoothing,serial_fraction,full_material_model
E0134,350000.0,2e-05,325000.0,0.0002,500000.0,5e-28,30000000000000.0,425000.0,2e-10,550000.0,0.002,60,1.0,0.35,2,0.004,5.0000000000000004e-08,0.65,1.0000000000000001e-07,0.7,0.002,balanced,serial_fraction,full_material_model
E0135,500000.0,2e-05,550000.0,0.0002,400000.0,3e-29,30000000000000.0,325000.0,2e-10,450000.0,0.002,10,1.0,0.35,0.25,0.004,1.5000000000000002e-08,0.35,7.500000000000001e-08,0.65,0.0002,isolation,serial_fraction,full_material_model
E0136,575000.0,2e-05,250000.0,0.0002,650000.0,2e-28,30000000000000.0,325000.0,2e-10,450000.0,0.002,60,1.0,0.35,1,0.004,3.5e-08,0.65,5.0000000000000004e-08,0.7,0.0002,smoothing,serial_fraction,full_material_model
E0137,650000.0,2e-05,475000.0,0.0002,550000.0,5e-28,30000000000000.0,245000.0,2e-10,360000.0,0.002,3,1.0,0.35,2,0.004,5.0000000000000004e-08,0.95,3.0000000000000004e-07,0.75,2e-05,balanced,serial_fraction,full_material_model
E0138,350000.0,2e-05,700000.0,0.0002,450000.0,3e-29,30000000000000.0,180000.0,2e-10,280000.0,0.002,30,1.0,0.35,0.25,0.004,1.5000000000000002e-08,0.65,3.0000000000000004e-07,0.7,2e-06,GB_to_TJ,serial_fraction,full_material_model
E0139,425000.0,2e-05,400000.0,0.0002,350000.0,8e-29,30000000000000.0,425000.0,2e-10,550000.0,0.002,1,1.0,0.35,0.5,0.004,2.2000000000000002e-08,0.95,2.2500000000000002e-07,0.75,0.002,large_pore_tail,serial_fraction,full_material_model
E0140,575000.0,2e-05,700000.0,0.0002,650000.0,5e-28,30000000000000.0,425000.0,2e-10,550000.0,0.002,30,1.0,0.35,2,0.004,5.0000000000000004e-08,0.35,1.5000000000000002e-07,0.65,0.002,balanced,serial_fraction,full_material_model
E0141,650000.0,2e-05,400000.0,0.0002,550000.0,3e-29,30000000000000.0,325000.0,2e-10,450000.0,0.002,1,1.0,0.35,0.25,0.004,1.5000000000000002e-08,0.95,1.0000000000000001e-07,0.75,0.0002,GB_to_TJ,serial_fraction,full_material_model
E0142,350000.0,2e-05,625000.0,0.0002,450000.0,8e-29,30000000000000.0,245000.0,2e-10,360000.0,0.002,10,1.0,0.35,0.5,0.004,2.2000000000000002e-08,0.35,7.500000000000001e-08,0.65,2e-05,large_pore_tail,serial_fraction,full_material_model
E0143,425000.0,2e-05,325000.0,0.0002,350000.0,2e-28,30000000000000.0,180000.0,2e-10,280000.0,0.002,60,1.0,0.35,1,0.004,3.5e-08,0.65,5.0000000000000004e-08,0.7,2e-06,isolation,serial_fraction,full_material_model
E0144,500000.0,2e-05,550000.0,0.0002,600000.0,3e-29,30000000000000.0,180000.0,2e-10,280000.0,0.002,3,1.0,0.35,0.25,0.004,1.5000000000000002e-08,0.35,5.0000000000000004e-08,0.65,2e-06,smoothing,serial_fraction,full_material_model
E0145,650000.0,2e-05,250000.0,0.0002,500000.0,8e-29,30000000000000.0,425000.0,2e-10,550000.0,0.002,60,1.0,0.35,0.5,0.004,2.2000000000000002e-08,0.65,3.0000000000000004e-07,0.7,0.002,large_pore_tail,serial_fraction,full_material_model
E0146,350000.0,2e-05,475000.0,0.0002,400000.0,2e-28,30000000000000.0,325000.0,2e-10,450000.0,0.002,3,1.0,0.35,1,0.004,3.5e-08,0.95,2.2500000000000002e-07,0.75,0.0002,isolation,serial_fraction,full_material_model
E0147,425000.0,2e-05,250000.0,0.0002,350000.0,5e-28,30000000000000.0,245000.0,2e-10,360000.0,0.002,30,1.0,0.35,2,0.004,5.0000000000000004e-08,0.65,1.5000000000000002e-07,0.7,2e-05,smoothing,serial_fraction,full_material_model
E0148,500000.0,2e-05,475000.0,0.0002,600000.0,8e-29,30000000000000.0,245000.0,2e-10,360000.0,0.002,1,1.0,0.35,0.5,0.004,2.2000000000000002e-08,0.95,1.0000000000000001e-07,0.75,2e-05,balanced,serial_fraction,full_material_model
E0149,575000.0,2e-05,700000.0,0.0002,500000.0,2e-28,30000000000000.0,180000.0,2e-10,280000.0,0.002,10,1.0,0.35,1,0.004,3.5e-08,0.35,7.500000000000001e-08,0.65,2e-06,GB_to_TJ,serial_fraction,full_material_model
E0150,350000.0,2e-05,400000.0,0.0002,400000.0,5e-28,30000000000000.0,425000.0,2e-10,550000.0,0.002,1,1.0,0.35,2,0.004,5.0000000000000004e-08,0.95,7.500000000000001e-08,0.75,0.002,smoothing,serial_fraction,full_material_model
E0151,425000.0,2e-05,625000.0,0.0002,650000.0,3e-29,30000000000000.0,325000.0,2e-10,450000.0,0.002,10,1.0,0.35,0.25,0.004,1.5000000000000002e-08,0.35,5.0000000000000004e-08,0.65,0.0002,balanced,serial_fraction,full_material_model
E0152,500000.0,2e-05,325000.0,0.0002,550000.0,2e-28,30000000000000.0,325000.0,2e-10,450000.0,0.002,60,1.0,0.35,1,0.004,3.5e-08,0.65,3.0000000000000004e-07,0.7,0.0002,GB_to_TJ,serial_fraction,full_material_model
E0153,575000.0,2e-05,550000.0,0.0002,450000.0,5e-28,30000000000000.0,245000.0,2e-10,360000.0,0.002,3,1.0,0.35,2,0.004,5.0000000000000004e-08,0.35,2.2500000000000002e-07,0.65,2e-05,large_pore_tail,serial_fraction,full_material_model
E0154,650000.0,2e-05,325000.0,0.0002,400000.0,3e-29,30000000000000.0,180000.0,2e-10,280000.0,0.002,30,1.0,0.35,0.25,0.004,1.5000000000000002e-08,0.65,1.5000000000000002e-07,0.7,2e-06,isolation,serial_fraction,full_material_model
E0155,425000.0,2e-05,550000.0,0.0002,650000.0,8e-29,30000000000000.0,425000.0,2e-10,550000.0,0.002,3,1.0,0.35,0.5,0.004,2.2000000000000002e-08,0.95,1.0000000000000001e-07,0.75,0.002,GB_to_TJ,serial_fraction,full_material_model
E0156,500000.0,2e-05,250000.0,0.0002,550000.0,5e-28,30000000000000.0,425000.0,2e-10,550000.0,0.002,30,1.0,0.35,2,0.004,5.0000000000000004e-08,0.65,1.0000000000000001e-07,0.7,0.002,large_pore_tail,serial_fraction,full_material_model
E0157,575000.0,2e-05,475000.0,0.0002,450000.0,3e-29,30000000000000.0,325000.0,2e-10,450000.0,0.002,1,1.0,0.35,0.25,0.004,1.5000000000000002e-08,0.95,7.500000000000001e-08,0.75,0.0002,isolation,serial_fraction,full_material_model
E0158,650000.0,2e-05,700000.0,0.0002,350000.0,8e-29,30000000000000.0,245000.0,2e-10,360000.0,0.002,10,1.0,0.35,0.5,0.004,2.2000000000000002e-08,0.35,5.0000000000000004e-08,0.65,2e-05,smoothing,serial_fraction,full_material_model
E0159,350000.0,2e-05,400000.0,0.0002,600000.0,2e-28,30000000000000.0,180000.0,2e-10,280000.0,0.002,60,1.0,0.35,1,0.004,3.5e-08,0.95,3.0000000000000004e-07,0.75,2e-06,balanced,serial_fraction,full_material_model
E0160,500000.0,2e-05,625000.0,0.0002,500000.0,3e-29,30000000000000.0,180000.0,2e-10,280000.0,0.002,10,1.0,0.35,0.25,0.004,1.5000000000000002e-08,0.35,2.2500000000000002e-07,0.65,2e-06,isolation,serial_fraction,full_material_model
E0161,575000.0,2e-05,400000.0,0.0002,450000.0,8e-29,30000000000000.0,425000.0,2e-10,550000.0,0.002,60,1.0,0.35,0.5,0.004,2.2000000000000002e-08,0.65,1.5000000000000002e-07,0.7,0.002,smoothing,serial_fraction,full_material_model
E0162,650000.0,2e-05,625000.0,0.0002,350000.0,2e-28,30000000000000.0,325000.0,2e-10,450000.0,0.002,3,1.0,0.35,1,0.004,3.5e-08,0.35,1.5000000000000002e-07,0.65,0.0002,balanced,serial_fraction,full_material_model
E0163,350000.0,2e-05,325000.0,0.0002,600000.0,5e-28,30000000000000.0,245000.0,2e-10,360000.0,0.002,30,1.0,0.35,2,0.004,5.0000000000000004e-08,0.65,1.0000000000000001e-07,0.7,2e-05,GB_to_TJ,serial_fraction,full_material_model
E0164,425000.0,2e-05,550000.0,0.0002,500000.0,8e-29,30000000000000.0,245000.0,2e-10,360000.0,0.002,1,1.0,0.35,0.5,0.004,2.2000000000000002e-08,0.95,7.500000000000001e-08,0.75,2e-05,large_pore_tail,serial_fraction,full_material_model
E0165,575000.0,2e-05,250000.0,0.0002,400000.0,2e-28,30000000000000.0,180000.0,2e-10,280000.0,0.002,30,1.0,0.35,1,0.004,3.5e-08,0.65,5.0000000000000004e-08,0.7,2e-06,balanced,serial_fraction,full_material_model
E0166,650000.0,2e-05,475000.0,0.0002,650000.0,5e-28,30000000000000.0,425000.0,2e-10,550000.0,0.002,1,1.0,0.35,2,0.004,5.0000000000000004e-08,0.95,3.0000000000000004e-07,0.75,0.002,GB_to_TJ,serial_fraction,full_material_model
E0167,350000.0,2e-05,700000.0,0.0002,550000.0,3e-29,30000000000000.0,325000.0,2e-10,450000.0,0.002,10,1.0,0.35,0.25,0.004,1.5000000000000002e-08,0.35,2.2500000000000002e-07,0.65,0.0002,large_pore_tail,serial_fraction,full_material_model
E0168,425000.0,2e-05,475000.0,0.0002,500000.0,2e-28,30000000000000.0,325000.0,2e-10,450000.0,0.002,60,1.0,0.35,1,0.004,3.5e-08,0.95,2.2500000000000002e-07,0.75,0.0002,isolation,serial_fraction,full_material_model
E0169,500000.0,2e-05,700000.0,0.0002,400000.0,5e-28,30000000000000.0,245000.0,2e-10,360000.0,0.002,3,1.0,0.35,2,0.004,5.0000000000000004e-08,0.35,1.5000000000000002e-07,0.65,2e-05,smoothing,serial_fraction,full_material_model
E0170,650000.0,2e-05,400000.0,0.0002,650000.0,3e-29,30000000000000.0,180000.0,2e-10,280000.0,0.002,60,1.0,0.35,0.25,0.004,1.5000000000000002e-08,0.65,1.0000000000000001e-07,0.7,2e-06,large_pore_tail,serial_fraction,full_material_model
E0171,350000.0,2e-05,625000.0,0.0002,550000.0,8e-29,30000000000000.0,425000.0,2e-10,550000.0,0.002,3,1.0,0.35,0.5,0.004,2.2000000000000002e-08,0.35,7.500000000000001e-08,0.65,0.002,isolation,serial_fraction,full_material_model
E0172,425000.0,2e-05,325000.0,0.0002,450000.0,5e-28,30000000000000.0,425000.0,2e-10,550000.0,0.002,30,1.0,0.35,2,0.004,5.0000000000000004e-08,0.65,5.0000000000000004e-08,0.7,0.002,smoothing,serial_fraction,full_material_model
E0173,500000.0,2e-05,550000.0,0.0002,350000.0,3e-29,30000000000000.0,325000.0,2e-10,450000.0,0.002,1,1.0,0.35,0.25,0.004,1.5000000000000002e-08,0.95,3.0000000000000004e-07,0.75,0.0002,balanced,serial_fraction,full_material_model
E0174,575000.0,2e-05,250000.0,0.0002,600000.0,8e-29,30000000000000.0,245000.0,2e-10,360000.0,0.002,10,1.0,0.35,0.5,0.004,2.2000000000000002e-08,0.65,3.0000000000000004e-07,0.7,2e-05,GB_to_TJ,serial_fraction,full_material_model
E0175,350000.0,2e-05,550000.0,0.0002,550000.0,2e-28,30000000000000.0,180000.0,2e-10,280000.0,0.002,1,1.0,0.35,1,0.004,3.5e-08,0.95,2.2500000000000002e-07,0.75,2e-06,smoothing,serial_fraction,full_material_model
E0176,425000.0,2e-05,250000.0,0.0002,450000.0,3e-29,30000000000000.0,180000.0,2e-10,280000.0,0.002,10,1.0,0.35,0.25,0.004,1.5000000000000002e-08,0.35,1.5000000000000002e-07,0.65,2e-06,balanced,serial_fraction,full_material_model
E0177,500000.0,2e-05,475000.0,0.0002,350000.0,8e-29,30000000000000.0,425000.0,2e-10,550000.0,0.002,60,1.0,0.35,0.5,0.004,2.2000000000000002e-08,0.95,1.0000000000000001e-07,0.75,0.002,GB_to_TJ,serial_fraction,full_material_model
E0178,575000.0,2e-05,700000.0,0.0002,600000.0,2e-28,30000000000000.0,325000.0,2e-10,450000.0,0.002,3,1.0,0.35,1,0.004,3.5e-08,0.35,7.500000000000001e-08,0.65,0.0002,large_pore_tail,serial_fraction,full_material_model
E0179,650000.0,2e-05,400000.0,0.0002,500000.0,5e-28,30000000000000.0,245000.0,2e-10,360000.0,0.002,30,1.0,0.35,2,0.004,5.0000000000000004e-08,0.65,5.0000000000000004e-08,0.7,2e-05,isolation,serial_fraction,full_material_model
E0180,425000.0,2e-05,625000.0,0.0002,400000.0,8e-29,30000000000000.0,245000.0,2e-10,360000.0,0.002,3,1.0,0.35,0.5,0.004,2.2000000000000002e-08,0.35,5.0000000000000004e-08,0.65,2e-05,GB_to_TJ,serial_fraction,full_material_model
E0181,500000.0,2e-05,325000.0,0.0002,650000.0,2e-28,30000000000000.0,180000.0,2e-10,280000.0,0.002,30,1.0,0.35,1,0.004,3.5e-08,0.65,3.0000000000000004e-07,0.7,2e-06,large_pore_tail,serial_fraction,full_material_model
E0182,575000.0,2e-05,625000.0,0.0002,600000.0,5e-28,30000000000000.0,425000.0,2e-10,550000.0,0.002,1,1.0,0.35,2,0.004,5.0000000000000004e-08,0.95,2.2500000000000002e-07,0.75,0.002,isolation,serial_fraction,full_material_model
E0183,650000.0,2e-05,325000.0,0.0002,500000.0,3e-29,30000000000000.0,325000.0,2e-10,450000.0,0.002,10,1.0,0.35,0.25,0.004,1.5000000000000002e-08,0.65,1.5000000000000002e-07,0.7,0.0002,smoothing,serial_fraction,full_material_model
E0184,350000.0,2e-05,550000.0,0.0002,400000.0,2e-28,30000000000000.0,325000.0,2e-10,450000.0,0.002,60,1.0,0.35,1,0.004,3.5e-08,0.95,1.0000000000000001e-07,0.75,0.0002,balanced,serial_fraction,full_material_model
E0185,500000.0,2e-05,250000.0,0.0002,650000.0,5e-28,30000000000000.0,245000.0,2e-10,360000.0,0.002,10,1.0,0.35,2,0.004,5.0000000000000004e-08,0.35,7.500000000000001e-08,0.65,2e-05,isolation,serial_fraction,full_material_model
E0186,575000.0,2e-05,475000.0,0.0002,550000.0,3e-29,30000000000000.0,180000.0,2e-10,280000.0,0.002,60,1.0,0.35,0.25,0.004,1.5000000000000002e-08,0.95,7.500000000000001e-08,0.75,2e-06,smoothing,serial_fraction,full_material_model
E0187,650000.0,2e-05,700000.0,0.0002,450000.0,8e-29,30000000000000.0,425000.0,2e-10,550000.0,0.002,3,1.0,0.35,0.5,0.004,2.2000000000000002e-08,0.35,5.0000000000000004e-08,0.65,0.002,balanced,serial_fraction,full_material_model
E0188,350000.0,2e-05,400000.0,0.0002,350000.0,5e-28,30000000000000.0,425000.0,2e-10,550000.0,0.002,30,1.0,0.35,2,0.004,5.0000000000000004e-08,0.65,3.0000000000000004e-07,0.7,0.002,GB_to_TJ,serial_fraction,full_material_model
E0189,425000.0,2e-05,700000.0,0.0002,650000.0,3e-29,30000000000000.0,325000.0,2e-10,450000.0,0.002,1,1.0,0.35,0.25,0.004,1.5000000000000002e-08,0.35,2.2500000000000002e-07,0.65,0.0002,large_pore_tail,serial_fraction,full_material_model
E0190,575000.0,2e-05,400000.0,0.0002,550000.0,8e-29,30000000000000.0,245000.0,2e-10,360000.0,0.002,30,1.0,0.35,0.5,0.004,2.2000000000000002e-08,0.65,1.5000000000000002e-07,0.7,2e-05,balanced,serial_fraction,full_material_model
E0191,650000.0,2e-05,625000.0,0.0002,450000.0,2e-28,30000000000000.0,180000.0,2e-10,280000.0,0.002,1,1.0,0.35,1,0.004,3.5e-08,0.95,1.0000000000000001e-07,0.75,2e-06,GB_to_TJ,serial_fraction,full_material_model
E0192,350000.0,2e-05,325000.0,0.0002,350000.0,3e-29,30000000000000.0,180000.0,2e-10,280000.0,0.002,10,1.0,0.35,0.25,0.004,1.5000000000000002e-08,0.65,1.0000000000000001e-07,0.7,2e-06,large_pore_tail,serial_fraction,full_material_model
E0193,425000.0,2e-05,550000.0,0.0002,600000.0,8e-29,30000000000000.0,425000.0,2e-10,550000.0,0.002,60,1.0,0.35,0.5,0.004,2.2000000000000002e-08,0.95,7.500000000000001e-08,0.75,0.002,isolation,serial_fraction,full_material_model
E0194,500000.0,2e-05,250000.0,0.0002,500000.0,2e-28,30000000000000.0,325000.0,2e-10,450000.0,0.002,3,1.0,0.35,1,0.004,3.5e-08,0.35,5.0000000000000004e-08,0.65,0.0002,smoothing,serial_fraction,full_material_model
E0195,650000.0,2e-05,475000.0,0.0002,400000.0,5e-28,30000000000000.0,245000.0,2e-10,360000.0,0.002,60,1.0,0.35,2,0.004,5.0000000000000004e-08,0.95,3.0000000000000004e-07,0.75,2e-05,large_pore_tail,serial_fraction,full_material_model
E0196,350000.0,2e-05,250000.0,0.0002,350000.0,8e-29,30000000000000.0,245000.0,2e-10,360000.0,0.002,3,1.0,0.35,0.5,0.004,2.2000000000000002e-08,0.35,2.2500000000000002e-07,0.65,2e-05,isolation,serial_fraction,full_material_model
E0197,425000.0,2e-05,475000.0,0.0002,600000.0,2e-28,30000000000000.0,180000.0,2e-10,280000.0,0.002,30,1.0,0.35,1,0.004,3.5e-08,0.65,1.5000000000000002e-07,0.7,2e-06,smoothing,serial_fraction,full_material_model
E0198,500000.0,2e-05,700000.0,0.0002,500000.0,5e-28,30000000000000.0,425000.0,2e-10,550000.0,0.002,1,1.0,0.35,2,0.004,5.0000000000000004e-08,0.35,1.5000000000000002e-07,0.65,0.002,balanced,serial_fraction,full_material_model
E0199,575000.0,2e-05,400000.0,0.0002,400000.0,3e-29,30000000000000.0,325000.0,2e-10,450000.0,0.002,10,1.0,0.35,0.25,0.004,1.5000000000000002e-08,0.65,1.0000000000000001e-07,0.7,0.0002,GB_to_TJ,serial_fraction,full_material_model
E0200,350000.0,2e-05,625000.0,0.0002,650000.0,2e-28,30000000000000.0,325000.0,2e-10,450000.0,0.002,1,1.0,0.35,1,0.004,3.5e-08,0.95,7.500000000000001e-08,0.75,0.0002,smoothing,serial_fraction,full_material_model
E0201,425000.0,2e-05,325000.0,0.0002,550000.0,5e-28,30000000000000.0,245000.0,2e-10,360000.0,0.002,10,1.0,0.35,2,0.004,5.0000000000000004e-08,0.65,5.0000000000000004e-08,0.7,2e-05,balanced,serial_fraction,full_material_model
E0202,500000.0,2e-05,550000.0,0.0002,450000.0,3e-29,30000000000000.0,180000.0,2e-10,280000.0,0.002,60,1.0,0.35,0.25,0.004,1.5000000000000002e-08,0.95,3.0000000000000004e-07,0.75,2e-06,GB_to_TJ,serial_fraction,full_material_model
E0203,575000.0,2e-05,325000.0,0.0002,400000.0,8e-29,30000000000000.0,425000.0,2e-10,550000.0,0.002,3,1.0,0.35,0.5,0.004,2.2000000000000002e-08,0.35,2.2500000000000002e-07,0.65,0.002,large_pore_tail,serial_fraction,full_material_model
E0204,650000.0,2e-05,550000.0,0.0002,650000.0,5e-28,30000000000000.0,425000.0,2e-10,550000.0,0.002,30,1.0,0.35,2,0.004,5.0000000000000004e-08,0.95,2.2500000000000002e-07,0.75,0.002,isolation,serial_fraction,full_material_model
E0205,425000.0,2e-05,250000.0,0.0002,550000.0,3e-29,30000000000000.0,325000.0,2e-10,450000.0,0.002,3,1.0,0.35,0.25,0.004,1.5000000000000002e-08,0.35,1.5000000000000002e-07,0.65,0.0002,GB_to_TJ,serial_fraction,full_material_model
