config_id,law,parameter,value,audit_label,validation_status
GB_diffusion_closed_shrinkage__m3__x30,GB_diffusion_closed_shrinkage,C_sigma_closed,1.0,prefactor_uncertainty,not validated
GB_diffusion_closed_shrinkage__m3__x30,GB_diffusion_closed_shrinkage,C_transport_closed,1.0,prefactor_uncertainty,not validated
GB_diffusion_closed_shrinkage__m3__x30,GB_diffusion_closed_shrinkage,closed_transport_length_factor,1.0,prefactor_uncertainty,not validated
GB_diffusion_closed_shrinkage__m3__x30,GB_diffusion_closed_shrinkage,closed_exchange_tau_s,1.0,prefactor_uncertainty,not validated
GB_diffusion_closed_shrinkage__m3__x30,GB_diffusion_closed_shrinkage,closed_event_strain,0.001,prefactor_uncertainty,not validated
GB_diffusion_closed_shrinkage__m3__x30,GB_diffusion_closed_shrinkage,closed_gas_pressure_fraction,0.25,prefactor_uncertainty,not validated
GB_diffusion_closed_shrinkage__m3__x30,GB_diffusion_closed_shrinkage,C_surface_accommodation,1e-24,prefactor_uncertainty,not validated
GB_diffusion_closed_shrinkage__m3__x30,GB_diffusion_closed_shrinkage,k0_closed_emp_sinv,0.001,prefactor_uncertainty,not validated
GB_diffusion_closed_shrinkage__m3__x30,GB_diffusion_closed_shrinkage,Q_closed_emp_J_mol,130000.0,prefactor_uncertainty,not validated
GB_diffusion_closed_shrinkage__m3__x30,GB_diffusion_closed_shrinkage,closed_empirical_size_exponent,4.0,prefactor_uncertainty,not validated
GB_diffusion_closed_shrinkage__m3__x30,GB_diffusion_closed_shrinkage,closed_rate_cap_time_s,10.0,prefactor_uncertainty,not validated
GB_diffusion_closed_shrinkage__m3__x30,GB_diffusion_closed_shrinkage,closed_transition_tau_s,20000.0,prefactor_uncertainty,not validated
GB_diffusion_closed_shrinkage__m3__x30,GB_diffusion_closed_shrinkage,accommodation_max,1.0,prefactor_uncertainty,not validated
GB_diffusion_closed_shrinkage__m3__x30,GB_diffusion_closed_shrinkage,closed_migration_drag,5.0,prefactor_uncertainty,not validated
GB_diffusion_closed_shrinkage__m3__x100,GB_diffusion_closed_shrinkage,closed_tau0_s,3000.0,prefactor_uncertainty,not validated
GB_diffusion_closed_shrinkage__m3__x100,GB_diffusion_closed_shrinkage,closed_rate_factor,1.0,prefactor_uncertainty,not validated
GB_diffusion_closed_shrinkage__m3__x100,GB_diffusion_closed_shrinkage,closed_inventory_factor,1.0,prefactor_uncertainty,not validated
GB_diffusion_closed_shrinkage__m3__x100,GB_diffusion_closed_shrinkage,closed_channel_law,GB_diffusion_closed_shrinkage,prefactor_uncertainty,not validated
GB_diffusion_closed_shrinkage__m3__x100,GB_diffusion_closed_shrinkage,closed_radius_exponent,3,prefactor_uncertainty,not validated
GB_diffusion_closed_shrinkage__m3__x100,GB_diffusion_closed_shrinkage,C_closed_GB,1.0,prefactor_uncertainty,not validated
GB_diffusion_closed_shrinkage__m3__x100,GB_diffusion_closed_shrinkage,closed_prefactor_factor,100.0,prefactor_uncertainty,not validated
GB_diffusion_closed_shrinkage__m3__x100,GB_diffusion_closed_shrinkage,closed_GB_use_renewal_activity,True,prefactor_uncertainty,not validated
GB_diffusion_closed_shrinkage__m3__x100,GB_diffusion_closed_shrinkage,C_sigma_closed,1.0,prefactor_uncertainty,not validated
GB_diffusion_closed_shrinkage__m3__x100,GB_diffusion_closed_shrinkage,C_transport_closed,1.0,prefactor_uncertainty,not validated
GB_diffusion_closed_shrinkage__m3__x100,GB_diffusion_closed_shrinkage,closed_transport_length_factor,1.0,prefactor_uncertainty,not validated
GB_diffusion_closed_shrinkage__m3__x100,GB_diffusion_closed_shrinkage,closed_exchange_tau_s,1.0,prefactor_uncertainty,not validated
GB_diffusion_closed_shrinkage__m3__x100,GB_diffusion_closed_shrinkage,closed_event_strain,0.001,prefactor_uncertainty,not validated
GB_diffusion_closed_shrinkage__m3__x100,GB_diffusion_closed_shrinkage,closed_gas_pressure_fraction,0.25,prefactor_uncertainty,not validated
GB_diffusion_closed_shrinkage__m3__x100,GB_diffusion_closed_shrinkage,C_surface_accommodation,1e-24,prefactor_uncertainty,not validated
GB_diffusion_closed_shrinkage__m3__x100,GB_diffusion_closed_shrinkage,k0_closed_emp_sinv,0.001,prefactor_uncertainty,not validated
GB_diffusion_closed_shrinkage__m3__x100,GB_diffusion_closed_shrinkage,Q_closed_emp_J_mol,130000.0,prefactor_uncertainty,not validated
GB_diffusion_closed_shrinkage__m3__x100,GB_diffusion_closed_shrinkage,closed_empirical_size_exponent,4.0,prefactor_uncertainty,not validated
GB_diffusion_closed_shrinkage__m3__x100,GB_diffusion_closed_shrinkage,closed_rate_cap_time_s,10.0,prefactor_uncertainty,not validated
GB_diffusion_closed_shrinkage__m3__x100,GB_diffusion_closed_shrinkage,closed_transition_tau_s,20000.0,prefactor_uncertainty,not validated
GB_diffusion_closed_shrinkage__m3__x100,GB_diffusion_closed_shrinkage,accommodation_max,1.0,prefactor_uncertainty,not validated
GB_diffusion_closed_shrinkage__m3__x100,GB_diffusion_closed_shrinkage,closed_migration_drag,5.0,prefactor_uncertainty,not validated
GB_diffusion_closed_shrinkage__m4__x0p03,GB_diffusion_closed_shrinkage,closed_tau0_s,3000.0,prefactor_uncertainty,not validated
GB_diffusion_closed_shrinkage__m4__x0p03,GB_diffusion_closed_shrinkage,closed_rate_factor,1.0,prefactor_uncertainty,not validated
GB_diffusion_closed_shrinkage__m4__x0p03,GB_diffusion_closed_shrinkage,closed_inventory_factor,1.0,prefactor_uncertainty,not validated
GB_diffusion_closed_shrinkage__m4__x0p03,GB_diffusion_closed_shrinkage,closed_channel_law,GB_diffusion_closed_shrinkage,prefactor_uncertainty,not validated
GB_diffusion_closed_shrinkage__m4__x0p03,GB_diffusion_closed_shrinkage,closed_radius_exponent,4,prefactor_uncertainty,not validated
GB_diffusion_closed_shrinkage__m4__x0p03,GB_diffusion_closed_shrinkage,C_closed_GB,1.0,prefactor_uncertainty,not validated
GB_diffusion_closed_shrinkage__m4__x0p03,GB_diffusion_closed_shrinkage,closed_prefactor_factor,0.03,prefactor_uncertainty,not validated
GB_diffusion_closed_shrinkage__m4__x0p03,GB_diffusion_closed_shrinkage,closed_GB_use_renewal_activity,True,prefactor_uncertainty,not validated
GB_diffusion_closed_shrinkage__m4__x0p03,GB_diffusion_closed_shrinkage,C_sigma_closed,1.0,prefactor_uncertainty,not validated
GB_diffusion_closed_shrinkage__m4__x0p03,GB_diffusion_closed_shrinkage,C_transport_closed,1.0,prefactor_uncertainty,not validated
GB_diffusion_closed_shrinkage__m4__x0p03,GB_diffusion_closed_shrinkage,closed_transport_length_factor,1.0,prefactor_uncertainty,not validated
GB_diffusion_closed_shrinkage__m4__x0p03,GB_diffusion_closed_shrinkage,closed_exchange_tau_s,1.0,prefactor_uncertainty,not validated
GB_diffusion_closed_shrinkage__m4__x0p03,GB_diffusion_closed_shrinkage,closed_event_strain,0.001,prefactor_uncertainty,not validated
GB_diffusion_closed_shrinkage__m4__x0p03,GB_diffusion_closed_shrinkage,closed_gas_pressure_fraction,0.25,prefactor_uncertainty,not validated
GB_diffusion_closed_shrinkage__m4__x0p03,GB_diffusion_closed_shrinkage,C_surface_accommodation,1e-24,prefactor_uncertainty,not validated
GB_diffusion_closed_shrinkage__m4__x0p03,GB_diffusion_closed_shrinkage,k0_closed_emp_sinv,0.001,prefactor_uncertainty,not validated
GB_diffusion_closed_shrinkage__m4__x0p03,GB_diffusion_closed_shrinkage,Q_closed_emp_J_mol,130000.0,prefactor_uncertainty,not validated
GB_diffusion_closed_shrinkage__m4__x0p03,GB_diffusion_closed_shrinkage,closed_empirical_size_exponent,4.0,prefactor_uncertainty,not validated
GB_diffusion_closed_shrinkage__m4__x0p03,GB_diffusion_closed_shrinkage,closed_rate_cap_time_s,10.0,prefactor_uncertainty,not validated
GB_diffusion_closed_shrinkage__m4__x0p03,GB_diffusion_closed_shrinkage,closed_transition_tau_s,20000.0,prefactor_uncertainty,not validated
GB_diffusion_closed_shrinkage__m4__x0p03,GB_diffusion_closed_shrinkage,accommodation_max,1.0,prefactor_uncertainty,not validated
GB_diffusion_closed_shrinkage__m4__x0p03,GB_diffusion_closed_shrinkage,closed_migration_drag,5.0,prefactor_uncertainty,not validated
GB_diffusion_closed_shrinkage__m4__x0p1,GB_diffusion_closed_shrinkage,closed_tau0_s,3000.0,prefactor_uncertainty,not validated
GB_diffusion_closed_shrinkage__m4__x0p1,GB_diffusion_closed_shrinkage,closed_rate_factor,1.0,prefactor_uncertainty,not validated
GB_diffusion_closed_shrinkage__m4__x0p1,GB_diffusion_closed_shrinkage,closed_inventory_factor,1.0,prefactor_uncertainty,not validated
GB_diffusion_closed_shrinkage__m4__x0p1,GB_diffusion_closed_shrinkage,closed_channel_law,GB_diffusion_closed_shrinkage,prefactor_uncertainty,not validated
GB_diffusion_closed_shrinkage__m4__x0p1,GB_diffusion_closed_shrinkage,closed_radius_exponent,4,prefactor_uncertainty,not validated
GB_diffusion_closed_shrinkage__m4__x0p1,GB_diffusion_closed_shrinkage,C_closed_GB,1.0,prefactor_uncertainty,not validated
GB_diffusion_closed_shrinkage__m4__x0p1,GB_diffusion_closed_shrinkage,closed_prefactor_factor,0.1,prefactor_uncertainty,not validated
GB_diffusion_closed_shrinkage__m4__x0p1,GB_diffusion_closed_shrinkage,closed_GB_use_renewal_activity,True,prefactor_uncertainty,not validated
GB_diffusion_closed_shrinkage__m4__x0p1,GB_diffusion_closed_shrinkage,C_sigma_closed,1.0,prefactor_uncertainty,not validated
GB_diffusion_closed_shrinkage__m4__x0p1,GB_diffusion_closed_shrinkage,C_transport_closed,1.0,prefactor_uncertainty,not validated
GB_diffusion_closed_shrinkage__m4__x0p1,GB_diffusion_closed_shrinkage,closed_transport_length_factor,1.0,prefactor_uncertainty,not validated
GB_diffusion_closed_shrinkage__m4__x0p1,GB_diffusion_closed_shrinkage,closed_exchange_tau_s,1.0,prefactor_uncertainty,not validated
GB_diffusion_closed_shrinkage__m4__x0p1,GB_diffusion_closed_shrinkage,closed_event_strain,0.001,prefactor_uncertainty,not validated
GB_diffusion_closed_shrinkage__m4__x0p1,GB_diffusion_closed_shrinkage,closed_gas_pressure_fraction,0.25,prefactor_uncertainty,not validated
GB_diffusion_closed_shrinkage__m4__x0p1,GB_diffusion_closed_shrinkage,C_surface_accommodation,1e-24,prefactor_uncertainty,not validated
GB_diffusion_closed_shrinkage__m4__x0p1,GB_diffusion_closed_shrinkage,k0_closed_emp_sinv,0.001,prefactor_uncertainty,not validated
GB_diffusion_closed_shrinkage__m4__x0p1,GB_diffusion_closed_shrinkage,Q_closed_emp_J_mol,130000.0,prefactor_uncertainty,not validated
GB_diffusion_closed_shrinkage__m4__x0p1,GB_diffusion_closed_shrinkage,closed_empirical_size_exponent,4.0,prefactor_uncertainty,not validated
GB_diffusion_closed_shrinkage__m4__x0p1,GB_diffusion_closed_shrinkage,closed_rate_cap_time_s,10.0,prefactor_uncertainty,not validated
GB_diffusion_closed_shrinkage__m4__x0p1,GB_diffusion_closed_shrinkage,closed_transition_tau_s,20000.0,prefactor_uncertainty,not validated
GB_diffusion_closed_shrinkage__m4__x0p1,GB_diffusion_closed_shrinkage,accommodation_max,1.0,prefactor_uncertainty,not validated
GB_diffusion_closed_shrinkage__m4__x0p1,GB_diffusion_closed_shrinkage,closed_migration_drag,5.0,prefactor_uncertainty,not validated
GB_diffusion_closed_shrinkage__m4__x0p3,GB_diffusion_closed_shrinkage,closed_tau0_s,3000.0,prefactor_uncertainty,not validated
GB_diffusion_closed_shrinkage__m4__x0p3,GB_diffusion_closed_shrinkage,closed_rate_factor,1.0,prefactor_uncertainty,not validated
GB_diffusion_closed_shrinkage__m4__x0p3,GB_diffusion_closed_shrinkage,closed_inventory_factor,1.0,prefactor_uncertainty,not validated
GB_diffusion_closed_shrinkage__m4__x0p3,GB_diffusion_closed_shrinkage,closed_channel_law,GB_diffusion_closed_shrinkage,prefactor_uncertainty,not validated
GB_diffusion_closed_shrinkage__m4__x0p3,GB_diffusion_closed_shrinkage,closed_radius_exponent,4,prefactor_uncertainty,not validated
GB_diffusion_closed_shrinkage__m4__x0p3,GB_diffusion_closed_shrinkage,C_closed_GB,1.0,prefactor_uncertainty,not validated
GB_diffusion_closed_shrinkage__m4__x0p3,GB_diffusion_closed_shrinkage,closed_prefactor_factor,0.3,prefactor_uncertainty,not validated
GB_diffusion_closed_shrinkage__m4__x0p3,GB_diffusion_closed_shrinkage,closed_GB_use_renewal_activity,True,prefactor_uncertainty,not validated
GB_diffusion_closed_shrinkage__m4__x0p3,GB_diffusion_closed_shrinkage,C_sigma_closed,1.0,prefactor_uncertainty,not validated
GB_diffusion_closed_shrinkage__m4__x0p3,GB_diffusion_closed_shrinkage,C_transport_closed,1.0,prefactor_uncertainty,not validated
GB_diffusion_closed_shrinkage__m4__x0p3,GB_diffusion_closed_shrinkage,closed_transport_length_factor,1.0,prefactor_uncertainty,not validated
GB_diffusion_closed_shrinkage__m4__x0p3,GB_diffusion_closed_shrinkage,closed_exchange_tau_s,1.0,prefactor_uncertainty,not validated
GB_diffusion_closed_shrinkage__m4__x0p3,GB_diffusion_closed_shrinkage,closed_event_strain,0.001,prefactor_uncertainty,not validated
GB_diffusion_closed_shrinkage__m4__x0p3,GB_diffusion_closed_shrinkage,closed_gas_pressure_fraction,0.25,prefactor_uncertainty,not validated
GB_diffusion_closed_shrinkage__m4__x0p3,GB_diffusion_closed_shrinkage,C_surface_accommodation,1e-24,prefactor_uncertainty,not validated
GB_diffusion_closed_shrinkage__m4__x0p3,GB_diffusion_closed_shrinkage,k0_closed_emp_sinv,0.001,prefactor_uncertainty,not validated
GB_diffusion_closed_shrinkage__m4__x0p3,GB_diffusion_closed_shrinkage,Q_closed_emp_J_mol,130000.0,prefactor_uncertainty,not validated
GB_diffusion_closed_shrinkage__m4__x0p3,GB_diffusion_closed_shrinkage,closed_empirical_size_exponent,4.0,prefactor_uncertainty,not validated
GB_diffusion_closed_shrinkage__m4__x0p3,GB_diffusion_closed_shrinkage,closed_rate_cap_time_s,10.0,prefactor_uncertainty,not validated
GB_diffusion_closed_shrinkage__m4__x0p3,GB_diffusion_closed_shrinkage,closed_transition_tau_s,20000.0,prefactor_uncertainty,not validated
GB_diffusion_closed_shrinkage__m4__x0p3,GB_diffusion_closed_shrinkage,accommodation_max,1.0,prefactor_uncertainty,not validated
GB_diffusion_closed_shrinkage__m4__x0p3,GB_diffusion_closed_shrinkage,closed_migration_drag,5.0,prefactor_uncertainty,not validated
GB_diffusion_closed_shrinkage__m4__x1,GB_diffusion_closed_shrinkage,closed_tau0_s,3000.0,prefactor_uncertainty,not validated
GB_diffusion_closed_shrinkage__m4__x1,GB_diffusion_closed_shrinkage,closed_rate_factor,1.0,prefactor_uncertainty,not validated
GB_diffusion_closed_shrinkage__m4__x1,GB_diffusion_closed_shrinkage,closed_inventory_factor,1.0,prefactor_uncertainty,not validated
GB_diffusion_closed_shrinkage__m4__x1,GB_diffusion_closed_shrinkage,closed_channel_law,GB_diffusion_closed_shrinkage,prefactor_uncertainty,not validated
GB_diffusion_closed_shrinkage__m4__x1,GB_diffusion_closed_shrinkage,closed_radius_exponent,4,prefactor_uncertainty,not validated
GB_diffusion_closed_shrinkage__m4__x1,GB_diffusion_closed_shrinkage,C_closed_GB,1.0,prefactor_uncertainty,not validated
GB_diffusion_closed_shrinkage__m4__x1,GB_diffusion_closed_shrinkage,closed_prefactor_factor,1.0,prefactor_uncertainty,not validated
GB_diffusion_closed_shrinkage__m4__x1,GB_diffusion_closed_shrinkage,closed_GB_use_renewal_activity,True,prefactor_uncertainty,not validated
GB_diffusion_closed_shrinkage__m4__x1,GB_diffusion_closed_shrinkage,C_sigma_closed,1.0,prefactor_uncertainty,not validated
GB_diffusion_closed_shrinkage__m4__x1,GB_diffusion_closed_shrinkage,C_transport_closed,1.0,prefactor_uncertainty,not validated
GB_diffusion_closed_shrinkage__m4__x1,GB_diffusion_closed_shrinkage,closed_transport_length_factor,1.0,prefactor_uncertainty,not validated
GB_diffusion_closed_shrinkage__m4__x1,GB_diffusion_closed_shrinkage,closed_exchange_tau_s,1.0,prefactor_uncertainty,not validated
GB_diffusion_closed_shrinkage__m4__x1,GB_diffusion_closed_shrinkage,closed_event_strain,0.001,prefactor_uncertainty,not validated
GB_diffusion_closed_shrinkage__m4__x1,GB_diffusion_closed_shrinkage,closed_gas_pressure_fraction,0.25,prefactor_uncertainty,not validated
GB_diffusion_closed_shrinkage__m4__x1,GB_diffusion_closed_shrinkage,C_surface_accommodation,1e-24,prefactor_uncertainty,not validated
GB_diffusion_closed_shrinkage__m4__x1,GB_diffusion_closed_shrinkage,k0_closed_emp_sinv,0.001,prefactor_uncertainty,not validated
GB_diffusion_closed_shrinkage__m4__x1,GB_diffusion_closed_shrinkage,Q_closed_emp_J_mol,130000.0,prefactor_uncertainty,not validated
GB_diffusion_closed_shrinkage__m4__x1,GB_diffusion_closed_shrinkage,closed_empirical_size_exponent,4.0,prefactor_uncertainty,not validated
GB_diffusion_closed_shrinkage__m4__x1,GB_diffusion_closed_shrinkage,closed_rate_cap_time_s,10.0,prefactor_uncertainty,not validated
GB_diffusion_closed_shrinkage__m4__x1,GB_diffusion_closed_shrinkage,closed_transition_tau_s,20000.0,prefactor_uncertainty,not validated
GB_diffusion_closed_shrinkage__m4__x1,GB_diffusion_closed_shrinkage,accommodation_max,1.0,prefactor_uncertainty,not validated
GB_diffusion_closed_shrinkage__m4__x1,GB_diffusion_closed_shrinkage,closed_migration_drag,5.0,prefactor_uncertainty,not validated
GB_diffusion_closed_shrinkage__m4__x3,GB_diffusion_closed_shrinkage,closed_tau0_s,3000.0,prefactor_uncertainty,not validated
GB_diffusion_closed_shrinkage__m4__x3,GB_diffusion_closed_shrinkage,closed_rate_factor,1.0,prefactor_uncertainty,not validated
GB_diffusion_closed_shrinkage__m4__x3,GB_diffusion_closed_shrinkage,closed_inventory_factor,1.0,prefactor_uncertainty,not validated
GB_diffusion_closed_shrinkage__m4__x3,GB_diffusion_closed_shrinkage,closed_channel_law,GB_diffusion_closed_shrinkage,prefactor_uncertainty,not validated
GB_diffusion_closed_shrinkage__m4__x3,GB_diffusion_closed_shrinkage,closed_radius_exponent,4,prefactor_uncertainty,not validated
GB_diffusion_closed_shrinkage__m4__x3,GB_diffusion_closed_shrinkage,C_closed_GB,1.0,prefactor_uncertainty,not validated
GB_diffusion_closed_shrinkage__m4__x3,GB_diffusion_closed_shrinkage,closed_prefactor_factor,3.0,prefactor_uncertainty,not validated
GB_diffusion_closed_shrinkage__m4__x3,GB_diffusion_closed_shrinkage,closed_GB_use_renewal_activity,True,prefactor_uncertainty,not validated
GB_diffusion_closed_shrinkage__m4__x3,GB_diffusion_closed_shrinkage,C_sigma_closed,1.0,prefactor_uncertainty,not validated
GB_diffusion_closed_shrinkage__m4__x3,GB_diffusion_closed_shrinkage,C_transport_closed,1.0,prefactor_uncertainty,not validated
GB_diffusion_closed_shrinkage__m4__x3,GB_diffusion_closed_shrinkage,closed_transport_length_factor,1.0,prefactor_uncertainty,not validated
GB_diffusion_closed_shrinkage__m4__x3,GB_diffusion_closed_shrinkage,closed_exchange_tau_s,1.0,prefactor_uncertainty,not validated
GB_diffusion_closed_shrinkage__m4__x3,GB_diffusion_closed_shrinkage,closed_event_strain,0.001,prefactor_uncertainty,not validated
GB_diffusion_closed_shrinkage__m4__x3,GB_diffusion_closed_shrinkage,closed_gas_pressure_fraction,0.25,prefactor_uncertainty,not validated
GB_diffusion_closed_shrinkage__m4__x3,GB_diffusion_closed_shrinkage,C_surface_accommodation,1e-24,prefactor_uncertainty,not validated
GB_diffusion_closed_shrinkage__m4__x3,GB_diffusion_closed_shrinkage,k0_closed_emp_sinv,0.001,prefactor_uncertainty,not validated
GB_diffusion_closed_shrinkage__m4__x3,GB_diffusion_closed_shrinkage,Q_closed_emp_J_mol,130000.0,prefactor_uncertainty,not validated
GB_diffusion_closed_shrinkage__m4__x3,GB_diffusion_closed_shrinkage,closed_empirical_size_exponent,4.0,prefactor_uncertainty,not validated
GB_diffusion_closed_shrinkage__m4__x3,GB_diffusion_closed_shrinkage,closed_rate_cap_time_s,10.0,prefactor_uncertainty,not validated
GB_diffusion_closed_shrinkage__m4__x3,GB_diffusion_closed_shrinkage,closed_transition_tau_s,20000.0,prefactor_uncertainty,not validated
GB_diffusion_closed_shrinkage__m4__x3,GB_diffusion_closed_shrinkage,accommodation_max,1.0,prefactor_uncertainty,not validated
GB_diffusion_closed_shrinkage__m4__x3,GB_diffusion_closed_shrinkage,closed_migration_drag,5.0,prefactor_uncertainty,not validated
GB_diffusion_closed_shrinkage__m4__x10,GB_diffusion_closed_shrinkage,closed_tau0_s,3000.0,prefactor_uncertainty,not validated
GB_diffusion_closed_shrinkage__m4__x10,GB_diffusion_closed_shrinkage,closed_rate_factor,1.0,prefactor_uncertainty,not validated
GB_diffusion_closed_shrinkage__m4__x10,GB_diffusion_closed_shrinkage,closed_inventory_factor,1.0,prefactor_uncertainty,not validated
GB_diffusion_closed_shrinkage__m4__x10,GB_diffusion_closed_shrinkage,closed_channel_law,GB_diffusion_closed_shrinkage,prefactor_uncertainty,not validated
GB_diffusion_closed_shrinkage__m4__x10,GB_diffusion_closed_shrinkage,closed_radius_exponent,4,prefactor_uncertainty,not validated
GB_diffusion_closed_shrinkage__m4__x10,GB_diffusion_closed_shrinkage,C_closed_GB,1.0,prefactor_uncertainty,not validated
GB_diffusion_closed_shrinkage__m4__x10,GB_diffusion_closed_shrinkage,closed_prefactor_factor,10.0,prefactor_uncertainty,not validated
GB_diffusion_closed_shrinkage__m4__x10,GB_diffusion_closed_shrinkage,closed_GB_use_renewal_activity,True,prefactor_uncertainty,not validated
GB_diffusion_closed_shrinkage__m4__x10,GB_diffusion_closed_shrinkage,C_sigma_closed,1.0,prefactor_uncertainty,not validated
GB_diffusion_closed_shrinkage__m4__x10,GB_diffusion_closed_shrinkage,C_transport_closed,1.0,prefactor_uncertainty,not validated
GB_diffusion_closed_shrinkage__m4__x10,GB_diffusion_closed_shrinkage,closed_transport_length_factor,1.0,prefactor_uncertainty,not validated
GB_diffusion_closed_shrinkage__m4__x10,GB_diffusion_closed_shrinkage,closed_exchange_tau_s,1.0,prefactor_uncertainty,not validated
GB_diffusion_closed_shrinkage__m4__x10,GB_diffusion_closed_shrinkage,closed_event_strain,0.001,prefactor_uncertainty,not validated
GB_diffusion_closed_shrinkage__m4__x10,GB_diffusion_closed_shrinkage,closed_gas_pressure_fraction,0.25,prefactor_uncertainty,not validated
GB_diffusion_closed_shrinkage__m4__x10,GB_diffusion_closed_shrinkage,C_surface_accommodation,1e-24,prefactor_uncertainty,not validated
GB_diffusion_closed_shrinkage__m4__x10,GB_diffusion_closed_shrinkage,k0_closed_emp_sinv,0.001,prefactor_uncertainty,not validated
GB_diffusion_closed_shrinkage__m4__x10,GB_diffusion_closed_shrinkage,Q_closed_emp_J_mol,130000.0,prefactor_uncertainty,not validated
GB_diffusion_closed_shrinkage__m4__x10,GB_diffusion_closed_shrinkage,closed_empirical_size_exponent,4.0,prefactor_uncertainty,not validated
GB_diffusion_closed_shrinkage__m4__x10,GB_diffusion_closed_shrinkage,closed_rate_cap_time_s,10.0,prefactor_uncertainty,not validated
GB_diffusion_closed_shrinkage__m4__x10,GB_diffusion_closed_shrinkage,closed_transition_tau_s,20000.0,prefactor_uncertainty,not validated
GB_diffusion_closed_shrinkage__m4__x10,GB_diffusion_closed_shrinkage,accommodation_max,1.0,prefactor_uncertainty,not validated
GB_diffusion_closed_shrinkage__m4__x10,GB_diffusion_closed_shrinkage,closed_migration_drag,5.0,prefactor_uncertainty,not validated
GB_diffusion_closed_shrinkage__m4__x30,GB_diffusion_closed_shrinkage,closed_tau0_s,3000.0,prefactor_uncertainty,not validated
GB_diffusion_closed_shrinkage__m4__x30,GB_diffusion_closed_shrinkage,closed_rate_factor,1.0,prefactor_uncertainty,not validated
GB_diffusion_closed_shrinkage__m4__x30,GB_diffusion_closed_shrinkage,closed_inventory_factor,1.0,prefactor_uncertainty,not validated
GB_diffusion_closed_shrinkage__m4__x30,GB_diffusion_closed_shrinkage,closed_channel_law,GB_diffusion_closed_shrinkage,prefactor_uncertainty,not validated
GB_diffusion_closed_shrinkage__m4__x30,GB_diffusion_closed_shrinkage,closed_radius_exponent,4,prefactor_uncertainty,not validated
GB_diffusion_closed_shrinkage__m4__x30,GB_diffusion_closed_shrinkage,C_closed_GB,1.0,prefactor_uncertainty,not validated
GB_diffusion_closed_shrinkage__m4__x30,GB_diffusion_closed_shrinkage,closed_prefactor_factor,30.0,prefactor_uncertainty,not validated
GB_diffusion_closed_shrinkage__m4__x30,GB_diffusion_closed_shrinkage,closed_GB_use_renewal_activity,True,prefactor_uncertainty,not validated
GB_diffusion_closed_shrinkage__m4__x30,GB_diffusion_closed_shrinkage,C_sigma_closed,1.0,prefactor_uncertainty,not validated
GB_diffusion_closed_shrinkage__m4__x30,GB_diffusion_closed_shrinkage,C_transport_closed,1.0,prefactor_uncertainty,not validated
GB_diffusion_closed_shrinkage__m4__x30,GB_diffusion_closed_shrinkage,closed_transport_length_factor,1.0,prefactor_uncertainty,not validated
GB_diffusion_closed_shrinkage__m4__x30,GB_diffusion_closed_shrinkage,closed_exchange_tau_s,1.0,prefactor_uncertainty,not validated
GB_diffusion_closed_shrinkage__m4__x30,GB_diffusion_closed_shrinkage,closed_event_strain,0.001,prefactor_uncertainty,not validated
GB_diffusion_closed_shrinkage__m4__x30,GB_diffusion_closed_shrinkage,closed_gas_pressure_fraction,0.25,prefactor_uncertainty,not validated
GB_diffusion_closed_shrinkage__m4__x30,GB_diffusion_closed_shrinkage,C_surface_accommodation,1e-24,prefactor_uncertainty,not validated
GB_diffusion_closed_shrinkage__m4__x30,GB_diffusion_closed_shrinkage,k0_closed_emp_sinv,0.001,prefactor_uncertainty,not validated
GB_diffusion_closed_shrinkage__m4__x30,GB_diffusion_closed_shrinkage,Q_closed_emp_J_mol,130000.0,prefactor_uncertainty,not validated
GB_diffusion_closed_shrinkage__m4__x30,GB_diffusion_closed_shrinkage,closed_empirical_size_exponent,4.0,prefactor_uncertainty,not validated
GB_diffusion_closed_shrinkage__m4__x30,GB_diffusion_closed_shrinkage,closed_rate_cap_time_s,10.0,prefactor_uncertainty,not validated
GB_diffusion_closed_shrinkage__m4__x30,GB_diffusion_closed_shrinkage,closed_transition_tau_s,20000.0,prefactor_uncertainty,not validated
GB_diffusion_closed_shrinkage__m4__x30,GB_diffusion_closed_shrinkage,accommodation_max,1.0,prefactor_uncertainty,not validated
GB_diffusion_closed_shrinkage__m4__x30,GB_diffusion_closed_shrinkage,closed_migration_drag,5.0,prefactor_uncertainty,not validated
GB_diffusion_closed_shrinkage__m4__x100,GB_diffusion_closed_shrinkage,closed_tau0_s,3000.0,prefactor_uncertainty,not validated
GB_diffusion_closed_shrinkage__m4__x100,GB_diffusion_closed_shrinkage,closed_rate_factor,1.0,prefactor_uncertainty,not validated
GB_diffusion_closed_shrinkage__m4__x100,GB_diffusion_closed_shrinkage,closed_inventory_factor,1.0,prefactor_uncertainty,not validated
GB_diffusion_closed_shrinkage__m4__x100,GB_diffusion_closed_shrinkage,closed_channel_law,GB_diffusion_closed_shrinkage,prefactor_uncertainty,not validated
GB_diffusion_closed_shrinkage__m4__x100,GB_diffusion_closed_shrinkage,closed_radius_exponent,4,prefactor_uncertainty,not validated
GB_diffusion_closed_shrinkage__m4__x100,GB_diffusion_closed_shrinkage,C_closed_GB,1.0,prefactor_uncertainty,not validated
GB_diffusion_closed_shrinkage__m4__x100,GB_diffusion_closed_shrinkage,closed_prefactor_factor,100.0,prefactor_uncertainty,not validated
